graph_index,Graph,Adjacency_list,a,d,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime/microseconds,Gurobi_num_vars,Gurobi_num_constrs,Gurobi_nonzero_coefs
8.0,Graph with 7 nodes and 10 edges,"[[0, 0, 0, 0, 1, 1, 1], [0, 0, 1, 0, 0, 1, 0], [0, 1, 0, 0, 1, 0, 1], [0, 0, 0, 0, 1, 0, 0], [1, 0, 1, 1, 0, 0, 1], [1, 1, 0, 0, 0, 0, 1], [1, 0, 1, 0, 1, 1, 0]]",5.0,7.0,Y,"{0: 5, 1: 47, 2: 40, 3: 26, 4: 33, 5: 19, 6: 12}","{(0, 4): 1, (0, 5): 1, (0, 6): 3, (1, 2): 30, (1, 5): 17, (2, 4): 4, (2, 6): 6, (3, 4): 26, (4, 6): 2, (5, 6): 1}",418.9014434814453,59.0,21.0,167.0
9.0,Graph with 7 nodes and 13 edges,"[[0, 0, 1, 1, 0, 1, 1], [0, 0, 1, 0, 0, 0, 0], [1, 1, 0, 1, 1, 1, 1], [1, 0, 1, 0, 0, 0, 1], [0, 0, 1, 0, 0, 1, 1], [1, 0, 1, 0, 1, 0, 1], [1, 0, 1, 1, 1, 1, 0]]",25.0,1.0,Y,"{0: 26, 1: 25, 2: 30, 3: 27, 4: 28, 5: 29, 6: 31}","{(0, 2): 1, (0, 3): 23, (0, 5): 1, (0, 6): 1, (1, 2): 25, (2, 3): 1, (2, 4): 1, (2, 5): 1, (2, 6): 1, (3, 6): 3, (4, 5): 14, (4, 6): 13, (5, 6): 13}",730.9913635253906,62.0,21.0,173.0
9.0,Graph with 7 nodes and 13 edges,"[[0, 0, 1, 1, 0, 1, 1], [0, 0, 1, 0, 0, 0, 0], [1, 1, 0, 1, 1, 1, 1], [1, 0, 1, 0, 0, 0, 1], [0, 0, 1, 0, 0, 1, 1], [1, 0, 1, 0, 1, 0, 1], [1, 0, 1, 1, 1, 1, 0]]",25.0,3.0,Y,"{0: 25, 1: 31, 2: 43, 3: 37, 4: 34, 5: 40, 6: 28}","{(0, 2): 1, (0, 3): 18, (0, 5): 5, (0, 6): 1, (1, 2): 31, (2, 3): 7, (2, 4): 1, (2, 5): 2, (2, 6): 1, (3, 6): 12, (4, 5): 26, (4, 6): 7, (5, 6): 7}",71.04873657226562,62.0,21.0,173.0
10.0,Graph with 7 nodes and 12 edges,"[[0, 1, 1, 1, 1, 0, 0], [1, 0, 1, 1, 1, 0, 0], [1, 1, 0, 0, 1, 1, 1], [1, 1, 0, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0, 0], [0, 0, 1, 1, 1, 0, 0]]",27.0,1.0,Y,"{0: 27, 1: 30, 2: 33, 3: 31, 4: 29, 5: 28, 6: 32}","{(0, 1): 13, (0, 2): 1, (0, 3): 1, (0, 4): 12, (1, 2): 1, (1, 3): 1, (1, 4): 15, (2, 4): 1, (2, 5): 28, (2, 6): 2, (3, 6): 29, (4, 6): 1}",796.0796356201172,61.0,21.0,171.0
10.0,Graph with 7 nodes and 12 edges,"[[0, 1, 1, 1, 1, 0, 0], [1, 0, 1, 1, 1, 0, 0], [1, 1, 0, 0, 1, 1, 1], [1, 1, 0, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0, 0], [0, 0, 1, 1, 1, 0, 0]]",28.0,6.0,Y,"{0: 64, 1: 46, 2: 58, 3: 52, 4: 28, 5: 34, 6: 40}","{(0, 1): 43, (0, 2): 2, (0, 3): 13, (0, 4): 6, (1, 2): 1, (1, 3): 1, (1, 4): 1, (2, 4): 20, (2, 5): 34, (2, 6): 1, (3, 6): 38, (4, 6): 1}",864.9826049804688,61.0,21.0,171.0
11.0,Graph with 7 nodes and 10 edges,"[[0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 1, 1, 0], [1, 1, 0, 1, 0, 1, 0], [0, 1, 1, 1, 1, 0, 1], [1, 0, 0, 0, 0, 1, 0]]",8.0,6.0,Y,"{0: 14, 1: 20, 2: 26, 3: 32, 4: 38, 5: 44, 6: 8}","{(0, 4): 13, (0, 6): 1, (1, 3): 17, (1, 4): 2, (1, 5): 1, (2, 5): 26, (3, 4): 14, (3, 5): 1, (4, 5): 9, (5, 6): 7}",688.0760192871094,59.0,21.0,167.0
11.0,Graph with 7 nodes and 10 edges,"[[0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 1, 1, 0], [1, 1, 0, 1, 0, 1, 0], [0, 1, 1, 1, 1, 0, 1], [1, 0, 0, 0, 0, 1, 0]]",23.0,5.0,Y,"{0: 28, 1: 33, 2: 38, 3: 43, 4: 48, 5: 53, 6: 23}","{(0, 4): 17, (0, 6): 11, (1, 3): 22, (1, 4): 10, (1, 5): 1, (2, 5): 38, (3, 4): 20, (3, 5): 1, (4, 5): 1, (5, 6): 12}",646.8296051025391,59.0,21.0,167.0
12.0,Graph with 7 nodes and 9 edges,"[[0, 0, 1, 0, 0, 1, 1], [0, 0, 0, 1, 1, 0, 1], [1, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 1, 0], [0, 1, 0, 1, 0, 0, 1], [1, 0, 0, 1, 0, 0, 0], [1, 1, 0, 0, 1, 0, 0]]",13.0,7.0,Y,"{0: 27, 1: 20, 2: 13, 3: 34, 4: 48, 5: 41, 6: 55}","{(0, 2): 13, (0, 5): 13, (0, 6): 1, (1, 3): 5, (1, 4): 4, (1, 6): 11, (3, 4): 1, (3, 5): 28, (4, 6): 43}",727.8919219970703,58.0,21.0,165.0
13.0,Graph with 7 nodes and 10 edges,"[[0, 0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 1, 1], [1, 0, 0, 0, 1, 1, 1], [1, 0, 0, 1, 0, 0, 0], [1, 1, 1, 1, 0, 0, 1], [0, 0, 1, 1, 0, 1, 0]]",5.0,9.0,Y,"{0: 5, 1: 50, 2: 32, 3: 23, 4: 14, 5: 59, 6: 41}","{(0, 3): 1, (0, 4): 1, (0, 5): 3, (1, 5): 50, (2, 5): 1, (2, 6): 31, (3, 4): 13, (3, 5): 2, (3, 6): 7, (5, 6): 3}",530.0045013427734,59.0,21.0,167.0
17.0,Graph with 7 nodes and 9 edges,"[[0, 0, 1, 0, 0, 0, 1], [0, 0, 0, 0, 0, 1, 1], [1, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 1, 0], [0, 1, 1, 1, 1, 0, 1], [1, 1, 1, 0, 0, 1, 0]]",6.0,4.0,Y,"{0: 26, 1: 18, 2: 22, 3: 10, 4: 6, 5: 30, 6: 14}","{(0, 2): 20, (0, 6): 6, (1, 5): 12, (1, 6): 6, (2, 5): 1, (2, 6): 1, (3, 5): 10, (4, 5): 6, (5, 6): 1}",930.0708770751953,58.0,21.0,165.0
19.0,Graph with 7 nodes and 11 edges,"[[0, 0, 0, 1, 1, 1, 1], [0, 0, 1, 0, 1, 0, 1], [0, 1, 0, 0, 1, 1, 0], [1, 0, 0, 0, 1, 0, 0], [1, 1, 1, 1, 0, 1, 0], [1, 0, 1, 0, 1, 0, 0], [1, 1, 0, 0, 0, 0, 0]]",23.0,7.0,Y,"{0: 23, 1: 58, 2: 65, 3: 37, 4: 44, 5: 51, 6: 30}","{(0, 3): 13, (0, 4): 3, (0, 5): 3, (0, 6): 4, (1, 2): 17, (1, 4): 15, (1, 6): 26, (2, 4): 1, (2, 5): 47, (3, 4): 24, (4, 5): 1}",95.12901306152344,60.0,21.0,169.0
20.0,Graph with 7 nodes and 12 edges,"[[0, 1, 0, 0, 0, 1, 1], [1, 0, 1, 0, 1, 1, 0], [0, 1, 0, 0, 0, 1, 1], [0, 0, 0, 0, 1, 1, 1], [0, 1, 0, 1, 0, 1, 0], [1, 1, 1, 1, 1, 0, 0], [1, 0, 1, 1, 0, 0, 0]]",14.0,2.0,Y,"{0: 16, 1: 18, 2: 20, 3: 22, 4: 24, 5: 26, 6: 14}","{(0, 1): 14, (0, 5): 1, (0, 6): 1, (1, 2): 2, (1, 4): 1, (1, 5): 1, (2, 5): 6, (2, 6): 12, (3, 4): 13, (3, 5): 8, (3, 6): 1, (4, 5): 10}",859.0221405029297,61.0,21.0,171.0
20.0,Graph with 7 nodes and 12 edges,"[[0, 1, 0, 0, 0, 1, 1], [1, 0, 1, 0, 1, 1, 0], [0, 1, 0, 0, 0, 1, 1], [0, 0, 0, 0, 1, 1, 1], [0, 1, 0, 1, 0, 1, 0], [1, 1, 1, 1, 1, 0, 0], [1, 0, 1, 1, 0, 0, 0]]",18.0,8.0,Y,"{0: 18, 1: 50, 2: 42, 3: 26, 4: 34, 5: 66, 6: 58}","{(0, 1): 1, (0, 5): 1, (0, 6): 16, (1, 2): 1, (1, 4): 1, (1, 5): 47, (2, 5): 4, (2, 6): 37, (3, 4): 20, (3, 5): 1, (3, 6): 5, (4, 5): 13}",66.99562072753906,61.0,21.0,171.0
21.0,Graph with 7 nodes and 12 edges,"[[0, 0, 1, 0, 1, 1, 1], [0, 0, 1, 1, 1, 0, 0], [1, 1, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0], [1, 1, 0, 0, 0, 1, 1], [1, 0, 0, 0, 1, 0, 1], [1, 0, 1, 0, 1, 1, 0]]",15.0,7.0,Y,"{0: 22, 1: 29, 2: 36, 3: 43, 4: 50, 5: 57, 6: 15}","{(0, 2): 18, (0, 4): 2, (0, 5): 1, (0, 6): 1, (1, 2): 1, (1, 3): 27, (1, 4): 1, (2, 3): 16, (2, 6): 1, (4, 5): 45, (4, 6): 2, (5, 6): 11}",677.8240203857422,61.0,21.0,171.0
21.0,Graph with 7 nodes and 12 edges,"[[0, 0, 1, 0, 1, 1, 1], [0, 0, 1, 1, 1, 0, 0], [1, 1, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0], [1, 1, 0, 0, 0, 1, 1], [1, 0, 0, 0, 1, 0, 1], [1, 0, 1, 0, 1, 1, 0]]",28.0,2.0,Y,"{0: 30, 1: 32, 2: 34, 3: 36, 4: 38, 5: 40, 6: 28}","{(0, 2): 26, (0, 4): 2, (0, 5): 1, (0, 6): 1, (1, 2): 1, (1, 3): 30, (1, 4): 1, (2, 3): 6, (2, 6): 1, (4, 5): 24, (4, 6): 11, (5, 6): 15}",617.0272827148438,61.0,21.0,171.0
24.0,Graph with 7 nodes and 12 edges,"[[0, 1, 0, 0, 1, 1, 1], [1, 0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 0, 1, 0], [0, 1, 1, 0, 1, 0, 0], [1, 0, 0, 1, 0, 1, 1], [1, 0, 1, 0, 1, 0, 1], [1, 0, 0, 0, 1, 1, 0]]",3.0,7.0,Y,"{0: 17, 1: 10, 2: 24, 3: 31, 4: 38, 5: 45, 6: 3}","{(0, 1): 4, (0, 4): 1, (0, 5): 11, (0, 6): 1, (1, 2): 1, (1, 3): 5, (2, 3): 1, (2, 5): 22, (3, 4): 25, (4, 5): 11, (4, 6): 1, (5, 6): 1}",933.8855743408203,61.0,21.0,171.0
24.0,Graph with 7 nodes and 12 edges,"[[0, 1, 0, 0, 1, 1, 1], [1, 0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 0, 1, 0], [0, 1, 1, 0, 1, 0, 0], [1, 0, 0, 1, 0, 1, 1], [1, 0, 1, 0, 1, 0, 1], [1, 0, 0, 0, 1, 1, 0]]",5.0,7.0,Y,"{0: 12, 1: 19, 2: 26, 3: 33, 4: 40, 5: 47, 6: 5}","{(0, 1): 1, (0, 4): 1, (0, 5): 7, (0, 6): 3, (1, 2): 5, (1, 3): 13, (2, 3): 16, (2, 5): 5, (3, 4): 4, (4, 5): 34, (4, 6): 1, (5, 6): 1}",590.8012390136719,61.0,21.0,171.0
25.0,Graph with 7 nodes and 8 edges,"[[0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 1, 1, 1], [1, 0, 1, 0, 0, 0, 0], [0, 0, 1, 0, 0, 1, 0], [0, 1, 1, 0, 1, 0, 0], [1, 0, 1, 0, 0, 0, 0]]",17.0,5.0,Y,"{0: 27, 1: 17, 2: 47, 3: 37, 4: 22, 5: 42, 6: 32}","{(0, 3): 1, (0, 6): 26, (1, 5): 17, (2, 3): 36, (2, 4): 1, (2, 5): 4, (2, 6): 6, (4, 5): 21}",644.9222564697266,57.0,21.0,163.0
26.0,Graph with 7 nodes and 10 edges,"[[0, 1, 1, 1, 1, 0, 0], [1, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 1, 1, 0], [1, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0, 1], [0, 1, 0, 1, 1, 1, 0]]",21.0,7.0,Y,"{0: 63, 1: 21, 2: 49, 3: 56, 4: 35, 5: 28, 6: 42}","{(0, 1): 20, (0, 2): 7, (0, 3): 17, (0, 4): 19, (1, 6): 1, (2, 4): 15, (2, 5): 27, (3, 6): 39, (4, 6): 1, (5, 6): 1}",1574.0394592285156,59.0,21.0,167.0
27.0,Graph with 7 nodes and 11 edges,"[[0, 0, 1, 1, 0, 0, 1], [0, 0, 1, 1, 1, 0, 1], [1, 1, 0, 0, 0, 1, 0], [1, 1, 0, 0, 0, 0, 1], [0, 1, 0, 0, 0, 1, 0], [0, 0, 1, 0, 1, 0, 1], [1, 1, 0, 1, 0, 1, 0]]",20.0,8.0,Y,"{0: 28, 1: 60, 2: 20, 3: 52, 4: 44, 5: 36, 6: 68}","{(0, 2): 6, (0, 3): 21, (0, 6): 1, (1, 2): 13, (1, 3): 1, (1, 4): 10, (1, 6): 36, (2, 5): 1, (3, 6): 30, (4, 5): 34, (5, 6): 1}",1275.0625610351562,60.0,21.0,169.0
28.0,Graph with 7 nodes and 10 edges,"[[0, 1, 0, 0, 0, 0, 1], [1, 0, 0, 1, 1, 1, 0], [0, 0, 0, 1, 1, 1, 0], [0, 1, 1, 0, 0, 1, 0], [0, 1, 1, 0, 0, 0, 0], [0, 1, 1, 1, 0, 0, 1], [1, 0, 0, 0, 0, 1, 0]]",10.0,2.0,Y,"{0: 10, 1: 14, 2: 22, 3: 18, 4: 16, 5: 20, 6: 12}","{(0, 1): 1, (0, 6): 9, (1, 3): 9, (1, 4): 3, (1, 5): 1, (2, 3): 1, (2, 4): 13, (2, 5): 8, (3, 5): 8, (5, 6): 3}",20.02716064453125,59.0,21.0,167.0
28.0,Graph with 7 nodes and 10 edges,"[[0, 1, 0, 0, 0, 0, 1], [1, 0, 0, 1, 1, 1, 0], [0, 0, 0, 1, 1, 1, 0], [0, 1, 1, 0, 0, 1, 0], [0, 1, 1, 0, 0, 0, 0], [0, 1, 1, 1, 0, 0, 1], [1, 0, 0, 0, 0, 1, 0]]",22.0,4.0,Y,"{0: 22, 1: 46, 2: 42, 3: 38, 4: 34, 5: 26, 6: 30}","{(0, 1): 1, (0, 6): 21, (1, 3): 1, (1, 4): 29, (1, 5): 15, (2, 3): 36, (2, 4): 5, (2, 5): 1, (3, 5): 1, (5, 6): 9}",389.09912109375,59.0,21.0,167.0
31.0,Graph with 7 nodes and 9 edges,"[[0, 0, 1, 0, 0, 1, 1], [0, 0, 0, 1, 0, 0, 0], [1, 0, 0, 1, 0, 1, 0], [0, 1, 1, 0, 1, 0, 0], [0, 0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 1, 0, 1], [1, 0, 0, 0, 0, 1, 0]]",23.0,3.0,Y,"{0: 38, 1: 26, 2: 32, 3: 41, 4: 23, 5: 35, 6: 29}","{(0, 2): 30, (0, 5): 2, (0, 6): 6, (1, 3): 26, (2, 3): 1, (2, 5): 1, (3, 4): 14, (4, 5): 9, (5, 6): 23}",977.9930114746094,58.0,21.0,165.0
32.0,Graph with 7 nodes and 12 edges,"[[0, 0, 0, 1, 0, 1, 1], [0, 0, 1, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0, 0], [1, 1, 1, 0, 1, 1, 1], [0, 1, 0, 1, 0, 1, 0], [1, 0, 0, 1, 1, 0, 1], [1, 0, 0, 1, 0, 1, 0]]",2.0,2.0,Y,"{0: 4, 1: 14, 2: 2, 3: 10, 4: 12, 5: 8, 6: 6}","{(0, 3): 2, (0, 5): 1, (0, 6): 1, (1, 2): 1, (1, 3): 4, (1, 4): 9, (2, 3): 1, (3, 4): 1, (3, 5): 1, (3, 6): 1, (4, 5): 2, (5, 6): 4}",410.0799560546875,61.0,21.0,171.0
34.0,Graph with 7 nodes and 14 edges,"[[0, 1, 1, 1, 0, 1, 1], [1, 0, 0, 0, 0, 0, 1], [1, 0, 0, 1, 0, 1, 1], [1, 0, 1, 0, 1, 1, 1], [0, 0, 0, 1, 0, 1, 1], [1, 0, 1, 1, 1, 0, 0], [1, 1, 1, 1, 1, 0, 0]]",17.0,5.0,Y,"{0: 22, 1: 27, 2: 32, 3: 37, 4: 42, 5: 47, 6: 17}","{(0, 1): 18, (0, 2): 1, (0, 3): 1, (0, 5): 1, (0, 6): 1, (1, 6): 9, (2, 3): 25, (2, 5): 1, (2, 6): 5, (3, 4): 3, (3, 5): 7, (3, 6): 1, (4, 5): 38, (4, 6): 1}",802.9937744140625,63.0,21.0,175.0
34.0,Graph with 7 nodes and 14 edges,"[[0, 1, 1, 1, 0, 1, 1], [1, 0, 0, 0, 0, 0, 1], [1, 0, 0, 1, 0, 1, 1], [1, 0, 1, 0, 1, 1, 1], [0, 0, 0, 1, 0, 1, 1], [1, 0, 1, 1, 1, 0, 0], [1, 1, 1, 1, 1, 0, 0]]",19.0,9.0,Y,"{0: 28, 1: 37, 2: 46, 3: 55, 4: 64, 5: 73, 6: 19}","{(0, 1): 24, (0, 2): 1, (0, 3): 1, (0, 5): 1, (0, 6): 1, (1, 6): 13, (2, 3): 42, (2, 5): 2, (2, 6): 1, (3, 4): 1, (3, 5): 8, (3, 6): 3, (4, 5): 62, (4, 6): 1}",715.0173187255859,63.0,21.0,175.0
34.0,Graph with 7 nodes and 14 edges,"[[0, 1, 1, 1, 0, 1, 1], [1, 0, 0, 0, 0, 0, 1], [1, 0, 0, 1, 0, 1, 1], [1, 0, 1, 0, 1, 1, 1], [0, 0, 0, 1, 0, 1, 1], [1, 0, 1, 1, 1, 0, 0], [1, 1, 1, 1, 1, 0, 0]]",29.0,1.0,Y,"{0: 35, 1: 30, 2: 29, 3: 31, 4: 33, 5: 32, 6: 34}","{(0, 1): 6, (0, 2): 26, (0, 3): 1, (0, 5): 1, (0, 6): 1, (1, 6): 24, (2, 3): 1, (2, 5): 1, (2, 6): 1, (3, 4): 12, (3, 5): 16, (3, 6): 1, (4, 5): 14, (4, 6): 7}",855.2074432373047,63.0,21.0,175.0
36.0,Graph with 7 nodes and 10 edges,"[[0, 0, 1, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 1, 1], [1, 0, 1, 1, 1, 0, 1], [1, 1, 0, 0, 1, 1, 0]]",20.0,6.0,Y,"{0: 32, 1: 50, 2: 38, 3: 26, 4: 20, 5: 44, 6: 56}","{(0, 2): 30, (0, 5): 1, (0, 6): 1, (1, 6): 50, (2, 4): 7, (2, 5): 1, (3, 5): 26, (4, 5): 12, (4, 6): 1, (5, 6): 4}",1498.9376068115234,59.0,21.0,167.0
