graph_index,Graph,Adjacency_list,a,d,APG_label_availability,Vertex_labels,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime/microseconds,Gurobi_num_vars,Gurobi_num_constrs,Gurobi_nonzero_coefs
6.0,Graph with 5 nodes and 6 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 1, 0, 0]]",2.0,1.0,Y,"{0: 5, 1: 3, 2: 2, 3: 6, 4: 4}",Y,"{0: 5, 1: 3, 2: 2, 3: 6, 4: 4}","{(0, 3): 3, (0, 4): 2, (1, 3): 2, (1, 4): 1, (2, 3): 1, (2, 4): 1}",126.12342834472656,6.0,5.0,12.0
7.0,Graph with 5 nodes and 7 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0]]",2.0,3.0,Y,"{0: 2, 1: 5, 2: 11, 3: 14, 4: 8}",Y,"{0: 2, 1: 5, 2: 11, 3: 14, 4: 8}","{(0, 3): 1, (0, 4): 1, (1, 3): 4, (1, 4): 1, (2, 3): 7, (2, 4): 4, (3, 4): 2}",168.08509826660156,7.0,5.0,14.0
7.0,Graph with 5 nodes and 7 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0]]",8.0,9.0,Y,"{0: 8, 1: 17, 2: 35, 3: 26, 4: 44}",Y,"{0: 8, 1: 17, 2: 35, 3: 26, 4: 44}","{(0, 3): 1, (0, 4): 7, (1, 3): 1, (1, 4): 16, (2, 3): 19, (2, 4): 16, (3, 4): 5}",288.0096435546875,7.0,5.0,14.0
7.0,Graph with 5 nodes and 7 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0]]",10.0,5.0,Y,"{0: 20, 1: 15, 2: 10, 3: 25, 4: 30}",Y,"{0: 20, 1: 15, 2: 10, 3: 25, 4: 30}","{(0, 3): 10, (0, 4): 10, (1, 3): 1, (1, 4): 14, (2, 3): 9, (2, 4): 1, (3, 4): 5}",108.95729064941406,7.0,5.0,14.0
7.0,Graph with 5 nodes and 7 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0]]",12.0,7.0,Y,"{0: 12, 1: 33, 2: 19, 3: 26, 4: 40}",Y,"{0: 12, 1: 33, 2: 19, 3: 26, 4: 40}","{(0, 3): 1, (0, 4): 11, (1, 3): 6, (1, 4): 27, (2, 3): 18, (2, 4): 1, (3, 4): 1}",118.97087097167969,7.0,5.0,14.0
7.0,Graph with 5 nodes and 7 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0]]",16.0,6.0,Y,"{0: 22, 1: 16, 2: 28, 3: 34, 4: 40}",Y,"{0: 22, 1: 16, 2: 28, 3: 34, 4: 40}","{(0, 3): 14, (0, 4): 8, (1, 3): 15, (1, 4): 1, (2, 3): 1, (2, 4): 27, (3, 4): 4}",259.16099548339844,7.0,5.0,14.0
7.0,Graph with 5 nodes and 7 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0]]",20.0,8.0,Y,"{0: 36, 1: 20, 2: 28, 3: 52, 4: 44}",Y,"{0: 36, 1: 20, 2: 28, 3: 52, 4: 44}","{(0, 3): 18, (0, 4): 18, (1, 3): 1, (1, 4): 19, (2, 3): 27, (2, 4): 1, (3, 4): 6}",241.99485778808594,7.0,5.0,14.0
9.0,Graph with 5 nodes and 5 edges,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",2.0,8.0,Y,"{0: 34, 1: 10, 2: 26, 3: 2, 4: 18}",Y,"{0: 34, 1: 10, 2: 26, 3: 2, 4: 18}","{(0, 2): 25, (0, 4): 9, (1, 3): 2, (1, 4): 8, (2, 4): 1}",246.0479736328125,5.0,5.0,10.0
9.0,Graph with 5 nodes and 5 edges,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",2.0,9.0,Y,"{0: 38, 1: 11, 2: 20, 3: 2, 4: 29}",Y,"{0: 38, 1: 11, 2: 20, 3: 2, 4: 29}","{(0, 2): 19, (0, 4): 19, (1, 3): 2, (1, 4): 9, (2, 4): 1}",246.0479736328125,5.0,5.0,10.0
9.0,Graph with 5 nodes and 5 edges,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",4.0,4.0,Y,"{0: 20, 1: 8, 2: 16, 3: 4, 4: 12}",Y,"{0: 20, 1: 8, 2: 16, 3: 4, 4: 12}","{(0, 2): 14, (0, 4): 6, (1, 3): 4, (1, 4): 4, (2, 4): 2}",229.12025451660156,5.0,5.0,10.0
9.0,Graph with 5 nodes and 5 edges,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",26.0,4.0,Y,"{0: 30, 1: 34, 2: 38, 3: 26, 4: 42}",Y,"{0: 30, 1: 34, 2: 38, 3: 26, 4: 42}","{(0, 2): 17, (0, 4): 13, (1, 3): 26, (1, 4): 8, (2, 4): 21}",132.08389282226562,5.0,5.0,10.0
10.0,Graph with 5 nodes and 6 edges,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",2.0,1.0,Y,"{0: 5, 1: 3, 2: 4, 3: 2, 4: 6}",Y,"{0: 5, 1: 3, 2: 4, 3: 2, 4: 6}","{(0, 2): 3, (0, 4): 2, (1, 3): 1, (1, 4): 2, (2, 4): 1, (3, 4): 1}",206.94732666015625,6.0,5.0,12.0
10.0,Graph with 5 nodes and 6 edges,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",10.0,2.0,Y,"{0: 10, 1: 18, 2: 14, 3: 12, 4: 16}",Y,"{0: 10, 1: 18, 2: 14, 3: 12, 4: 16}","{(0, 2): 8, (0, 4): 2, (1, 3): 11, (1, 4): 7, (2, 4): 6, (3, 4): 1}",90.12222290039062,6.0,5.0,12.0
10.0,Graph with 5 nodes and 6 edges,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",18.0,6.0,Y,"{0: 18, 1: 42, 2: 30, 3: 24, 4: 36}",Y,"{0: 18, 1: 42, 2: 30, 3: 24, 4: 36}","{(0, 2): 16, (0, 4): 2, (1, 3): 23, (1, 4): 19, (2, 4): 14, (3, 4): 1}",113.96408081054688,6.0,5.0,12.0
10.0,Graph with 5 nodes and 6 edges,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",24.0,1.0,Y,"{0: 27, 1: 26, 2: 28, 3: 24, 4: 25}",Y,"{0: 27, 1: 26, 2: 28, 3: 24, 4: 25}","{(0, 2): 17, (0, 4): 10, (1, 3): 23, (1, 4): 3, (2, 4): 11, (3, 4): 1}",257.9689025878906,6.0,5.0,12.0
10.0,Graph with 5 nodes and 6 edges,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",24.0,2.0,Y,"{0: 28, 1: 30, 2: 32, 3: 24, 4: 26}",Y,"{0: 28, 1: 30, 2: 32, 3: 24, 4: 26}","{(0, 2): 21, (0, 4): 7, (1, 3): 23, (1, 4): 7, (2, 4): 11, (3, 4): 1}",181.9133758544922,6.0,5.0,12.0
10.0,Graph with 5 nodes and 6 edges,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",26.0,5.0,Y,"{0: 46, 1: 41, 2: 36, 3: 31, 4: 26}",Y,"{0: 46, 1: 41, 2: 36, 3: 31, 4: 26}","{(0, 2): 34, (0, 4): 12, (1, 3): 30, (1, 4): 11, (2, 4): 2, (3, 4): 1}",88.93013000488281,6.0,5.0,12.0
10.0,Graph with 5 nodes and 6 edges,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",28.0,3.0,Y,"{0: 40, 1: 37, 2: 28, 3: 31, 4: 34}",Y,"{0: 40, 1: 37, 2: 28, 3: 31, 4: 34}","{(0, 2): 21, (0, 4): 19, (1, 3): 30, (1, 4): 7, (2, 4): 7, (3, 4): 1}",167.1314239501953,6.0,5.0,12.0
11.0,Graph with 5 nodes and 6 edges,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 1, 1, 0, 0]]",4.0,4.0,Y,"{0: 12, 1: 4, 2: 20, 3: 16, 4: 8}",Y,"{0: 12, 1: 4, 2: 20, 3: 16, 4: 8}","{(0, 2): 6, (0, 3): 5, (0, 4): 1, (1, 4): 4, (2, 3): 11, (2, 4): 3}",185.96649169921875,6.0,5.0,12.0
11.0,Graph with 5 nodes and 6 edges,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 1, 1, 0, 0]]",8.0,5.0,Y,"{0: 28, 1: 13, 2: 23, 3: 8, 4: 18}",Y,"{0: 28, 1: 13, 2: 23, 3: 8, 4: 18}","{(0, 2): 19, (0, 3): 5, (0, 4): 4, (1, 4): 13, (2, 3): 3, (2, 4): 1}",84.87701416015625,6.0,5.0,12.0
11.0,Graph with 5 nodes and 6 edges,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 1, 1, 0, 0]]",12.0,6.0,Y,"{0: 36, 1: 18, 2: 30, 3: 12, 4: 24}",Y,"{0: 36, 1: 18, 2: 30, 3: 12, 4: 24}","{(0, 2): 24, (0, 3): 7, (0, 4): 5, (1, 4): 18, (2, 3): 5, (2, 4): 1}",226.9744873046875,6.0,5.0,12.0
11.0,Graph with 5 nodes and 6 edges,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 1, 1, 0, 0]]",14.0,4.0,Y,"{0: 30, 1: 22, 2: 18, 3: 14, 4: 26}",Y,"{0: 30, 1: 22, 2: 18, 3: 14, 4: 26}","{(0, 2): 15, (0, 3): 12, (0, 4): 3, (1, 4): 22, (2, 3): 2, (2, 4): 1}",80.82389831542969,6.0,5.0,12.0
11.0,Graph with 5 nodes and 6 edges,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 1, 1, 0, 0]]",18.0,7.0,Y,"{0: 46, 1: 32, 2: 25, 3: 18, 4: 39}",Y,"{0: 46, 1: 32, 2: 25, 3: 18, 4: 39}","{(0, 2): 23, (0, 3): 17, (0, 4): 6, (1, 4): 32, (2, 3): 1, (2, 4): 1}",195.02639770507812,6.0,5.0,12.0
11.0,Graph with 5 nodes and 6 edges,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 1, 1, 0, 0]]",20.0,2.0,Y,"{0: 24, 1: 20, 2: 26, 3: 28, 4: 22}",Y,"{0: 24, 1: 20, 2: 26, 3: 28, 4: 22}","{(0, 2): 10, (0, 3): 13, (0, 4): 1, (1, 4): 20, (2, 3): 15, (2, 4): 1}",188.1122589111328,6.0,5.0,12.0
11.0,Graph with 5 nodes and 6 edges,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 1, 1, 0, 0]]",22.0,1.0,Y,"{0: 26, 1: 23, 2: 22, 3: 24, 4: 25}",Y,"{0: 26, 1: 23, 2: 22, 3: 24, 4: 25}","{(0, 2): 11, (0, 3): 14, (0, 4): 1, (1, 4): 23, (2, 3): 10, (2, 4): 1}",108.95729064941406,6.0,5.0,12.0
11.0,Graph with 5 nodes and 6 edges,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 1, 1, 0, 0]]",24.0,2.0,Y,"{0: 28, 1: 26, 2: 24, 3: 32, 4: 30}",Y,"{0: 28, 1: 26, 2: 24, 3: 32, 4: 30}","{(0, 2): 8, (0, 3): 17, (0, 4): 3, (1, 4): 26, (2, 3): 15, (2, 4): 1}",214.09988403320312,6.0,5.0,12.0
12.0,Graph with 5 nodes and 7 edges,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 1], [1, 1, 1, 1, 0]]",8.0,3.0,Y,"{0: 8, 1: 11, 2: 17, 3: 14, 4: 20}",Y,"{0: 8, 1: 11, 2: 17, 3: 14, 4: 20}","{(0, 2): 2, (0, 3): 1, (0, 4): 5, (1, 4): 11, (2, 3): 12, (2, 4): 3, (3, 4): 1}",171.18453979492188,7.0,5.0,14.0
12.0,Graph with 5 nodes and 7 edges,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 1], [1, 1, 1, 1, 0]]",12.0,1.0,Y,"{0: 12, 1: 13, 2: 14, 3: 15, 4: 16}",Y,"{0: 12, 1: 13, 2: 14, 3: 15, 4: 16}","{(0, 2): 5, (0, 3): 6, (0, 4): 1, (1, 4): 13, (2, 3): 8, (2, 4): 1, (3, 4): 1}",213.86146545410156,7.0,5.0,14.0
12.0,Graph with 5 nodes and 7 edges,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 1], [1, 1, 1, 1, 0]]",16.0,4.0,Y,"{0: 20, 1: 24, 2: 16, 3: 32, 4: 28}",Y,"{0: 20, 1: 24, 2: 16, 3: 32, 4: 28}","{(0, 2): 1, (0, 3): 17, (0, 4): 2, (1, 4): 24, (2, 3): 14, (2, 4): 1, (3, 4): 1}",244.140625,7.0,5.0,14.0
12.0,Graph with 5 nodes and 7 edges,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 1], [1, 1, 1, 1, 0]]",22.0,4.0,Y,"{0: 34, 1: 22, 2: 38, 3: 30, 4: 26}",Y,"{0: 34, 1: 22, 2: 38, 3: 30, 4: 26}","{(0, 2): 20, (0, 3): 12, (0, 4): 2, (1, 4): 22, (2, 3): 17, (2, 4): 1, (3, 4): 1}",143.0511474609375,7.0,5.0,14.0
12.0,Graph with 5 nodes and 7 edges,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 1], [1, 1, 1, 1, 0]]",24.0,5.0,Y,"{0: 39, 1: 24, 2: 34, 3: 29, 4: 44}",Y,"{0: 39, 1: 24, 2: 34, 3: 29, 4: 44}","{(0, 2): 13, (0, 3): 8, (0, 4): 18, (1, 4): 24, (2, 3): 20, (2, 4): 1, (3, 4): 1}",365.97251892089844,7.0,5.0,14.0
12.0,Graph with 5 nodes and 7 edges,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 1], [1, 1, 1, 1, 0]]",28.0,1.0,Y,"{0: 28, 1: 29, 2: 30, 3: 31, 4: 32}",Y,"{0: 28, 1: 29, 2: 30, 3: 31, 4: 32}","{(0, 2): 13, (0, 3): 14, (0, 4): 1, (1, 4): 29, (2, 3): 16, (2, 4): 1, (3, 4): 1}",181.9133758544922,7.0,5.0,14.0
13.0,Graph with 5 nodes and 5 edges,"[[0, 0, 1, 1, 0], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 1, 0, 0]]",6.0,6.0,Y,"{0: 6, 1: 30, 2: 12, 3: 18, 4: 24}",Y,"{0: 6, 1: 30, 2: 12, 3: 18, 4: 24}","{(0, 2): 3, (0, 3): 3, (1, 3): 15, (1, 4): 15, (2, 4): 9}",91.07589721679688,5.0,5.0,10.0
13.0,Graph with 5 nodes and 5 edges,"[[0, 0, 1, 1, 0], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 1, 0, 0]]",6.0,9.0,Y,"{0: 6, 1: 42, 2: 15, 3: 24, 4: 33}",Y,"{0: 6, 1: 42, 2: 15, 3: 24, 4: 33}","{(0, 2): 3, (0, 3): 3, (1, 3): 21, (1, 4): 21, (2, 4): 12}",165.9393310546875,5.0,5.0,10.0
13.0,Graph with 5 nodes and 5 edges,"[[0, 0, 1, 1, 0], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 1, 0, 0]]",14.0,1.0,Y,"{0: 17, 1: 16, 2: 18, 3: 14, 4: 15}",Y,"{0: 17, 1: 16, 2: 18, 3: 14, 4: 15}","{(0, 2): 11, (0, 3): 6, (1, 3): 8, (1, 4): 8, (2, 4): 7}",200.9868621826172,5.0,5.0,10.0
13.0,Graph with 5 nodes and 5 edges,"[[0, 0, 1, 1, 0], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 1, 0, 0]]",16.0,3.0,Y,"{0: 28, 1: 25, 2: 22, 3: 19, 4: 16}",Y,"{0: 28, 1: 25, 2: 22, 3: 19, 4: 16}","{(0, 2): 20, (0, 3): 8, (1, 3): 11, (1, 4): 14, (2, 4): 2}",42.91534423828125,5.0,5.0,10.0
13.0,Graph with 5 nodes and 5 edges,"[[0, 0, 1, 1, 0], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 1, 0, 0]]",18.0,5.0,Y,"{0: 18, 1: 38, 2: 28, 3: 23, 4: 33}",Y,"{0: 18, 1: 38, 2: 28, 3: 23, 4: 33}","{(0, 2): 14, (0, 3): 4, (1, 3): 19, (1, 4): 19, (2, 4): 14}",66.99562072753906,5.0,5.0,10.0
13.0,Graph with 5 nodes and 5 edges,"[[0, 0, 1, 1, 0], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 1, 0, 0]]",20.0,1.0,Y,"{0: 23, 1: 22, 2: 24, 3: 20, 4: 21}",Y,"{0: 23, 1: 22, 2: 24, 3: 20, 4: 21}","{(0, 2): 14, (0, 3): 9, (1, 3): 11, (1, 4): 11, (2, 4): 10}",57.220458984375,5.0,5.0,10.0
13.0,Graph with 5 nodes and 5 edges,"[[0, 0, 1, 1, 0], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 1, 0, 0]]",20.0,2.0,Y,"{0: 26, 1: 24, 2: 28, 3: 20, 4: 22}",Y,"{0: 26, 1: 24, 2: 28, 3: 20, 4: 22}","{(0, 2): 18, (0, 3): 8, (1, 3): 12, (1, 4): 12, (2, 4): 10}",138.99803161621094,5.0,5.0,10.0
13.0,Graph with 5 nodes and 5 edges,"[[0, 0, 1, 1, 0], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 1, 0, 0]]",20.0,8.0,Y,"{0: 20, 1: 52, 2: 36, 3: 28, 4: 44}",Y,"{0: 20, 1: 52, 2: 36, 3: 28, 4: 44}","{(0, 2): 18, (0, 3): 2, (1, 3): 26, (1, 4): 26, (2, 4): 18}",72.00241088867188,5.0,5.0,10.0
13.0,Graph with 5 nodes and 5 edges,"[[0, 0, 1, 1, 0], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 1, 0, 0]]",24.0,1.0,Y,"{0: 27, 1: 26, 2: 28, 3: 24, 4: 25}",Y,"{0: 27, 1: 26, 2: 28, 3: 24, 4: 25}","{(0, 2): 16, (0, 3): 11, (1, 3): 13, (1, 4): 13, (2, 4): 12}",236.03439331054688,5.0,5.0,10.0
13.0,Graph with 5 nodes and 5 edges,"[[0, 0, 1, 1, 0], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 1, 0, 0]]",24.0,3.0,Y,"{0: 36, 1: 33, 2: 30, 3: 27, 4: 24}",Y,"{0: 36, 1: 33, 2: 30, 3: 27, 4: 24}","{(0, 2): 24, (0, 3): 12, (1, 3): 15, (1, 4): 18, (2, 4): 6}",198.12583923339844,5.0,5.0,10.0
13.0,Graph with 5 nodes and 5 edges,"[[0, 0, 1, 1, 0], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 1, 0, 0]]",26.0,9.0,Y,"{0: 26, 1: 62, 2: 44, 3: 35, 4: 53}",Y,"{0: 26, 1: 62, 2: 44, 3: 35, 4: 53}","{(0, 2): 22, (0, 3): 4, (1, 3): 31, (1, 4): 31, (2, 4): 22}",247.00164794921875,5.0,5.0,10.0
