graph_index,Graph,Adjacency_list,a,d,APG_label_availability,Vertex_labels,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime/microseconds,Gurobi_num_vars,Gurobi_num_constrs,Gurobi_nonzero_coefs
8.0,Graph with 10 nodes and 20 edges,"[[0, 1, 0, 1, 0, 1, 1, 0, 1, 0], [1, 0, 0, 1, 0, 1, 0, 0, 1, 1], [0, 0, 0, 1, 1, 1, 0, 0, 0, 0], [1, 1, 1, 0, 0, 0, 1, 0, 1, 0], [0, 0, 1, 0, 0, 0, 0, 1, 1, 0], [1, 1, 1, 0, 0, 0, 0, 0, 1, 1], [1, 0, 0, 1, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 1, 0, 1, 0, 0, 1], [1, 1, 0, 1, 1, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0, 1, 0, 0]]",7.0,6.0,Y,"{0: 49, 1: 7, 2: 13, 3: 37, 4: 55, 5: 25, 6: 31, 7: 61, 8: 43, 9: 19}",Y,"{0: 49, 1: 7, 2: 13, 3: 37, 4: 55, 5: 25, 6: 31, 7: 61, 8: 43, 9: 19}","{(0, 1): 3, (0, 3): 5, (0, 5): 1, (0, 6): 1, (0, 8): 39, (1, 3): 1, (1, 5): 1, (1, 8): 1, (1, 9): 1, (2, 3): 1, (2, 4): 1, (2, 5): 11, (3, 6): 29, (3, 8): 1, (4, 7): 53, (4, 8): 1, (5, 8): 1, (5, 9): 11, (6, 7): 1, (7, 9): 7}",24.080276489257812,20.0,10.0,40.0
8.0,Graph with 10 nodes and 20 edges,"[[0, 1, 0, 1, 0, 1, 1, 0, 1, 0], [1, 0, 0, 1, 0, 1, 0, 0, 1, 1], [0, 0, 0, 1, 1, 1, 0, 0, 0, 0], [1, 1, 1, 0, 0, 0, 1, 0, 1, 0], [0, 0, 1, 0, 0, 0, 0, 1, 1, 0], [1, 1, 1, 0, 0, 0, 0, 0, 1, 1], [1, 0, 0, 1, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 1, 0, 1, 0, 0, 1], [1, 1, 0, 1, 1, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0, 1, 0, 0]]",24.0,2.0,Y,"{0: 26, 1: 28, 2: 30, 3: 32, 4: 34, 5: 36, 6: 38, 7: 40, 8: 42, 9: 24}",Y,"{0: 26, 1: 28, 2: 30, 3: 32, 4: 34, 5: 36, 6: 38, 7: 40, 8: 42, 9: 24}","{(0, 1): 6, (0, 3): 1, (0, 5): 13, (0, 6): 1, (0, 8): 5, (1, 3): 1, (1, 5): 9, (1, 8): 3, (1, 9): 9, (2, 3): 1, (2, 4): 28, (2, 5): 1, (3, 6): 1, (3, 8): 28, (4, 7): 1, (4, 8): 5, (5, 8): 1, (5, 9): 12, (6, 7): 36, (7, 9): 3}",29.087066650390625,20.0,10.0,40.0
9.0,Graph with 10 nodes and 20 edges,"[[0, 0, 0, 0, 1, 1, 1, 0, 1, 1], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 1, 0, 1, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1, 1], [1, 0, 1, 0, 0, 0, 0, 1, 1, 1], [1, 0, 1, 0, 0, 0, 0, 1, 1, 0], [1, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 1, 1, 1, 0, 0, 1], [1, 0, 1, 1, 1, 1, 0, 0, 0, 1], [1, 0, 0, 1, 1, 0, 0, 1, 1, 0]]",9.0,8.0,Y,"{0: 73, 1: 17, 2: 25, 3: 9, 4: 33, 5: 41, 6: 49, 7: 57, 8: 81, 9: 65}",Y,"{0: 73, 1: 17, 2: 25, 3: 9, 4: 33, 5: 41, 6: 49, 7: 57, 8: 81, 9: 65}","{(0, 4): 1, (0, 5): 34, (0, 6): 26, (0, 8): 11, (0, 9): 1, (1, 2): 17, (2, 4): 1, (2, 5): 5, (2, 7): 1, (2, 8): 1, (3, 8): 8, (3, 9): 1, (4, 7): 1, (4, 8): 29, (4, 9): 1, (5, 7): 1, (5, 8): 1, (6, 7): 23, (7, 9): 31, (8, 9): 31}",838.9949798583984,20.0,10.0,40.0
11.0,Graph with 10 nodes and 24 edges,"[[0, 1, 1, 0, 0, 0, 1, 0, 0, 0], [1, 0, 0, 1, 0, 1, 0, 1, 1, 1], [1, 0, 0, 1, 0, 1, 0, 1, 0, 1], [0, 1, 1, 0, 1, 0, 0, 1, 0, 1], [0, 0, 0, 1, 0, 0, 0, 1, 1, 0], [0, 1, 1, 0, 0, 0, 1, 0, 1, 0], [1, 0, 0, 0, 0, 1, 0, 1, 1, 1], [0, 1, 1, 1, 1, 0, 1, 0, 0, 1], [0, 1, 0, 0, 1, 1, 1, 0, 0, 1], [0, 1, 1, 1, 0, 0, 1, 1, 1, 0]]",4.0,2.0,Y,"{0: 4, 1: 6, 2: 22, 3: 20, 4: 18, 5: 16, 6: 14, 7: 12, 8: 10, 9: 8}",Y,"{0: 4, 1: 6, 2: 22, 3: 20, 4: 18, 5: 16, 6: 14, 7: 12, 8: 10, 9: 8}","{(0, 1): 1, (0, 2): 1, (0, 6): 2, (1, 3): 1, (1, 5): 1, (1, 7): 1, (1, 8): 1, (1, 9): 1, (2, 3): 1, (2, 5): 11, (2, 7): 6, (2, 9): 3, (3, 4): 16, (3, 7): 1, (3, 9): 1, (4, 7): 1, (4, 8): 1, (5, 6): 3, (5, 8): 1, (6, 7): 2, (6, 8): 6, (6, 9): 1, (7, 9): 1, (8, 9): 1}",37.90855407714844,24.0,10.0,48.0
11.0,Graph with 10 nodes and 24 edges,"[[0, 1, 1, 0, 0, 0, 1, 0, 0, 0], [1, 0, 0, 1, 0, 1, 0, 1, 1, 1], [1, 0, 0, 1, 0, 1, 0, 1, 0, 1], [0, 1, 1, 0, 1, 0, 0, 1, 0, 1], [0, 0, 0, 1, 0, 0, 0, 1, 1, 0], [0, 1, 1, 0, 0, 0, 1, 0, 1, 0], [1, 0, 0, 0, 0, 1, 0, 1, 1, 1], [0, 1, 1, 1, 1, 0, 1, 0, 0, 1], [0, 1, 0, 0, 1, 1, 1, 0, 0, 1], [0, 1, 1, 1, 0, 0, 1, 1, 1, 0]]",29.0,4.0,Y,"{0: 29, 1: 65, 2: 61, 3: 57, 4: 53, 5: 49, 6: 45, 7: 41, 8: 37, 9: 33}",Y,"{0: 29, 1: 65, 2: 61, 3: 57, 4: 53, 5: 49, 6: 45, 7: 41, 8: 37, 9: 33}","{(0, 1): 1, (0, 2): 27, (0, 6): 1, (1, 3): 50, (1, 5): 1, (1, 7): 11, (1, 8): 1, (1, 9): 1, (2, 3): 4, (2, 5): 1, (2, 7): 1, (2, 9): 28, (3, 4): 1, (3, 7): 1, (3, 9): 1, (4, 7): 26, (4, 8): 26, (5, 6): 40, (5, 8): 7, (6, 7): 1, (6, 8): 2, (6, 9): 1, (7, 9): 1, (8, 9): 1}",1118.8983917236328,24.0,10.0,48.0
12.0,Graph with 10 nodes and 25 edges,"[[0, 1, 0, 0, 1, 0, 1, 0, 1, 0], [1, 0, 1, 0, 1, 1, 1, 0, 1, 0], [0, 1, 0, 1, 0, 0, 0, 1, 1, 1], [0, 0, 1, 0, 1, 0, 1, 0, 1, 0], [1, 1, 0, 1, 0, 0, 0, 0, 0, 1], [0, 1, 0, 0, 0, 0, 1, 1, 1, 1], [1, 1, 0, 1, 0, 1, 0, 1, 1, 0], [0, 0, 1, 0, 0, 1, 1, 0, 0, 1], [1, 1, 1, 1, 0, 1, 1, 0, 0, 1], [0, 0, 1, 0, 1, 1, 0, 1, 1, 0]]",8.0,6.0,Y,"{0: 44, 1: 14, 2: 8, 3: 32, 4: 62, 5: 26, 6: 20, 7: 50, 8: 38, 9: 56}",Y,"{0: 44, 1: 14, 2: 8, 3: 32, 4: 62, 5: 26, 6: 20, 7: 50, 8: 38, 9: 56}","{(0, 1): 1, (0, 4): 41, (0, 6): 1, (0, 8): 1, (1, 2): 1, (1, 4): 9, (1, 5): 1, (1, 6): 1, (1, 8): 1, (2, 3): 4, (2, 7): 1, (2, 8): 1, (2, 9): 1, (3, 4): 1, (3, 6): 1, (3, 8): 26, (4, 9): 11, (5, 6): 13, (5, 7): 10, (5, 8): 1, (5, 9): 1, (6, 7): 1, (6, 8): 3, (7, 9): 38, (8, 9): 5}",1177.072525024414,25.0,10.0,50.0
12.0,Graph with 10 nodes and 25 edges,"[[0, 1, 0, 0, 1, 0, 1, 0, 1, 0], [1, 0, 1, 0, 1, 1, 1, 0, 1, 0], [0, 1, 0, 1, 0, 0, 0, 1, 1, 1], [0, 0, 1, 0, 1, 0, 1, 0, 1, 0], [1, 1, 0, 1, 0, 0, 0, 0, 0, 1], [0, 1, 0, 0, 0, 0, 1, 1, 1, 1], [1, 1, 0, 1, 0, 1, 0, 1, 1, 0], [0, 0, 1, 0, 0, 1, 1, 0, 0, 1], [1, 1, 1, 1, 0, 1, 1, 0, 0, 1], [0, 0, 1, 0, 1, 1, 0, 1, 1, 0]]",20.0,4.0,Y,"{0: 56, 1: 52, 2: 48, 3: 44, 4: 40, 5: 36, 6: 32, 7: 28, 8: 24, 9: 20}",Y,"{0: 56, 1: 52, 2: 48, 3: 44, 4: 40, 5: 36, 6: 32, 7: 28, 8: 24, 9: 20}","{(0, 1): 1, (0, 4): 10, (0, 6): 27, (0, 8): 18, (1, 2): 1, (1, 4): 28, (1, 5): 20, (1, 6): 1, (1, 8): 1, (2, 3): 41, (2, 7): 1, (2, 8): 1, (2, 9): 4, (3, 4): 1, (3, 6): 1, (3, 8): 1, (4, 9): 1, (5, 6): 1, (5, 7): 13, (5, 8): 1, (5, 9): 1, (6, 7): 1, (6, 8): 1, (7, 9): 13, (8, 9): 1}",450.8495330810547,25.0,10.0,50.0
13.0,Graph with 10 nodes and 23 edges,"[[0, 1, 1, 0, 0, 0, 1, 1, 0, 0], [1, 0, 1, 1, 0, 0, 1, 1, 1, 1], [1, 1, 0, 0, 0, 1, 1, 0, 0, 1], [0, 1, 0, 0, 1, 1, 1, 0, 0, 1], [0, 0, 0, 1, 0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 0, 0, 0, 0, 0, 1], [1, 1, 1, 1, 0, 0, 0, 1, 1, 0], [1, 1, 0, 0, 0, 0, 1, 0, 1, 1], [0, 1, 0, 0, 0, 0, 1, 1, 0, 0], [0, 1, 1, 1, 1, 1, 0, 1, 0, 0]]",9.0,2.0,Y,"{0: 15, 1: 27, 2: 25, 3: 19, 4: 11, 5: 17, 6: 23, 7: 13, 8: 9, 9: 21}",Y,"{0: 15, 1: 27, 2: 25, 3: 19, 4: 11, 5: 17, 6: 23, 7: 13, 8: 9, 9: 21}","{(0, 1): 10, (0, 2): 1, (0, 6): 1, (0, 7): 3, (1, 2): 1, (1, 3): 5, (1, 6): 8, (1, 7): 1, (1, 8): 1, (1, 9): 1, (2, 5): 15, (2, 6): 1, (2, 9): 7, (3, 4): 1, (3, 5): 1, (3, 6): 11, (3, 9): 1, (4, 9): 10, (5, 9): 1, (6, 7): 1, (6, 8): 1, (7, 8): 7, (7, 9): 1}",1156.0916900634766,23.0,10.0,46.0
13.0,Graph with 10 nodes and 23 edges,"[[0, 1, 1, 0, 0, 0, 1, 1, 0, 0], [1, 0, 1, 1, 0, 0, 1, 1, 1, 1], [1, 1, 0, 0, 0, 1, 1, 0, 0, 1], [0, 1, 0, 0, 1, 1, 1, 0, 0, 1], [0, 0, 0, 1, 0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 0, 0, 0, 0, 0, 1], [1, 1, 1, 1, 0, 0, 0, 1, 1, 0], [1, 1, 0, 0, 0, 0, 1, 0, 1, 1], [0, 1, 0, 0, 0, 0, 1, 1, 0, 0], [0, 1, 1, 1, 1, 1, 0, 1, 0, 0]]",12.0,8.0,Y,"{0: 52, 1: 68, 2: 36, 3: 28, 4: 44, 5: 20, 6: 60, 7: 12, 8: 76, 9: 84}",Y,"{0: 52, 1: 68, 2: 36, 3: 28, 4: 44, 5: 20, 6: 60, 7: 12, 8: 76, 9: 84}","{(0, 1): 1, (0, 2): 1, (0, 6): 43, (0, 7): 7, (1, 2): 1, (1, 3): 1, (1, 6): 1, (1, 7): 1, (1, 8): 62, (1, 9): 1, (2, 5): 1, (2, 6): 1, (2, 9): 32, (3, 4): 2, (3, 5): 18, (3, 6): 1, (3, 9): 6, (4, 9): 42, (5, 9): 1, (6, 7): 1, (6, 8): 13, (7, 8): 1, (7, 9): 2}",396.96693420410156,23.0,10.0,46.0
14.0,Graph with 10 nodes and 26 edges,"[[0, 1, 1, 0, 1, 0, 0, 1, 0, 0], [1, 0, 1, 1, 0, 1, 1, 1, 0, 1], [1, 1, 0, 0, 1, 1, 1, 1, 0, 0], [0, 1, 0, 0, 1, 0, 1, 1, 1, 0], [1, 0, 1, 1, 0, 0, 1, 1, 0, 1], [0, 1, 1, 0, 0, 0, 0, 1, 0, 1], [0, 1, 1, 1, 1, 0, 0, 0, 1, 0], [1, 1, 1, 1, 1, 1, 0, 0, 1, 1], [0, 0, 0, 1, 0, 0, 1, 1, 0, 0], [0, 1, 0, 0, 1, 1, 0, 1, 0, 0]]",6.0,6.0,Y,"{0: 48, 1: 18, 2: 12, 3: 36, 4: 60, 5: 54, 6: 24, 7: 42, 8: 30, 9: 6}",Y,"{0: 48, 1: 18, 2: 12, 3: 36, 4: 60, 5: 54, 6: 24, 7: 42, 8: 30, 9: 6}","{(0, 1): 3, (0, 2): 2, (0, 4): 42, (0, 7): 1, (1, 2): 1, (1, 3): 1, (1, 5): 10, (1, 6): 1, (1, 7): 1, (1, 9): 1, (2, 4): 1, (2, 5): 6, (2, 6): 1, (2, 7): 1, (3, 4): 12, (3, 6): 6, (3, 7): 1, (3, 8): 16, (4, 6): 3, (4, 7): 1, (4, 9): 1, (5, 7): 35, (5, 9): 3, (6, 8): 13, (7, 8): 1, (7, 9): 1}",72.00241088867188,26.0,10.0,52.0
