graph_index,Graph,Adjacency_list,a,d,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime
8.0,Graph with 14 nodes and 46 edges,"[[0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1], [1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0], [1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1], [1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1], [1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1], [0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1], [0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1], [1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0], [1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0], [1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0], [1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0]]",3.0,8.0,Y,"{0: 99, 1: 59, 2: 11, 3: 67, 4: 75, 5: 83, 6: 91, 7: 27, 8: 51, 9: 35, 10: 3, 11: 107, 12: 43, 13: 19}","{(0, 1): 1, (0, 3): 1, (0, 4): 7, (0, 5): 43, (0, 6): 23, (0, 9): 1, (0, 11): 20, (0, 12): 1, (0, 13): 1, (1, 3): 50, (1, 4): 1, (1, 7): 1, (1, 8): 1, (1, 11): 1, (1, 13): 3, (2, 7): 10, (2, 8): 1, (3, 4): 1, (3, 6): 1, (3, 7): 1, (3, 8): 1, (3, 11): 1, (3, 12): 1, (3, 13): 9, (4, 6): 63, (4, 7): 1, (4, 8): 1, (5, 8): 1, (5, 12): 38, (5, 13): 1, (6, 8): 1, (6, 11): 1, (6, 13): 1, (7, 8): 1, (7, 9): 1, (7, 11): 11, (7, 13): 1, (8, 9): 1, (8, 11): 41, (8, 12): 1, (8, 13): 1, (9, 11): 30, (9, 12): 1, (9, 13): 1, (10, 11): 2, (10, 12): 1}",2435.9999999887805
8.0,Graph with 14 nodes and 46 edges,"[[0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1], [1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0], [1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1], [1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1], [1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1], [0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1], [0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1], [1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0], [1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0], [1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0], [1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0]]",4.0,7.0,Y,"{0: 11, 1: 95, 2: 4, 3: 88, 4: 81, 5: 74, 6: 67, 7: 60, 8: 53, 9: 46, 10: 32, 11: 39, 12: 25, 13: 18}","{(0, 1): 1, (0, 3): 1, (0, 4): 1, (0, 5): 3, (0, 6): 1, (0, 9): 1, (0, 11): 1, (0, 12): 1, (0, 13): 1, (1, 3): 10, (1, 4): 76, (1, 7): 4, (1, 8): 1, (1, 11): 1, (1, 13): 1, (2, 7): 3, (2, 8): 1, (3, 4): 1, (3, 6): 61, (3, 7): 7, (3, 8): 4, (3, 11): 1, (3, 12): 1, (3, 13): 1, (4, 6): 1, (4, 7): 1, (4, 8): 1, (5, 8): 40, (5, 12): 20, (5, 13): 11, (6, 8): 1, (6, 11): 2, (6, 13): 1, (7, 8): 1, (7, 9): 41, (7, 11): 1, (7, 13): 1, (8, 9): 1, (8, 11): 1, (8, 12): 1, (8, 13): 1, (9, 11): 1, (9, 12): 1, (9, 13): 1, (10, 11): 31, (10, 12): 1}",2405.0000000102045
9.0,Graph with 14 nodes and 42 edges,"[[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1], [1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0], [1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0], [0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0], [1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0], [0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1], [0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1], [0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1], [0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1], [0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]]",3.0,2.0,Y,"{0: 7, 1: 3, 2: 13, 3: 29, 4: 21, 5: 5, 6: 9, 7: 15, 8: 27, 9: 23, 10: 19, 11: 17, 12: 25, 13: 11}","{(0, 3): 5, (0, 4): 1, (0, 8): 1, (1, 3): 1, (1, 6): 1, (1, 8): 1, (2, 3): 7, (2, 4): 1, (2, 6): 1, (2, 7): 1, (2, 10): 1, (2, 12): 1, (2, 13): 1, (3, 4): 1, (3, 6): 6, (3, 7): 1, (3, 8): 1, (3, 9): 1, (3, 11): 5, (3, 12): 1, (4, 7): 10, (4, 8): 7, (4, 10): 1, (5, 7): 1, (5, 10): 1, (5, 12): 3, (6, 9): 1, (7, 11): 1, (7, 12): 1, (8, 9): 1, (8, 10): 1, (8, 11): 1, (8, 12): 14, (9, 10): 13, (9, 11): 4, (9, 12): 1, (9, 13): 2, (10, 11): 1, (10, 13): 1, (11, 12): 1, (11, 13): 4, (12, 13): 3}",2402.000000017779
9.0,Graph with 14 nodes and 42 edges,"[[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1], [1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0], [1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0], [0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0], [1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0], [0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1], [0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1], [0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1], [0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1], [0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]]",3.0,6.0,Y,"{0: 15, 1: 3, 2: 69, 3: 81, 4: 21, 5: 9, 6: 27, 7: 45, 8: 39, 9: 75, 10: 51, 11: 63, 12: 57, 13: 33}","{(0, 3): 13, (0, 4): 1, (0, 8): 1, (1, 3): 1, (1, 6): 1, (1, 8): 1, (2, 3): 3, (2, 4): 1, (2, 6): 1, (2, 7): 1, (2, 10): 22, (2, 12): 40, (2, 13): 1, (3, 4): 16, (3, 6): 24, (3, 7): 1, (3, 8): 1, (3, 9): 20, (3, 11): 1, (3, 12): 1, (4, 7): 1, (4, 8): 1, (4, 10): 1, (5, 7): 7, (5, 10): 1, (5, 12): 1, (6, 9): 1, (7, 11): 34, (7, 12): 1, (8, 9): 22, (8, 10): 1, (8, 11): 1, (8, 12): 11, (9, 10): 1, (9, 11): 1, (9, 12): 1, (9, 13): 29, (10, 11): 24, (10, 13): 1, (11, 12): 1, (11, 13): 1, (12, 13): 1}",3305.0000000116597
9.0,Graph with 14 nodes and 42 edges,"[[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1], [1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0], [1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0], [0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0], [1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0], [0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1], [0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1], [0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1], [0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1], [0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]]",4.0,5.0,Y,"{0: 9, 1: 4, 2: 54, 3: 69, 4: 39, 5: 19, 6: 14, 7: 29, 8: 64, 9: 59, 10: 44, 11: 24, 12: 49, 13: 34}","{(0, 3): 7, (0, 4): 1, (0, 8): 1, (1, 3): 2, (1, 6): 1, (1, 8): 1, (2, 3): 1, (2, 4): 1, (2, 6): 1, (2, 7): 1, (2, 10): 15, (2, 12): 30, (2, 13): 4, (3, 4): 34, (3, 6): 1, (3, 7): 8, (3, 8): 1, (3, 9): 1, (3, 11): 1, (3, 12): 13, (4, 7): 1, (4, 8): 1, (4, 10): 1, (5, 7): 17, (5, 10): 1, (5, 12): 1, (6, 9): 11, (7, 11): 1, (7, 12): 1, (8, 9): 40, (8, 10): 1, (8, 11): 18, (8, 12): 1, (9, 10): 1, (9, 11): 1, (9, 12): 1, (9, 13): 4, (10, 11): 1, (10, 13): 23, (11, 12): 1, (11, 13): 1, (12, 13): 1}",2515.0000000166983
12.0,Graph with 14 nodes and 49 edges,"[[0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0], [1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1], [1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0], [1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1], [0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0], [1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1], [1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0], [1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1], [0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1], [1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1], [0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0], [0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0]]",4.0,4.0,Y,"{0: 8, 1: 12, 2: 56, 3: 52, 4: 48, 5: 4, 6: 44, 7: 40, 8: 36, 9: 32, 10: 28, 11: 24, 12: 20, 13: 16}","{(0, 1): 1, (0, 2): 2, (0, 3): 1, (0, 6): 1, (0, 7): 1, (0, 8): 1, (0, 11): 1, (1, 2): 3, (1, 3): 1, (1, 5): 1, (1, 6): 1, (1, 7): 1, (1, 10): 1, (1, 11): 1, (1, 12): 1, (1, 13): 1, (2, 6): 36, (2, 10): 3, (2, 12): 12, (3, 4): 31, (3, 5): 1, (3, 6): 1, (3, 7): 15, (3, 8): 1, (3, 12): 1, (4, 6): 1, (4, 8): 1, (4, 11): 13, (4, 12): 1, (4, 13): 1, (5, 8): 1, (5, 9): 1, (6, 8): 1, (6, 11): 1, (6, 12): 1, (6, 13): 1, (7, 8): 22, (7, 10): 1, (8, 10): 1, (8, 11): 6, (8, 12): 1, (8, 13): 1, (9, 10): 20, (9, 12): 1, (9, 13): 10, (10, 12): 1, (10, 13): 1, (11, 12): 1, (11, 13): 1}",2318.0000000024847
12.0,Graph with 14 nodes and 49 edges,"[[0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0], [1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1], [1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0], [1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1], [0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0], [1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1], [1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0], [1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1], [0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1], [1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1], [0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0], [0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0]]",4.0,5.0,Y,"{0: 9, 1: 14, 2: 69, 3: 64, 4: 59, 5: 4, 6: 54, 7: 49, 8: 44, 9: 39, 10: 34, 11: 29, 12: 24, 13: 19}","{(0, 1): 1, (0, 2): 1, (0, 3): 1, (0, 6): 1, (0, 7): 1, (0, 8): 3, (0, 11): 1, (1, 2): 1, (1, 3): 1, (1, 5): 1, (1, 6): 1, (1, 7): 1, (1, 10): 1, (1, 11): 5, (1, 12): 1, (1, 13): 1, (2, 6): 46, (2, 10): 5, (2, 12): 16, (3, 4): 13, (3, 5): 1, (3, 6): 1, (3, 7): 45, (3, 8): 1, (3, 12): 1, (4, 6): 1, (4, 8): 28, (4, 11): 14, (4, 12): 1, (4, 13): 1, (5, 8): 1, (5, 9): 1, (6, 8): 1, (6, 11): 1, (6, 12): 1, (6, 13): 1, (7, 8): 1, (7, 10): 1, (8, 10): 1, (8, 11): 5, (8, 12): 1, (8, 13): 1, (9, 10): 24, (9, 12): 1, (9, 13): 13, (10, 12): 1, (10, 13): 1, (11, 12): 1, (11, 13): 1}",2676.999999948748
12.0,Graph with 14 nodes and 49 edges,"[[0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0], [1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1], [1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0], [1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1], [0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0], [1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1], [1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0], [1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1], [0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1], [1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1], [0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0], [0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0]]",4.0,9.0,Y,"{0: 13, 1: 121, 2: 112, 3: 103, 4: 94, 5: 4, 6: 85, 7: 76, 8: 67, 9: 58, 10: 49, 11: 40, 12: 31, 13: 22}","{(0, 1): 1, (0, 2): 1, (0, 3): 1, (0, 6): 1, (0, 7): 1, (0, 8): 7, (0, 11): 1, (1, 2): 32, (1, 3): 1, (1, 5): 1, (1, 6): 1, (1, 7): 64, (1, 10): 18, (1, 11): 1, (1, 12): 1, (1, 13): 1, (2, 6): 77, (2, 10): 1, (2, 12): 1, (3, 4): 83, (3, 5): 1, (3, 6): 1, (3, 7): 1, (3, 8): 13, (3, 12): 1, (4, 6): 1, (4, 8): 6, (4, 11): 1, (4, 12): 1, (4, 13): 1, (5, 8): 1, (5, 9): 1, (6, 8): 1, (6, 11): 1, (6, 12): 1, (6, 13): 1, (7, 8): 1, (7, 10): 9, (8, 10): 1, (8, 11): 34, (8, 12): 1, (8, 13): 1, (9, 10): 18, (9, 12): 23, (9, 13): 16, (10, 12): 1, (10, 13): 1, (11, 12): 1, (11, 13): 1}",2348.9999999810607
13.0,Graph with 14 nodes and 49 edges,"[[0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1], [1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0], [1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1], [0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1], [1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0], [0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0], [1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1], [0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1], [1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1], [1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1], [1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0]]",2.0,3.0,Y,"{0: 8, 1: 11, 2: 41, 3: 38, 4: 35, 5: 32, 6: 29, 7: 2, 8: 26, 9: 23, 10: 20, 11: 5, 12: 17, 13: 14}","{(0, 1): 1, (0, 3): 1, (0, 5): 1, (0, 8): 1, (0, 9): 1, (0, 11): 1, (0, 12): 1, (0, 13): 1, (1, 2): 1, (1, 3): 3, (1, 4): 1, (1, 5): 1, (1, 6): 1, (1, 7): 1, (1, 9): 1, (1, 10): 1, (2, 3): 7, (2, 4): 26, (2, 6): 4, (2, 10): 1, (2, 12): 1, (3, 4): 3, (3, 6): 1, (3, 8): 1, (3, 9): 1, (3, 10): 1, (3, 12): 11, (3, 13): 8, (4, 5): 1, (4, 8): 1, (4, 9): 1, (4, 13): 1, (5, 6): 14, (5, 10): 13, (5, 11): 1, (5, 12): 1, (6, 8): 6, (6, 10): 1, (6, 11): 1, (6, 12): 1, (7, 11): 1, (8, 9): 16, (8, 10): 1, (9, 10): 1, (9, 12): 1, (9, 13): 1, (10, 13): 1, (11, 13): 1, (12, 13): 1}",1866.0000000068067
13.0,Graph with 14 nodes and 49 edges,"[[0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1], [1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0], [1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1], [0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1], [1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0], [0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0], [1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1], [0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1], [1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1], [1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1], [1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0]]",2.0,5.0,Y,"{0: 12, 1: 67, 2: 7, 3: 62, 4: 57, 5: 52, 6: 47, 7: 2, 8: 42, 9: 37, 10: 32, 11: 27, 12: 22, 13: 17}","{(0, 1): 1, (0, 3): 5, (0, 5): 1, (0, 8): 1, (0, 9): 1, (0, 11): 1, (0, 12): 1, (0, 13): 1, (1, 2): 1, (1, 3): 23, (1, 4): 1, (1, 5): 1, (1, 6): 7, (1, 7): 1, (1, 9): 30, (1, 10): 1, (2, 3): 2, (2, 4): 1, (2, 6): 1, (2, 10): 1, (2, 12): 1, (3, 4): 1, (3, 6): 1, (3, 8): 1, (3, 9): 1, (3, 10): 1, (3, 12): 16, (3, 13): 11, (4, 5): 24, (4, 8): 28, (4, 9): 1, (4, 13): 1, (5, 6): 1, (5, 10): 1, (5, 11): 23, (5, 12): 1, (6, 8): 10, (6, 10): 24, (6, 11): 1, (6, 12): 1, (7, 11): 1, (8, 9): 1, (8, 10): 1, (9, 10): 1, (9, 12): 1, (9, 13): 1, (10, 13): 1, (11, 13): 1, (12, 13): 1}",2440.000000035525
13.0,Graph with 14 nodes and 49 edges,"[[0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1], [1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0], [1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1], [0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1], [1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0], [0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0], [1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1], [0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1], [1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1], [1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1], [1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0]]",2.0,8.0,Y,"{0: 10, 1: 106, 2: 98, 3: 90, 4: 82, 5: 74, 6: 66, 7: 2, 8: 58, 9: 50, 10: 42, 11: 34, 12: 26, 13: 18}","{(0, 1): 1, (0, 3): 3, (0, 5): 1, (0, 8): 1, (0, 9): 1, (0, 11): 1, (0, 12): 1, (0, 13): 1, (1, 2): 35, (1, 3): 1, (1, 4): 24, (1, 5): 39, (1, 6): 1, (1, 7): 1, (1, 9): 3, (1, 10): 1, (2, 3): 1, (2, 4): 1, (2, 6): 59, (2, 10): 1, (2, 12): 1, (3, 4): 1, (3, 6): 1, (3, 8): 1, (3, 9): 28, (3, 10): 22, (3, 12): 20, (3, 13): 12, (4, 5): 1, (4, 8): 53, (4, 9): 1, (4, 13): 1, (5, 6): 1, (5, 10): 1, (5, 11): 30, (5, 12): 1, (6, 8): 1, (6, 10): 1, (6, 11): 1, (6, 12): 1, (7, 11): 1, (8, 9): 1, (8, 10): 1, (9, 10): 14, (9, 12): 1, (9, 13): 1, (10, 13): 1, (11, 13): 1, (12, 13): 1}",2346.99999998611
13.0,Graph with 14 nodes and 49 edges,"[[0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1], [1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0], [1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1], [0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1], [1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0], [0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0], [1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1], [0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1], [1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1], [1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1], [1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0]]",3.0,3.0,Y,"{0: 9, 1: 42, 2: 6, 3: 12, 4: 39, 5: 36, 6: 33, 7: 3, 8: 30, 9: 27, 10: 24, 11: 21, 12: 18, 13: 15}","{(0, 1): 1, (0, 3): 2, (0, 5): 1, (0, 8): 1, (0, 9): 1, (0, 11): 1, (0, 12): 1, (0, 13): 1, (1, 2): 1, (1, 3): 1, (1, 4): 10, (1, 5): 1, (1, 6): 24, (1, 7): 1, (1, 9): 1, (1, 10): 1, (2, 3): 1, (2, 4): 1, (2, 6): 1, (2, 10): 1, (2, 12): 1, (3, 4): 1, (3, 6): 2, (3, 8): 1, (3, 9): 1, (3, 10): 1, (3, 12): 1, (3, 13): 1, (4, 5): 1, (4, 8): 23, (4, 9): 1, (4, 13): 1, (5, 6): 1, (5, 10): 15, (5, 11): 16, (5, 12): 1, (6, 8): 1, (6, 10): 1, (6, 11): 1, (6, 12): 1, (7, 11): 2, (8, 9): 1, (8, 10): 2, (9, 10): 1, (9, 12): 12, (9, 13): 9, (10, 13): 1, (11, 13): 1, (12, 13): 1}",2310.000000022683
