graph_index,Graph,Adjacency_list,a,d,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime
5.0,Graph with 10 nodes and 24 edges,"[[0, 1, 1, 1, 0, 1, 0, 0, 1, 0], [1, 0, 1, 0, 1, 1, 1, 0, 0, 0], [1, 1, 0, 0, 1, 0, 1, 1, 1, 0], [1, 0, 0, 0, 1, 1, 1, 1, 1, 0], [0, 1, 1, 1, 0, 0, 0, 1, 1, 1], [1, 1, 0, 1, 0, 0, 0, 0, 1, 0], [0, 1, 1, 1, 0, 0, 0, 1, 0, 0], [0, 0, 1, 1, 1, 0, 1, 0, 1, 0], [1, 0, 1, 1, 1, 1, 0, 1, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0]]",4.0,1.0,Y,"{0: 5, 1: 13, 2: 6, 3: 12, 4: 9, 5: 11, 6: 10, 7: 8, 8: 7, 9: 4}","{(0, 1): 1, (0, 2): 1, (0, 3): 1, (0, 5): 1, (0, 8): 1, (1, 2): 1, (1, 4): 1, (1, 5): 3, (1, 6): 6, (2, 4): 1, (2, 6): 1, (2, 7): 1, (2, 8): 1, (3, 4): 1, (3, 5): 4, (3, 6): 1, (3, 7): 3, (3, 8): 1, (4, 7): 1, (4, 8): 1, (4, 9): 4, (5, 8): 2, (6, 7): 1, (7, 8): 1}",1649.999999997931
6.0,Graph with 10 nodes and 20 edges,"[[0, 1, 0, 0, 0, 0, 1, 1, 0, 1], [1, 0, 0, 0, 1, 0, 1, 0, 1, 0], [0, 0, 0, 0, 1, 0, 1, 1, 1, 0], [0, 0, 0, 0, 1, 0, 1, 0, 0, 1], [0, 1, 1, 1, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 1, 0, 0, 0], [1, 1, 1, 1, 0, 1, 0, 1, 1, 1], [1, 0, 1, 0, 0, 0, 1, 0, 1, 0], [0, 1, 1, 0, 0, 0, 1, 1, 0, 0], [1, 0, 0, 1, 0, 0, 1, 0, 0, 0]]",3.0,7.0,Y,"{0: 59, 1: 52, 2: 31, 3: 17, 4: 38, 5: 10, 6: 66, 7: 45, 8: 24, 9: 3}","{(0, 1): 1, (0, 6): 15, (0, 7): 41, (0, 9): 1, (1, 4): 1, (1, 6): 29, (1, 8): 21, (2, 4): 21, (2, 6): 8, (2, 7): 1, (2, 8): 1, (3, 4): 15, (3, 6): 1, (3, 9): 1, (4, 5): 1, (5, 6): 9, (6, 7): 1, (6, 8): 1, (6, 9): 1, (7, 8): 1}",1750.9999999987258
6.0,Graph with 10 nodes and 20 edges,"[[0, 1, 0, 0, 0, 0, 1, 1, 0, 1], [1, 0, 0, 0, 1, 0, 1, 0, 1, 0], [0, 0, 0, 0, 1, 0, 1, 1, 1, 0], [0, 0, 0, 0, 1, 0, 1, 0, 0, 1], [0, 1, 1, 1, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 1, 0, 0, 0], [1, 1, 1, 1, 0, 1, 0, 1, 1, 1], [1, 0, 1, 0, 0, 0, 1, 0, 1, 0], [0, 1, 1, 0, 0, 0, 1, 1, 0, 0], [1, 0, 0, 1, 0, 0, 1, 0, 0, 0]]",4.0,4.0,Y,"{0: 8, 1: 12, 2: 16, 3: 20, 4: 24, 5: 28, 6: 32, 7: 36, 8: 40, 9: 4}","{(0, 1): 1, (0, 6): 1, (0, 7): 4, (0, 9): 2, (1, 4): 1, (1, 6): 1, (1, 8): 9, (2, 4): 2, (2, 6): 1, (2, 7): 7, (2, 8): 6, (3, 4): 1, (3, 6): 18, (3, 9): 1, (4, 5): 20, (5, 6): 8, (6, 7): 1, (6, 8): 1, (6, 9): 1, (7, 8): 24}",2335.0000000021964
7.0,Graph with 10 nodes and 22 edges,"[[0, 1, 1, 0, 0, 1, 1, 1, 0, 0], [1, 0, 1, 0, 1, 0, 0, 0, 0, 1], [1, 1, 0, 1, 0, 1, 1, 0, 1, 1], [0, 0, 1, 0, 0, 1, 1, 0, 0, 1], [0, 1, 0, 0, 0, 1, 1, 0, 0, 0], [1, 0, 1, 1, 1, 0, 1, 1, 0, 1], [1, 0, 1, 1, 1, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0, 0, 1, 0, 0], [0, 1, 1, 1, 0, 1, 0, 0, 0, 0]]",3.0,1.0,Y,"{0: 5, 1: 4, 2: 7, 3: 12, 4: 3, 5: 11, 6: 10, 7: 9, 8: 8, 9: 6}","{(0, 1): 1, (0, 2): 1, (0, 5): 1, (0, 6): 1, (0, 7): 1, (1, 2): 1, (1, 4): 1, (1, 9): 1, (2, 3): 1, (2, 5): 1, (2, 6): 1, (2, 8): 1, (2, 9): 1, (3, 5): 3, (3, 6): 6, (3, 9): 1, (4, 5): 1, (4, 6): 1, (5, 6): 1, (5, 7): 1, (5, 9): 2, (7, 8): 7}",1590.0000000002024
8.0,Graph with 10 nodes and 22 edges,"[[0, 0, 0, 1, 0, 1, 1, 1, 0, 1], [0, 0, 0, 0, 0, 1, 0, 1, 0, 1], [0, 0, 0, 1, 0, 0, 1, 1, 1, 1], [1, 0, 1, 0, 1, 0, 1, 0, 0, 1], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 1, 1, 0, 1], [1, 0, 1, 1, 0, 1, 0, 0, 1, 0], [1, 1, 1, 0, 0, 1, 0, 0, 1, 1], [0, 0, 1, 0, 0, 0, 1, 1, 0, 0], [1, 1, 1, 1, 0, 1, 0, 1, 0, 0]]",2.0,6.0,Y,"{0: 8, 1: 56, 2: 50, 3: 44, 4: 2, 5: 38, 6: 26, 7: 20, 8: 14, 9: 32}","{(0, 3): 1, (0, 5): 1, (0, 6): 4, (0, 7): 1, (0, 9): 1, (1, 5): 34, (1, 7): 1, (1, 9): 21, (2, 3): 18, (2, 6): 1, (2, 7): 15, (2, 8): 12, (2, 9): 4, (3, 4): 2, (3, 6): 19, (3, 9): 4, (5, 6): 1, (5, 7): 1, (5, 9): 1, (6, 8): 1, (7, 8): 1, (7, 9): 1}",1643.9999999988686
8.0,Graph with 10 nodes and 22 edges,"[[0, 0, 0, 1, 0, 1, 1, 1, 0, 1], [0, 0, 0, 0, 0, 1, 0, 1, 0, 1], [0, 0, 0, 1, 0, 0, 1, 1, 1, 1], [1, 0, 1, 0, 1, 0, 1, 0, 0, 1], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 1, 1, 0, 1], [1, 0, 1, 1, 0, 1, 0, 0, 1, 0], [1, 1, 1, 0, 0, 1, 0, 0, 1, 1], [0, 0, 1, 0, 0, 0, 1, 1, 0, 0], [1, 1, 1, 1, 0, 1, 0, 1, 0, 0]]",3.0,6.0,Y,"{0: 39, 1: 9, 2: 45, 3: 21, 4: 3, 5: 57, 6: 33, 7: 51, 8: 15, 9: 27}","{(0, 3): 1, (0, 5): 8, (0, 6): 1, (0, 7): 28, (0, 9): 1, (1, 5): 7, (1, 7): 1, (1, 9): 1, (2, 3): 15, (2, 6): 22, (2, 7): 1, (2, 8): 6, (2, 9): 1, (3, 4): 3, (3, 6): 1, (3, 9): 1, (5, 6): 1, (5, 7): 19, (5, 9): 22, (6, 8): 8, (7, 8): 1, (7, 9): 1}",1794.000000003848
8.0,Graph with 10 nodes and 22 edges,"[[0, 0, 0, 1, 0, 1, 1, 1, 0, 1], [0, 0, 0, 0, 0, 1, 0, 1, 0, 1], [0, 0, 0, 1, 0, 0, 1, 1, 1, 1], [1, 0, 1, 0, 1, 0, 1, 0, 0, 1], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 1, 1, 0, 1], [1, 0, 1, 1, 0, 1, 0, 0, 1, 0], [1, 1, 1, 0, 0, 1, 0, 0, 1, 1], [0, 0, 1, 0, 0, 0, 1, 1, 0, 0], [1, 1, 1, 1, 0, 1, 0, 1, 0, 0]]",4.0,5.0,Y,"{0: 34, 1: 9, 2: 39, 3: 19, 4: 4, 5: 49, 6: 29, 7: 44, 8: 14, 9: 24}","{(0, 3): 1, (0, 5): 11, (0, 6): 1, (0, 7): 19, (0, 9): 1, (1, 5): 7, (1, 7): 1, (1, 9): 1, (2, 3): 1, (2, 6): 6, (2, 7): 1, (2, 8): 12, (2, 9): 19, (3, 4): 4, (3, 6): 12, (3, 9): 1, (5, 6): 9, (5, 7): 20, (5, 9): 1, (6, 8): 1, (7, 8): 1, (7, 9): 1}",1753.999999998257
10.0,Graph with 10 nodes and 19 edges,"[[0, 1, 0, 1, 0, 0, 0, 0, 0, 0], [1, 0, 1, 1, 0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0, 1, 1, 1, 1], [1, 1, 0, 0, 0, 1, 1, 1, 0, 1], [0, 0, 0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 1, 0, 0, 0, 1, 0, 0], [0, 0, 1, 1, 1, 0, 0, 0, 1, 1], [0, 0, 1, 1, 0, 1, 0, 0, 0, 1], [0, 1, 1, 0, 0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 1, 0, 1, 1, 0, 0]]",2.0,6.0,Y,"{0: 8, 1: 56, 2: 44, 3: 50, 4: 2, 5: 14, 6: 32, 7: 20, 8: 26, 9: 38}","{(0, 1): 7, (0, 3): 1, (1, 2): 3, (1, 3): 45, (1, 8): 1, (2, 6): 5, (2, 7): 3, (2, 8): 1, (2, 9): 32, (3, 5): 1, (3, 6): 1, (3, 7): 1, (3, 9): 1, (4, 6): 1, (4, 9): 1, (5, 7): 13, (6, 8): 24, (6, 9): 1, (7, 9): 3}",1560.0000000048908
10.0,Graph with 10 nodes and 19 edges,"[[0, 1, 0, 1, 0, 0, 0, 0, 0, 0], [1, 0, 1, 1, 0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0, 1, 1, 1, 1], [1, 1, 0, 0, 0, 1, 1, 1, 0, 1], [0, 0, 0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 1, 0, 0, 0, 1, 0, 0], [0, 0, 1, 1, 1, 0, 0, 0, 1, 1], [0, 0, 1, 1, 0, 1, 0, 0, 0, 1], [0, 1, 1, 0, 0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 1, 0, 1, 1, 0, 0]]",2.0,7.0,Y,"{0: 9, 1: 65, 2: 51, 3: 58, 4: 2, 5: 16, 6: 37, 7: 23, 8: 30, 9: 44}","{(0, 1): 8, (0, 3): 1, (1, 2): 3, (1, 3): 53, (1, 8): 1, (2, 6): 6, (2, 7): 3, (2, 8): 1, (2, 9): 37, (3, 5): 1, (3, 6): 1, (3, 7): 1, (3, 9): 1, (4, 6): 1, (4, 9): 1, (5, 7): 15, (6, 8): 28, (6, 9): 1, (7, 9): 3}",1629.0000000012128
11.0,Graph with 10 nodes and 20 edges,"[[0, 0, 1, 1, 0, 0, 1, 1, 0, 0], [0, 0, 0, 1, 1, 1, 0, 0, 0, 0], [1, 0, 0, 1, 0, 1, 0, 0, 1, 0], [1, 1, 1, 0, 0, 1, 1, 0, 1, 0], [0, 1, 0, 0, 0, 1, 0, 0, 0, 1], [0, 1, 1, 1, 1, 0, 1, 1, 0, 0], [1, 0, 0, 1, 0, 1, 0, 0, 1, 0], [1, 0, 0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 1, 1, 0, 0, 1, 1, 0, 1], [0, 0, 0, 0, 1, 0, 0, 0, 1, 0]]",4.0,2.0,Y,"{0: 8, 1: 6, 2: 4, 3: 22, 4: 12, 5: 20, 6: 16, 7: 10, 8: 18, 9: 14}","{(0, 2): 1, (0, 3): 5, (0, 6): 1, (0, 7): 1, (1, 3): 1, (1, 4): 1, (1, 5): 4, (2, 3): 1, (2, 5): 1, (2, 8): 1, (3, 5): 1, (3, 6): 13, (3, 8): 1, (4, 5): 8, (4, 9): 3, (5, 6): 1, (5, 7): 5, (6, 8): 1, (7, 8): 4, (8, 9): 11}",1725.000000007526
12.0,Graph with 10 nodes and 17 edges,"[[0, 1, 0, 0, 1, 1, 0, 0, 0, 1], [1, 0, 0, 1, 1, 0, 0, 0, 1, 0], [0, 0, 0, 1, 1, 0, 0, 0, 1, 0], [0, 1, 1, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 0, 1, 1, 0, 1, 0], [1, 0, 0, 0, 1, 0, 0, 1, 1, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 1], [0, 1, 1, 0, 1, 1, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 1, 1, 0]]",2.0,2.0,Y,"{0: 14, 1: 16, 2: 8, 3: 4, 4: 20, 5: 10, 6: 2, 7: 6, 8: 18, 9: 12}","{(0, 1): 1, (0, 4): 6, (0, 5): 1, (0, 9): 6, (1, 3): 1, (1, 4): 1, (1, 8): 13, (2, 3): 3, (2, 4): 3, (2, 8): 2, (4, 5): 7, (4, 6): 2, (4, 8): 1, (5, 7): 1, (5, 8): 1, (7, 9): 5, (8, 9): 1}",1627.9999999966321
12.0,Graph with 10 nodes and 17 edges,"[[0, 1, 0, 0, 1, 1, 0, 0, 0, 1], [1, 0, 0, 1, 1, 0, 0, 0, 1, 0], [0, 0, 0, 1, 1, 0, 0, 0, 1, 0], [0, 1, 1, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 0, 1, 1, 0, 1, 0], [1, 0, 0, 0, 1, 0, 0, 1, 1, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 1], [0, 1, 1, 0, 1, 1, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 1, 1, 0]]",2.0,4.0,Y,"{0: 10, 1: 14, 2: 18, 3: 6, 4: 22, 5: 26, 6: 2, 7: 30, 8: 38, 9: 34}","{(0, 1): 1, (0, 4): 1, (0, 5): 4, (0, 9): 4, (1, 3): 1, (1, 4): 1, (1, 8): 11, (2, 3): 5, (2, 4): 12, (2, 8): 1, (4, 5): 1, (4, 6): 2, (4, 8): 5, (5, 7): 1, (5, 8): 20, (7, 9): 29, (8, 9): 1}",2031.9999999998117
12.0,Graph with 10 nodes and 17 edges,"[[0, 1, 0, 0, 1, 1, 0, 0, 0, 1], [1, 0, 0, 1, 1, 0, 0, 0, 1, 0], [0, 0, 0, 1, 1, 0, 0, 0, 1, 0], [0, 1, 1, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 0, 1, 1, 0, 1, 0], [1, 0, 0, 0, 1, 0, 0, 1, 1, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 1], [0, 1, 1, 0, 1, 1, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 1, 1, 0]]",3.0,1.0,Y,"{0: 4, 1: 12, 2: 3, 3: 10, 4: 11, 5: 8, 6: 5, 7: 9, 8: 6, 9: 7}","{(0, 1): 1, (0, 4): 1, (0, 5): 1, (0, 9): 1, (1, 3): 9, (1, 4): 1, (1, 8): 1, (2, 3): 1, (2, 4): 1, (2, 8): 1, (4, 5): 1, (4, 6): 5, (4, 8): 1, (5, 7): 4, (5, 8): 1, (7, 9): 5, (8, 9): 1}",1483.999999990715
