index,graph_index,Graph,Adjacency_list,a,d,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime
32,2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",2.0,6.0,Y,"{0: 8, 1: 2, 2: 14, 3: 20}","{(0, 2): 2, (0, 3): 6, (1, 3): 2, (2, 3): 12}",829.0000000101827
34,2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",2.0,8.0,Y,"{0: 10, 1: 2, 2: 18, 3: 26}","{(0, 2): 2, (0, 3): 8, (1, 3): 2, (2, 3): 16}",965.0000000078762
35,2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",2.0,9.0,Y,"{0: 11, 1: 2, 2: 20, 3: 29}","{(0, 2): 2, (0, 3): 9, (1, 3): 2, (2, 3): 18}",815.9999999861611
36,2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",3.0,1.0,Y,"{0: 4, 1: 3, 2: 5, 3: 6}","{(0, 2): 3, (0, 3): 1, (1, 3): 3, (2, 3): 2}",835.0000000518776
37,2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",3.0,2.0,Y,"{0: 7, 1: 3, 2: 5, 3: 9}","{(0, 2): 3, (0, 3): 4, (1, 3): 3, (2, 3): 2}",1071.000000024469
38,2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",3.0,3.0,Y,"{0: 9, 1: 3, 2: 6, 3: 12}","{(0, 2): 3, (0, 3): 6, (1, 3): 3, (2, 3): 3}",1008.0000000129985
39,2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",3.0,4.0,Y,"{0: 11, 1: 3, 2: 7, 3: 15}","{(0, 2): 3, (0, 3): 8, (1, 3): 3, (2, 3): 4}",953.0000000381733
41,2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",3.0,6.0,Y,"{0: 9, 1: 3, 2: 15, 3: 21}","{(0, 2): 3, (0, 3): 6, (1, 3): 3, (2, 3): 12}",1798.00000000796
42,2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",3.0,7.0,Y,"{0: 10, 1: 3, 2: 17, 3: 24}","{(0, 2): 3, (0, 3): 7, (1, 3): 3, (2, 3): 14}",1347.000000009757
43,2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",3.0,8.0,Y,"{0: 11, 1: 3, 2: 19, 3: 27}","{(0, 2): 3, (0, 3): 8, (1, 3): 3, (2, 3): 16}",1329.9999999958345
44,2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",3.0,9.0,Y,"{0: 12, 1: 3, 2: 21, 3: 30}","{(0, 2): 3, (0, 3): 9, (1, 3): 3, (2, 3): 18}",1140.000000020791
46,2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",4.0,2.0,Y,"{0: 8, 1: 4, 2: 6, 3: 10}","{(0, 2): 4, (0, 3): 4, (1, 3): 4, (2, 3): 2}",926.9999999901302
47,2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",4.0,3.0,Y,"{0: 10, 1: 4, 2: 7, 3: 13}","{(0, 2): 4, (0, 3): 6, (1, 3): 4, (2, 3): 3}",1166.0000000119908
48,2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",4.0,4.0,Y,"{0: 12, 1: 4, 2: 8, 3: 16}","{(0, 2): 4, (0, 3): 8, (1, 3): 4, (2, 3): 4}",1260.0000000020373
49,2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",4.0,5.0,Y,"{0: 14, 1: 4, 2: 9, 3: 19}","{(0, 2): 4, (0, 3): 10, (1, 3): 4, (2, 3): 5}",956.9999999712309
52,2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",4.0,8.0,Y,"{0: 12, 1: 4, 2: 20, 3: 28}","{(0, 2): 4, (0, 3): 8, (1, 3): 4, (2, 3): 16}",1597.0000000038453
54,3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",2.0,1.0,Y,"{0: 4, 1: 3, 2: 2, 3: 5}","{(0, 2): 1, (0, 3): 3, (1, 2): 1, (1, 3): 2}",445.9999999539832
55,3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",2.0,2.0,Y,"{0: 8, 1: 2, 2: 6, 3: 4}","{(0, 2): 5, (0, 3): 3, (1, 2): 1, (1, 3): 1}",404.0000000031796
57,3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",2.0,4.0,Y,"{0: 10, 1: 6, 2: 2, 3: 14}","{(0, 2): 1, (0, 3): 9, (1, 2): 1, (1, 3): 5}",403.00000000570435
58,3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",2.0,5.0,Y,"{0: 12, 1: 7, 2: 2, 3: 17}","{(0, 2): 1, (0, 3): 11, (1, 2): 1, (1, 3): 6}",457.99999998052954
59,3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",2.0,6.0,Y,"{0: 14, 1: 8, 2: 2, 3: 20}","{(0, 2): 1, (0, 3): 13, (1, 2): 1, (1, 3): 7}",373.9999999652355
60,3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",2.0,7.0,Y,"{0: 16, 1: 9, 2: 2, 3: 23}","{(0, 2): 1, (0, 3): 15, (1, 2): 1, (1, 3): 8}",405.00000000065484
62,3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",2.0,9.0,Y,"{0: 20, 1: 11, 2: 2, 3: 29}","{(0, 2): 1, (0, 3): 19, (1, 2): 1, (1, 3): 10}",385.9999999917818
63,3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",3.0,1.0,Y,"{0: 3, 1: 6, 2: 5, 3: 4}","{(0, 2): 1, (0, 3): 2, (1, 2): 4, (1, 3): 2}",1359.9999999769352
64,3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",3.0,2.0,Y,"{0: 3, 1: 9, 2: 7, 3: 5}","{(0, 2): 2, (0, 3): 1, (1, 2): 5, (1, 3): 4}",491.0000000108994
65,3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",3.0,3.0,Y,"{0: 6, 1: 9, 2: 3, 3: 12}","{(0, 2): 2, (0, 3): 4, (1, 2): 1, (1, 3): 8}",503.0000000374457
66,3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",3.0,4.0,Y,"{0: 3, 1: 15, 2: 7, 3: 11}","{(0, 2): 2, (0, 3): 1, (1, 2): 5, (1, 3): 10}",375.99999996018596
67,3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",3.0,5.0,Y,"{0: 8, 1: 13, 2: 3, 3: 18}","{(0, 2): 2, (0, 3): 6, (1, 2): 1, (1, 3): 12}",480.99999997930354
70,3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",3.0,8.0,Y,"{0: 27, 1: 3, 2: 11, 3: 19}","{(0, 2): 10, (0, 3): 17, (1, 2): 1, (1, 3): 2}",406.9999999956053
71,3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",3.0,9.0,Y,"{0: 12, 1: 21, 2: 3, 3: 30}","{(0, 2): 1, (0, 3): 11, (1, 2): 2, (1, 3): 19}",506.99999997050327
72,3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",4.0,1.0,Y,"{0: 4, 1: 7, 2: 5, 3: 6}","{(0, 2): 1, (0, 3): 3, (1, 2): 4, (1, 3): 3}",945.9999999990032
73,3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",4.0,2.0,Y,"{0: 4, 1: 10, 2: 8, 3: 6}","{(0, 2): 1, (0, 3): 3, (1, 2): 7, (1, 3): 3}",1638.0000000140171
74,3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",4.0,3.0,Y,"{0: 4, 1: 13, 2: 10, 3: 7}","{(0, 2): 1, (0, 3): 3, (1, 2): 9, (1, 3): 4}",1633.9999999672727
75,3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",4.0,4.0,Y,"{0: 8, 1: 12, 2: 4, 3: 16}","{(0, 2): 3, (0, 3): 5, (1, 2): 1, (1, 3): 11}",437.00000003354944
76,3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",4.0,5.0,Y,"{0: 4, 1: 19, 2: 9, 3: 14}","{(0, 2): 3, (0, 3): 1, (1, 2): 6, (1, 3): 13}",525.9999999793763
77,3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",4.0,6.0,Y,"{0: 16, 1: 10, 2: 22, 3: 4}","{(0, 2): 15, (0, 3): 1, (1, 2): 7, (1, 3): 3}",576.9999999643005
78,3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",4.0,7.0,Y,"{0: 4, 1: 25, 2: 11, 3: 18}","{(0, 2): 1, (0, 3): 3, (1, 2): 10, (1, 3): 15}",2037.9999999704523
79,3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",4.0,8.0,Y,"{0: 4, 1: 28, 2: 20, 3: 12}","{(0, 2): 3, (0, 3): 1, (1, 2): 17, (1, 3): 11}",441.99999996408224
80,3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",4.0,9.0,Y,"{0: 13, 1: 22, 2: 31, 3: 4}","{(0, 2): 10, (0, 3): 3, (1, 2): 21, (1, 3): 1}",527.000000033695
82,4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",2.0,2.0,Y,"{0: 6, 1: 2, 2: 4, 3: 8}","{(0, 2): 1, (0, 3): 5, (1, 2): 1, (1, 3): 1, (2, 3): 2}",380.00000000693035
83,4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",2.0,3.0,Y,"{0: 8, 1: 2, 2: 5, 3: 11}","{(0, 2): 1, (0, 3): 7, (1, 2): 1, (1, 3): 1, (2, 3): 3}",359.00000000310683
84,4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",2.0,4.0,Y,"{0: 10, 1: 2, 2: 6, 3: 14}","{(0, 2): 1, (0, 3): 9, (1, 2): 1, (1, 3): 1, (2, 3): 4}",339.9999999942338
85,4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",2.0,5.0,Y,"{0: 12, 1: 2, 2: 7, 3: 17}","{(0, 2): 1, (0, 3): 11, (1, 2): 1, (1, 3): 1, (2, 3): 5}",398.00000001832814
86,4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",2.0,6.0,Y,"{0: 14, 1: 2, 2: 8, 3: 20}","{(0, 2): 1, (0, 3): 13, (1, 2): 1, (1, 3): 1, (2, 3): 6}",385.9999999917818
87,4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",2.0,7.0,Y,"{0: 16, 1: 2, 2: 9, 3: 23}","{(0, 2): 1, (0, 3): 15, (1, 2): 1, (1, 3): 1, (2, 3): 7}",359.00000000310683
91,4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",3.0,2.0,Y,"{0: 7, 1: 3, 2: 9, 3: 5}","{(0, 2): 6, (0, 3): 1, (1, 2): 1, (1, 3): 2, (2, 3): 2}",345.99999997908526
92,4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",3.0,3.0,Y,"{0: 9, 1: 3, 2: 6, 3: 12}","{(0, 2): 1, (0, 3): 8, (1, 2): 2, (1, 3): 1, (2, 3): 3}",385.9999999917818
93,4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",3.0,4.0,Y,"{0: 3, 1: 7, 2: 15, 3: 11}","{(0, 2): 1, (0, 3): 2, (1, 2): 6, (1, 3): 1, (2, 3): 8}",1426.9999999783067
94,4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",3.0,5.0,Y,"{0: 3, 1: 8, 2: 13, 3: 18}","{(0, 2): 2, (0, 3): 1, (1, 2): 1, (1, 3): 7, (2, 3): 10}",382.00000000188084
95,4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",3.0,6.0,Y,"{0: 3, 1: 9, 2: 21, 3: 15}","{(0, 2): 1, (0, 3): 2, (1, 2): 8, (1, 3): 1, (2, 3): 12}",2329.9999999721877
97,4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",3.0,8.0,Y,"{0: 3, 1: 11, 2: 27, 3: 19}","{(0, 2): 1, (0, 3): 2, (1, 2): 10, (1, 3): 1, (2, 3): 16}",1404.999999977008
98,4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",3.0,9.0,Y,"{0: 3, 1: 12, 2: 30, 3: 21}","{(0, 2): 1, (0, 3): 2, (1, 2): 11, (1, 3): 1, (2, 3): 18}",1739.9999999838656
99,4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",4.0,1.0,Y,"{0: 6, 1: 4, 2: 5, 3: 7}","{(0, 2): 1, (0, 3): 5, (1, 2): 3, (1, 3): 1, (2, 3): 1}",351.0000000233049
100,4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",4.0,2.0,Y,"{0: 8, 1: 4, 2: 6, 3: 10}","{(0, 2): 1, (0, 3): 7, (1, 2): 3, (1, 3): 1, (2, 3): 2}",335.0000000068576
101,4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",4.0,3.0,Y,"{0: 10, 1: 4, 2: 7, 3: 13}","{(0, 2): 1, (0, 3): 9, (1, 2): 3, (1, 3): 1, (2, 3): 3}",338.99999999675856
102,4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",4.0,4.0,Y,"{0: 12, 1: 4, 2: 8, 3: 16}","{(0, 2): 1, (0, 3): 11, (1, 2): 3, (1, 3): 1, (2, 3): 4}",332.00000001443186
103,4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",4.0,5.0,Y,"{0: 14, 1: 4, 2: 9, 3: 19}","{(0, 2): 1, (0, 3): 13, (1, 2): 3, (1, 3): 1, (2, 3): 5}",395.0000000259024
104,4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",4.0,6.0,Y,"{0: 16, 1: 4, 2: 10, 3: 22}","{(0, 2): 1, (0, 3): 15, (1, 2): 3, (1, 3): 1, (2, 3): 6}",336.00000000433283
105,4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",4.0,7.0,Y,"{0: 18, 1: 4, 2: 11, 3: 25}","{(0, 2): 1, (0, 3): 17, (1, 2): 3, (1, 3): 1, (2, 3): 7}",340.99999999170905
106,4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",4.0,8.0,Y,"{0: 20, 1: 4, 2: 12, 3: 28}","{(0, 2): 1, (0, 3): 19, (1, 2): 3, (1, 3): 1, (2, 3): 8}",383.9999999968313
107,4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",4.0,9.0,Y,"{0: 22, 1: 4, 2: 13, 3: 31}","{(0, 2): 1, (0, 3): 21, (1, 2): 3, (1, 3): 1, (2, 3): 9}",381.0000000044056
108,5.0,Graph with 4 nodes and 6 edges,"[[0, 1, 1, 1], [1, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",3.0,1.0,Y,"{0: 5, 1: 4, 2: 6, 3: 3}","{(0, 1): 1, (0, 2): 3, (0, 3): 1, (1, 2): 2, (1, 3): 1, (2, 3): 1}",187.99999998009298
109,5.0,Graph with 4 nodes and 6 edges,"[[0, 1, 1, 1], [1, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",3.0,2.0,Y,"{0: 7, 1: 9, 2: 5, 3: 3}","{(0, 1): 5, (0, 2): 1, (0, 3): 1, (1, 2): 3, (1, 3): 1, (2, 3): 1}",370.0000000321779
