index,graph_index,Graph,Adjacency_list,a,d,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime
29,3.0,Graph with 5 nodes and 5 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 0, 1, 1, 0]]",2.0,6.0,Y,"{0: 2, 1: 8, 2: 20, 3: 14, 4: 26}","{(0, 3): 1, (0, 4): 1, (1, 3): 8, (2, 4): 20, (3, 4): 5}",1709.0000000052896
48,3.0,Graph with 5 nodes and 5 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 0, 1, 1, 0]]",4.0,9.0,Y,"{0: 4, 1: 13, 2: 31, 3: 22, 4: 40}","{(0, 3): 2, (0, 4): 2, (1, 3): 13, (2, 4): 31, (3, 4): 7}",1148.000000000593
50,4.0,Graph with 5 nodes and 5 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 0, 1], [1, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",4.0,1.0,Y,"{0: 4, 1: 5, 2: 6, 3: 7, 4: 8}","{(0, 3): 3, (0, 4): 1, (1, 3): 4, (1, 4): 1, (2, 4): 6}",810.0000000013097
51,4.0,Graph with 5 nodes and 5 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 0, 1], [1, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",4.0,2.0,Y,"{0: 10, 1: 6, 2: 4, 3: 8, 4: 12}","{(0, 3): 7, (0, 4): 3, (1, 3): 1, (1, 4): 5, (2, 4): 4}",1105.999999992946
52,5.0,Graph with 5 nodes and 6 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",2.0,1.0,Y,"{0: 4, 1: 3, 2: 2, 3: 6, 4: 5}","{(0, 3): 3, (0, 4): 1, (1, 3): 2, (1, 4): 1, (2, 4): 2, (3, 4): 1}",324.99999997526174
53,5.0,Graph with 5 nodes and 6 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",2.0,2.0,Y,"{0: 2, 1: 6, 2: 4, 3: 8, 4: 10}","{(0, 3): 1, (0, 4): 1, (1, 3): 4, (1, 4): 2, (2, 4): 4, (3, 4): 3}",1176.0000000435866
60,5.0,Graph with 5 nodes and 6 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",2.0,9.0,Y,"{0: 11, 1: 20, 2: 2, 3: 38, 4: 29}","{(0, 3): 2, (0, 4): 9, (1, 3): 19, (1, 4): 1, (2, 4): 2, (3, 4): 17}",1952.0000000170512
61,5.0,Graph with 5 nodes and 6 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",3.0,2.0,Y,"{0: 3, 1: 7, 2: 5, 3: 9, 4: 11}","{(0, 3): 1, (0, 4): 2, (1, 3): 5, (1, 4): 1, (2, 4): 5, (3, 4): 2}",1223.0000000386099
63,5.0,Graph with 5 nodes and 6 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",3.0,4.0,Y,"{0: 7, 1: 11, 2: 3, 3: 19, 4: 15}","{(0, 3): 2, (0, 4): 4, (1, 3): 10, (1, 4): 1, (2, 4): 3, (3, 4): 6}",2046.0000000070977
65,5.0,Graph with 5 nodes and 6 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",3.0,6.0,Y,"{0: 21, 1: 9, 2: 3, 3: 15, 4: 27}","{(0, 3): 9, (0, 4): 11, (1, 3): 1, (1, 4): 8, (2, 4): 3, (3, 4): 4}",1688.000000001466
67,5.0,Graph with 5 nodes and 6 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",3.0,8.0,Y,"{0: 27, 1: 11, 2: 3, 3: 19, 4: 35}","{(0, 3): 11, (0, 4): 15, (1, 3): 1, (1, 4): 10, (2, 4): 3, (3, 4): 6}",1428.9999999732572
72,5.0,Graph with 5 nodes and 6 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",4.0,5.0,Y,"{0: 19, 1: 9, 2: 4, 3: 14, 4: 24}","{(0, 3): 10, (0, 4): 9, (1, 3): 1, (1, 4): 8, (2, 4): 4, (3, 4): 3}",1101.0000000055697
76,5.0,Graph with 5 nodes and 6 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",4.0,9.0,Y,"{0: 31, 1: 13, 2: 4, 3: 22, 4: 40}","{(0, 3): 14, (0, 4): 17, (1, 3): 1, (1, 4): 12, (2, 4): 4, (3, 4): 7}",1681.0000000191394
80,7.0,Graph with 5 nodes and 7 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0]]",2.0,1.0,Y,"{0: 2, 1: 3, 2: 4, 3: 5, 4: 6}","{(0, 3): 1, (0, 4): 1, (1, 3): 1, (1, 4): 2, (2, 3): 2, (2, 4): 2, (3, 4): 1}",959.0000000230248
92,7.0,Graph with 5 nodes and 7 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0]]",3.0,5.0,Y,"{0: 13, 1: 3, 2: 8, 3: 23, 4: 18}","{(0, 3): 5, (0, 4): 7, (1, 3): 2, (1, 4): 1, (2, 3): 7, (2, 4): 1, (3, 4): 8}",1949.0000000246255
94,7.0,Graph with 5 nodes and 7 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0]]",3.0,7.0,Y,"{0: 17, 1: 3, 2: 10, 3: 31, 4: 24}","{(0, 3): 7, (0, 4): 9, (1, 3): 2, (1, 4): 1, (2, 3): 9, (2, 4): 1, (3, 4): 12}",1161.0000000246146
100,7.0,Graph with 5 nodes and 7 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0]]",4.0,5.0,Y,"{0: 14, 1: 4, 2: 9, 3: 24, 4: 19}","{(0, 3): 5, (0, 4): 9, (1, 3): 3, (1, 4): 1, (2, 3): 8, (2, 4): 1, (3, 4): 8}",1102.000000003045
102,7.0,Graph with 5 nodes and 7 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0]]",4.0,7.0,Y,"{0: 4, 1: 25, 2: 11, 3: 32, 4: 18}","{(0, 3): 1, (0, 4): 3, (1, 3): 24, (1, 4): 1, (2, 3): 2, (2, 4): 9, (3, 4): 5}",1785.9999999814136
109,9.0,Graph with 5 nodes and 5 edges,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",2.0,2.0,Y,"{0: 2, 1: 10, 2: 4, 3: 8, 4: 6}","{(0, 2): 1, (0, 4): 1, (1, 3): 8, (1, 4): 2, (2, 4): 3}",2056.9999999793254
114,9.0,Graph with 5 nodes and 5 edges,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",2.0,7.0,Y,"{0: 2, 1: 30, 2: 9, 3: 23, 4: 16}","{(0, 2): 1, (0, 4): 1, (1, 3): 23, (1, 4): 7, (2, 4): 8}",1027.9999999625034
117,9.0,Graph with 5 nodes and 5 edges,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",3.0,1.0,Y,"{0: 3, 1: 7, 2: 4, 3: 6, 4: 5}","{(0, 2): 1, (0, 4): 1, (1, 3): 6, (1, 4): 1, (2, 4): 2}",1719.9999999775173
130,9.0,Graph with 5 nodes and 5 edges,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",4.0,5.0,Y,"{0: 4, 1: 24, 2: 9, 3: 19, 4: 14}","{(0, 2): 2, (0, 4): 2, (1, 3): 19, (1, 4): 5, (2, 4): 7}",1473.99999997333
136,10.0,Graph with 5 nodes and 6 edges,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",2.0,2.0,Y,"{0: 8, 1: 4, 2: 6, 3: 2, 4: 10}","{(0, 2): 4, (0, 4): 4, (1, 3): 1, (1, 4): 3, (2, 4): 2, (3, 4): 1}",1846.0000000004584
141,10.0,Graph with 5 nodes and 6 edges,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",2.0,7.0,Y,"{0: 23, 1: 9, 2: 16, 3: 2, 4: 30}","{(0, 2): 9, (0, 4): 14, (1, 3): 1, (1, 4): 8, (2, 4): 7, (3, 4): 1}",1386.0000000249784
147,10.0,Graph with 5 nodes and 6 edges,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",3.0,4.0,Y,"{0: 3, 1: 11, 2: 7, 3: 15, 4: 19}","{(0, 2): 1, (0, 4): 2, (1, 3): 7, (1, 4): 3, (2, 4): 6, (3, 4): 7}",1075.00000001437
149,10.0,Graph with 5 nodes and 6 edges,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",3.0,6.0,Y,"{0: 3, 1: 15, 2: 9, 3: 21, 4: 27}","{(0, 2): 1, (0, 4): 2, (1, 3): 9, (1, 4): 5, (2, 4): 8, (3, 4): 11}",1178.999999979169
158,10.0,Graph with 5 nodes and 6 edges,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",4.0,6.0,Y,"{0: 4, 1: 28, 2: 10, 3: 22, 4: 16}","{(0, 2): 3, (0, 4): 1, (1, 3): 21, (1, 4): 7, (2, 4): 7, (3, 4): 1}",1590.0000000215186
161,10.0,Graph with 5 nodes and 6 edges,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",4.0,9.0,Y,"{0: 4, 1: 40, 2: 13, 3: 31, 4: 22}","{(0, 2): 3, (0, 4): 1, (1, 3): 30, (1, 4): 10, (2, 4): 10, (3, 4): 1}",1672.0000000418622
162,11.0,Graph with 5 nodes and 6 edges,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 1, 1, 0, 0]]",2.0,1.0,Y,"{0: 3, 1: 2, 2: 6, 3: 4, 4: 5}","{(0, 2): 1, (0, 3): 1, (0, 4): 1, (1, 4): 2, (2, 3): 3, (2, 4): 2}",1193.0000000006658
168,11.0,Graph with 5 nodes and 6 edges,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 1, 1, 0, 0]]",2.0,7.0,Y,"{0: 9, 1: 2, 2: 30, 3: 16, 4: 23}","{(0, 2): 1, (0, 3): 1, (0, 4): 7, (1, 4): 2, (2, 3): 15, (2, 4): 14}",1656.000000025415
181,11.0,Graph with 5 nodes and 6 edges,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 1, 1, 0, 0]]",4.0,2.0,Y,"{0: 4, 1: 8, 2: 10, 3: 6, 4: 12}","{(0, 2): 2, (0, 3): 1, (0, 4): 1, (1, 4): 8, (2, 3): 5, (2, 4): 3}",1015.9999999928004
184,11.0,Graph with 5 nodes and 6 edges,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 1, 1, 0, 0]]",4.0,5.0,Y,"{0: 4, 1: 14, 2: 19, 3: 9, 4: 24}","{(0, 2): 2, (0, 3): 1, (0, 4): 1, (1, 4): 14, (2, 3): 8, (2, 4): 9}",1586.0000000316177
187,11.0,Graph with 5 nodes and 6 edges,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 1, 1, 0, 0]]",4.0,8.0,Y,"{0: 4, 1: 28, 2: 20, 3: 12, 4: 36}","{(0, 2): 2, (0, 3): 1, (0, 4): 1, (1, 4): 28, (2, 3): 11, (2, 4): 7}",439.0000000284999
188,11.0,Graph with 5 nodes and 6 edges,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 1, 1, 0, 0]]",4.0,9.0,Y,"{0: 4, 1: 31, 2: 22, 3: 13, 4: 40}","{(0, 2): 2, (0, 3): 1, (0, 4): 1, (1, 4): 31, (2, 3): 12, (2, 4): 8}",517.0000000020991
191,12.0,Graph with 5 nodes and 7 edges,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 1], [1, 1, 1, 1, 0]]",2.0,3.0,Y,"{0: 5, 1: 2, 2: 14, 3: 8, 4: 11}","{(0, 2): 3, (0, 3): 1, (0, 4): 1, (1, 4): 2, (2, 3): 5, (2, 4): 6, (3, 4): 2}",451.9999999956781
193,12.0,Graph with 5 nodes and 7 edges,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 1], [1, 1, 1, 1, 0]]",2.0,5.0,Y,"{0: 7, 1: 2, 2: 22, 3: 17, 4: 12}","{(0, 2): 5, (0, 3): 1, (0, 4): 1, (1, 4): 2, (2, 3): 12, (2, 4): 5, (3, 4): 4}",628.0000000060681
196,12.0,Graph with 5 nodes and 7 edges,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 1], [1, 1, 1, 1, 0]]",2.0,8.0,Y,"{0: 10, 1: 2, 2: 18, 3: 34, 4: 26}","{(0, 2): 1, (0, 3): 2, (0, 4): 7, (1, 4): 2, (2, 3): 16, (2, 4): 1, (3, 4): 16}",1601.9999999912216
203,12.0,Graph with 5 nodes and 7 edges,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 1], [1, 1, 1, 1, 0]]",3.0,6.0,Y,"{0: 27, 1: 3, 2: 21, 3: 15, 4: 9}","{(0, 2): 14, (0, 3): 8, (0, 4): 4, (1, 4): 3, (2, 3): 5, (2, 4): 1, (3, 4): 1}",1794.000000018059
210,12.0,Graph with 5 nodes and 7 edges,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 1], [1, 1, 1, 1, 0]]",4.0,4.0,Y,"{0: 20, 1: 4, 2: 16, 3: 12, 4: 8}","{(0, 2): 11, (0, 3): 7, (0, 4): 2, (1, 4): 4, (2, 3): 4, (2, 4): 1, (3, 4): 1}",1154.0000000422879
212,12.0,Graph with 5 nodes and 7 edges,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 1], [1, 1, 1, 1, 0]]",4.0,6.0,Y,"{0: 28, 1: 4, 2: 22, 3: 16, 4: 10}","{(0, 2): 15, (0, 3): 9, (0, 4): 4, (1, 4): 4, (2, 3): 6, (2, 4): 1, (3, 4): 1}",1182.99999996907
213,12.0,Graph with 5 nodes and 7 edges,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 1], [1, 1, 1, 1, 0]]",4.0,7.0,Y,"{0: 32, 1: 4, 2: 25, 3: 18, 4: 11}","{(0, 2): 17, (0, 3): 10, (0, 4): 5, (1, 4): 4, (2, 3): 7, (2, 4): 1, (3, 4): 1}",1156.9999999778702
219,13.0,Graph with 5 nodes and 5 edges,"[[0, 0, 1, 1, 0], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 1, 0, 0]]",2.0,4.0,Y,"{0: 18, 1: 2, 2: 10, 3: 14, 4: 6}","{(0, 2): 5, (0, 3): 13, (1, 3): 1, (1, 4): 1, (2, 4): 5}",615.9999999795218
223,13.0,Graph with 5 nodes and 5 edges,"[[0, 0, 1, 1, 0], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 1, 0, 0]]",2.0,8.0,Y,"{0: 26, 1: 2, 2: 34, 3: 10, 4: 18}","{(0, 2): 17, (0, 3): 9, (1, 3): 1, (1, 4): 1, (2, 4): 17}",540.0000000008731
224,13.0,Graph with 5 nodes and 5 edges,"[[0, 0, 1, 1, 0], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 1, 0, 0]]",2.0,9.0,Y,"{0: 29, 1: 2, 2: 38, 3: 11, 4: 20}","{(0, 2): 19, (0, 3): 10, (1, 3): 1, (1, 4): 1, (2, 4): 19}",438.0000000310247
225,13.0,Graph with 5 nodes and 5 edges,"[[0, 0, 1, 1, 0], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 1, 0, 0]]",3.0,1.0,Y,"{0: 3, 1: 7, 2: 4, 3: 6, 4: 5}","{(0, 2): 1, (0, 3): 1, (1, 3): 4, (1, 4): 2, (2, 4): 2}",1051.0000000181208
230,13.0,Graph with 5 nodes and 5 edges,"[[0, 0, 1, 1, 0], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 1, 0, 0]]",3.0,6.0,Y,"{0: 3, 1: 27, 2: 9, 3: 21, 4: 15}","{(0, 2): 1, (0, 3): 1, (1, 3): 19, (1, 4): 7, (2, 4): 7}",1213.000000007014
232,13.0,Graph with 5 nodes and 5 edges,"[[0, 0, 1, 1, 0], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 1, 0, 0]]",3.0,8.0,Y,"{0: 3, 1: 35, 2: 11, 3: 27, 4: 19}","{(0, 2): 1, (0, 3): 1, (1, 3): 25, (1, 4): 9, (2, 4): 9}",1179.0000000360124
234,13.0,Graph with 5 nodes and 5 edges,"[[0, 0, 1, 1, 0], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 1, 0, 0]]",4.0,1.0,Y,"{0: 4, 1: 8, 2: 5, 3: 7, 4: 6}","{(0, 2): 2, (0, 3): 2, (1, 3): 5, (1, 4): 3, (2, 4): 3}",922.000000002754
235,13.0,Graph with 5 nodes and 5 edges,"[[0, 0, 1, 1, 0], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 1, 0, 0]]",4.0,2.0,Y,"{0: 4, 1: 12, 2: 6, 3: 10, 4: 8}","{(0, 2): 2, (0, 3): 2, (1, 3): 8, (1, 4): 4, (2, 4): 4}",1033.000000006723
237,13.0,Graph with 5 nodes and 5 edges,"[[0, 0, 1, 1, 0], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 1, 0, 0]]",4.0,4.0,Y,"{0: 4, 1: 20, 2: 8, 3: 16, 4: 12}","{(0, 2): 2, (0, 3): 2, (1, 3): 14, (1, 4): 6, (2, 4): 6}",1627.9999999824213
239,13.0,Graph with 5 nodes and 5 edges,"[[0, 0, 1, 1, 0], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 1, 0, 0]]",4.0,6.0,Y,"{0: 4, 1: 28, 2: 10, 3: 22, 4: 16}","{(0, 2): 2, (0, 3): 2, (1, 3): 20, (1, 4): 8, (2, 4): 8}",1214.0000000044893
240,13.0,Graph with 5 nodes and 5 edges,"[[0, 0, 1, 1, 0], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 1, 0, 0]]",4.0,7.0,Y,"{0: 4, 1: 32, 2: 11, 3: 25, 4: 18}","{(0, 2): 2, (0, 3): 2, (1, 3): 23, (1, 4): 9, (2, 4): 9}",1125.000000001819
252,14.0,Graph with 5 nodes and 6 edges,"[[0, 0, 1, 1, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",3.0,1.0,Y,"{0: 7, 1: 4, 2: 6, 3: 3, 4: 5}","{(0, 2): 4, (0, 3): 1, (0, 4): 1, (1, 3): 2, (1, 4): 2, (2, 4): 1}",2917.0000000249274
258,14.0,Graph with 5 nodes and 6 edges,"[[0, 0, 1, 1, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",3.0,7.0,Y,"{0: 31, 1: 10, 2: 24, 3: 3, 4: 17}","{(0, 2): 22, (0, 3): 1, (0, 4): 7, (1, 3): 2, (1, 4): 8, (2, 4): 1}",3256.000000021686
262,14.0,Graph with 5 nodes and 6 edges,"[[0, 0, 1, 1, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",4.0,2.0,Y,"{0: 6, 1: 12, 2: 4, 3: 8, 4: 10}","{(0, 2): 2, (0, 3): 1, (0, 4): 3, (1, 3): 7, (1, 4): 5, (2, 4): 2}",495.9999999982756
263,14.0,Graph with 5 nodes and 6 edges,"[[0, 0, 1, 1, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",4.0,3.0,Y,"{0: 4, 1: 16, 2: 7, 3: 13, 4: 10}","{(0, 2): 2, (0, 3): 1, (0, 4): 1, (1, 3): 12, (1, 4): 4, (2, 4): 5}",971.9999999902029
