index,graph_index,Graph,Adjacency_list,a,d,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime
112,1316.0,Graph with 8 nodes and 11 edges,"[[0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 0, 1, 0], [0, 1, 1, 1, 0, 0, 0, 1], [1, 1, 0, 0, 1, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1, 0]]",3.0,1.0,Y,"{0: 7, 1: 3, 2: 4, 3: 6, 4: 5, 5: 10, 6: 9, 7: 8}","{(0, 4): 2, (0, 6): 3, (0, 7): 2, (1, 5): 1, (1, 6): 2, (2, 5): 1, (2, 7): 3, (3, 5): 6, (4, 6): 3, (5, 7): 2, (6, 7): 1}",773.9999999785141
115,1316.0,Graph with 8 nodes and 11 edges,"[[0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 0, 1, 0], [0, 1, 1, 1, 0, 0, 0, 1], [1, 1, 0, 0, 1, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1, 0]]",3.0,4.0,Y,"{0: 19, 1: 15, 2: 7, 3: 11, 4: 3, 5: 23, 6: 27, 7: 31}","{(0, 4): 1, (0, 6): 7, (0, 7): 11, (1, 5): 1, (1, 6): 14, (2, 5): 1, (2, 7): 6, (3, 5): 11, (4, 6): 2, (5, 7): 10, (6, 7): 4}",1425.0000000401997
128,1316.0,Graph with 8 nodes and 11 edges,"[[0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 0, 1, 0], [0, 1, 1, 1, 0, 0, 0, 1], [1, 1, 0, 0, 1, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1, 0]]",4.0,8.0,Y,"{0: 36, 1: 12, 2: 4, 3: 28, 4: 44, 5: 52, 6: 60, 7: 20}","{(0, 4): 14, (0, 6): 21, (0, 7): 1, (1, 5): 11, (1, 6): 1, (2, 5): 3, (2, 7): 1, (3, 5): 28, (4, 6): 30, (5, 7): 10, (6, 7): 8}",1946.0000000890432
138,1456.0,Graph with 8 nodes and 13 edges,"[[0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 1, 1, 0], [1, 0, 0, 0, 0, 0, 0, 1], [0, 1, 1, 1, 0, 0, 0, 0], [1, 1, 1, 1, 0, 0, 0, 1], [1, 1, 1, 0, 1, 0, 1, 0]]",2.0,9.0,Y,"{0: 20, 1: 56, 2: 38, 3: 11, 4: 2, 5: 47, 6: 29, 7: 65}","{(0, 4): 1, (0, 6): 1, (0, 7): 18, (1, 5): 45, (1, 6): 9, (1, 7): 2, (2, 5): 1, (2, 6): 1, (2, 7): 36, (3, 5): 1, (3, 6): 10, (4, 7): 1, (6, 7): 8}",1171.9999999968422
150,1456.0,Graph with 8 nodes and 13 edges,"[[0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 1, 1, 0], [1, 0, 0, 0, 0, 0, 0, 1], [0, 1, 1, 1, 0, 0, 0, 0], [1, 1, 1, 1, 0, 0, 0, 1], [1, 1, 1, 0, 1, 0, 1, 0]]",4.0,3.0,Y,"{0: 10, 1: 25, 2: 4, 3: 13, 4: 7, 5: 19, 6: 22, 7: 16}","{(0, 4): 5, (0, 6): 1, (0, 7): 4, (1, 5): 16, (1, 6): 4, (1, 7): 5, (2, 5): 2, (2, 6): 1, (2, 7): 1, (3, 5): 1, (3, 6): 12, (4, 7): 2, (6, 7): 4}",3030.0000000806904
177,1844.0,Graph with 8 nodes and 13 edges,"[[0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 1, 0], [1, 1, 0, 0, 0, 0, 0, 1], [1, 1, 1, 0, 1, 0, 0, 1], [1, 1, 1, 1, 0, 1, 1, 0]]",4.0,3.0,Y,"{0: 22, 1: 10, 2: 7, 3: 16, 4: 4, 5: 19, 6: 13, 7: 25}","{(0, 4): 3, (0, 5): 10, (0, 6): 4, (0, 7): 5, (1, 5): 8, (1, 6): 1, (1, 7): 1, (2, 6): 6, (2, 7): 1, (3, 7): 16, (4, 6): 1, (5, 7): 1, (6, 7): 1}",719.0000000036889
183,1844.0,Graph with 8 nodes and 13 edges,"[[0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 1, 0], [1, 1, 0, 0, 0, 0, 0, 1], [1, 1, 1, 0, 1, 0, 0, 1], [1, 1, 1, 1, 0, 1, 1, 0]]",4.0,9.0,Y,"{0: 40, 1: 13, 2: 31, 3: 49, 4: 4, 5: 22, 6: 58, 7: 67}","{(0, 4): 1, (0, 5): 20, (0, 6): 9, (0, 7): 10, (1, 5): 1, (1, 6): 11, (1, 7): 1, (2, 6): 30, (2, 7): 1, (3, 7): 49, (4, 6): 3, (5, 7): 1, (6, 7): 5}",1286.9999999338688
199,2172.0,Graph with 8 nodes and 14 edges,"[[0, 0, 0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 0, 1, 1], [1, 0, 0, 0, 0, 0, 1, 1], [1, 1, 1, 0, 0, 0, 1, 1], [1, 0, 0, 1, 1, 1, 0, 1], [0, 1, 1, 1, 1, 1, 1, 0]]",3.0,7.0,Y,"{0: 3, 1: 10, 2: 31, 3: 24, 4: 17, 5: 52, 6: 38, 7: 45}","{(0, 4): 1, (0, 5): 1, (0, 6): 1, (1, 5): 1, (1, 7): 9, (2, 5): 30, (2, 7): 1, (3, 6): 23, (3, 7): 1, (4, 6): 1, (4, 7): 15, (5, 6): 7, (5, 7): 13, (6, 7): 6}",1832.000000035805
214,2352.0,Graph with 8 nodes and 14 edges,"[[0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0, 0, 1], [1, 1, 1, 1, 0, 0, 0, 1], [1, 1, 1, 0, 1, 1, 1, 0]]",2.0,4.0,Y,"{0: 10, 1: 14, 2: 18, 3: 6, 4: 2, 5: 22, 6: 26, 7: 30}","{(0, 4): 1, (0, 5): 1, (0, 6): 1, (0, 7): 7, (1, 5): 4, (1, 6): 4, (1, 7): 6, (2, 5): 16, (2, 6): 1, (2, 7): 1, (3, 6): 6, (4, 7): 1, (5, 7): 1, (6, 7): 14}",2118.9999999933207
222,2352.0,Graph with 8 nodes and 14 edges,"[[0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0, 0, 1], [1, 1, 1, 1, 0, 0, 0, 1], [1, 1, 1, 0, 1, 1, 1, 0]]",3.0,3.0,Y,"{0: 18, 1: 12, 2: 6, 3: 9, 4: 3, 5: 21, 6: 24, 7: 15}","{(0, 4): 1, (0, 5): 9, (0, 6): 4, (0, 7): 4, (1, 5): 10, (1, 6): 1, (1, 7): 1, (2, 5): 1, (2, 6): 4, (2, 7): 1, (3, 6): 9, (4, 7): 2, (5, 7): 1, (6, 7): 6}",1334.9999999263673
241,2394.0,Graph with 8 nodes and 14 edges,"[[0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 1, 0, 0, 1], [1, 1, 1, 0, 1, 0, 0, 1], [1, 0, 0, 1, 1, 1, 1, 0]]",2.0,4.0,Y,"{0: 6, 1: 2, 2: 26, 3: 18, 4: 10, 5: 22, 6: 14, 7: 30}","{(0, 4): 1, (0, 5): 1, (0, 6): 1, (0, 7): 3, (1, 5): 1, (1, 6): 1, (2, 5): 18, (2, 6): 8, (3, 7): 18, (4, 5): 1, (4, 6): 2, (4, 7): 6, (5, 7): 1, (6, 7): 2}",2985.0000000806176
260,2394.0,Graph with 8 nodes and 14 edges,"[[0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 1, 0, 0, 1], [1, 1, 1, 0, 1, 0, 0, 1], [1, 0, 0, 1, 1, 1, 1, 0]]",4.0,5.0,Y,"{0: 39, 1: 4, 2: 14, 3: 9, 4: 34, 5: 24, 6: 29, 7: 19}","{(0, 4): 22, (0, 5): 3, (0, 6): 13, (0, 7): 1, (1, 5): 3, (1, 6): 1, (2, 5): 1, (2, 6): 13, (3, 7): 9, (4, 5): 10, (4, 6): 1, (4, 7): 1, (5, 7): 7, (6, 7): 1}",1874.9999999272404
267,2498.0,Graph with 8 nodes and 11 edges,"[[0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 1, 1, 0], [1, 1, 0, 0, 0, 0, 1, 1], [0, 0, 1, 1, 0, 0, 0, 1], [0, 0, 1, 1, 1, 0, 0, 0], [1, 1, 0, 0, 1, 1, 0, 0]]",2.0,3.0,Y,"{0: 23, 1: 2, 2: 11, 3: 5, 4: 20, 5: 8, 6: 14, 7: 17}","{(0, 4): 11, (0, 7): 12, (1, 4): 1, (1, 7): 1, (2, 5): 3, (2, 6): 8, (3, 5): 4, (3, 6): 1, (4, 6): 5, (4, 7): 3, (5, 7): 1}",4971.999999952459
286,2498.0,Graph with 8 nodes and 11 edges,"[[0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 1, 1, 0], [1, 1, 0, 0, 0, 0, 1, 1], [0, 0, 1, 1, 0, 0, 0, 1], [0, 0, 1, 1, 1, 0, 0, 0], [1, 1, 0, 0, 1, 1, 0, 0]]",4.0,4.0,Y,"{0: 16, 1: 4, 2: 12, 3: 32, 4: 8, 5: 20, 6: 28, 7: 24}","{(0, 4): 1, (0, 7): 15, (1, 4): 2, (1, 7): 2, (2, 5): 1, (2, 6): 11, (3, 5): 16, (3, 6): 16, (4, 6): 1, (4, 7): 4, (5, 7): 3}",1605.999999924279
293,2647.0,Graph with 8 nodes and 12 edges,"[[0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0, 0, 1], [1, 0, 0, 1, 1, 1, 1, 0]]",2.0,2.0,Y,"{0: 16, 1: 2, 2: 10, 3: 4, 4: 8, 5: 14, 6: 6, 7: 12}","{(0, 4): 6, (0, 6): 3, (0, 7): 7, (1, 4): 1, (1, 6): 1, (2, 5): 9, (2, 6): 1, (3, 5): 3, (3, 7): 1, (4, 7): 1, (5, 7): 2, (6, 7): 1}",2512.999999908061
297,2647.0,Graph with 8 nodes and 12 edges,"[[0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0, 0, 1], [1, 0, 0, 1, 1, 1, 1, 0]]",2.0,6.0,Y,"{0: 44, 1: 26, 2: 2, 3: 14, 4: 38, 5: 8, 6: 32, 7: 20}","{(0, 4): 35, (0, 6): 5, (0, 7): 4, (1, 4): 1, (1, 6): 25, (2, 5): 1, (2, 6): 1, (3, 5): 4, (3, 7): 10, (4, 7): 2, (5, 7): 3, (6, 7): 1}",2065.0000000159707
307,2647.0,Graph with 8 nodes and 12 edges,"[[0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0, 0, 1], [1, 0, 0, 1, 1, 1, 1, 0]]",3.0,7.0,Y,"{0: 10, 1: 17, 2: 24, 3: 31, 4: 3, 5: 38, 6: 52, 7: 45}","{(0, 4): 1, (0, 6): 8, (0, 7): 1, (1, 4): 1, (1, 6): 16, (2, 5): 1, (2, 6): 23, (3, 5): 15, (3, 7): 16, (4, 7): 1, (5, 7): 22, (6, 7): 5}",1908.000000071297
320,2763.0,Graph with 8 nodes and 15 edges,"[[0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 1, 1, 1], [0, 0, 1, 1, 1, 0, 1, 1], [1, 0, 1, 0, 1, 1, 0, 0], [1, 1, 1, 1, 1, 1, 0, 0]]",2.0,2.0,Y,"{0: 6, 1: 4, 2: 8, 3: 2, 4: 16, 5: 14, 6: 10, 7: 12}","{(0, 4): 3, (0, 6): 2, (0, 7): 1, (1, 4): 3, (1, 7): 1, (2, 5): 6, (2, 6): 1, (2, 7): 1, (3, 5): 1, (3, 7): 1, (4, 5): 1, (4, 6): 6, (4, 7): 3, (5, 6): 1, (5, 7): 5}",1480.0000000150249
324,2763.0,Graph with 8 nodes and 15 edges,"[[0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 1, 1, 1], [0, 0, 1, 1, 1, 0, 1, 1], [1, 0, 1, 0, 1, 1, 0, 0], [1, 1, 1, 1, 1, 1, 0, 0]]",2.0,6.0,Y,"{0: 26, 1: 8, 2: 14, 3: 2, 4: 32, 5: 38, 6: 20, 7: 44}","{(0, 4): 1, (0, 6): 1, (0, 7): 24, (1, 4): 1, (1, 7): 7, (2, 5): 3, (2, 6): 1, (2, 7): 10, (3, 5): 1, (3, 7): 1, (4, 5): 22, (4, 6): 7, (4, 7): 1, (5, 6): 11, (5, 7): 1}",1444.9999999897045
350,3644.0,Graph with 8 nodes and 15 edges,"[[0, 0, 0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 0, 1, 1], [1, 0, 1, 1, 0, 0, 1, 1], [1, 1, 0, 0, 1, 1, 0, 1], [0, 1, 1, 1, 1, 1, 1, 0]]",2.0,5.0,Y,"{0: 12, 1: 22, 2: 2, 3: 7, 4: 32, 5: 27, 6: 17, 7: 37}","{(0, 4): 10, (0, 5): 1, (0, 6): 1, (1, 4): 19, (1, 6): 1, (1, 7): 2, (2, 5): 1, (2, 7): 1, (3, 5): 6, (3, 7): 1, (4, 6): 1, (4, 7): 2, (5, 6): 1, (5, 7): 18, (6, 7): 13}",1843.0000000080327
357,3644.0,Graph with 8 nodes and 15 edges,"[[0, 0, 0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 0, 1, 1], [1, 0, 1, 1, 0, 0, 1, 1], [1, 1, 0, 0, 1, 1, 0, 1], [0, 1, 1, 1, 1, 1, 1, 0]]",3.0,3.0,Y,"{0: 6, 1: 12, 2: 3, 3: 9, 4: 18, 5: 24, 6: 15, 7: 21}","{(0, 4): 4, (0, 5): 1, (0, 6): 1, (1, 4): 10, (1, 6): 1, (1, 7): 1, (2, 5): 2, (2, 7): 1, (3, 5): 8, (3, 7): 1, (4, 6): 3, (4, 7): 1, (5, 6): 3, (5, 7): 10, (6, 7): 7}",1436.0000000124273
371,3644.0,Graph with 8 nodes and 15 edges,"[[0, 0, 0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 0, 1, 1], [1, 0, 1, 1, 0, 0, 1, 1], [1, 1, 0, 0, 1, 1, 0, 1], [0, 1, 1, 1, 1, 1, 1, 0]]",4.0,8.0,Y,"{0: 20, 1: 12, 2: 28, 3: 36, 4: 4, 5: 60, 6: 44, 7: 52}","{(0, 4): 1, (0, 5): 1, (0, 6): 18, (1, 4): 1, (1, 6): 10, (1, 7): 1, (2, 5): 1, (2, 7): 27, (3, 5): 35, (3, 7): 1, (4, 6): 1, (4, 7): 1, (5, 6): 8, (5, 7): 15, (6, 7): 7}",1227.0000000853543
384,3668.0,Graph with 8 nodes and 13 edges,"[[0, 0, 0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 0, 0, 1], [1, 0, 1, 1, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0, 0, 1], [0, 1, 0, 1, 1, 1, 1, 0]]",3.0,3.0,Y,"{0: 3, 1: 6, 2: 15, 3: 12, 4: 9, 5: 24, 6: 18, 7: 21}","{(0, 4): 1, (0, 5): 1, (0, 6): 1, (1, 4): 1, (1, 6): 3, (1, 7): 2, (2, 5): 2, (2, 6): 13, (3, 5): 11, (3, 7): 1, (4, 7): 7, (5, 7): 10, (6, 7): 1}",1266.999999984364
390,3668.0,Graph with 8 nodes and 13 edges,"[[0, 0, 0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 0, 0, 1], [1, 0, 1, 1, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0, 0, 1], [0, 1, 0, 1, 1, 1, 1, 0]]",3.0,9.0,Y,"{0: 3, 1: 12, 2: 39, 3: 30, 4: 21, 5: 66, 6: 48, 7: 57}","{(0, 4): 1, (0, 5): 1, (0, 6): 1, (1, 4): 1, (1, 6): 10, (1, 7): 1, (2, 5): 3, (2, 6): 36, (3, 5): 28, (3, 7): 2, (4, 7): 19, (5, 7): 34, (6, 7): 1}",1323.9999999541396
