,adjacency_list,a,d,qubo_fixed,offset,formulation_time/microseconds,pegasus_embedding,pegasus_embedding_time,zephyr_embedding,zephyr_embedding_time
10,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",3,2,"{('y00', 'y00'): -14.0, ('y00', 'y01'): 8, ('y00', 'y02'): 16, ('y00', 'y10'): 2, ('y00', 'y11'): 4, ('y00', 'y12'): 8, ('y01', 'y01'): -24.0, ('y01', 'y02'): 32, ('y01', 'y10'): 4, ('y01', 'y11'): 8, ('y01', 'y12'): 16, ('y02', 'y02'): -32.0, ('y02', 'y10'): 8, ('y02', 'y11'): 16, ('y02', 'y12'): 32, ('y10', 'y10'): -16.0, ('y10', 'y11'): 8, ('y10', 'y12'): 16, ('y11', 'y11'): -28.0, ('y11', 'y12'): 32, ('y12', 'y12'): -40.0, ('y20', 'y20'): -14.0, ('y20', 'y21'): 8, ('y20', 'y22'): 16, ('y21', 'y21'): -24.0, ('y21', 'y22'): 32, ('y22', 'y22'): -32.0, ('y00', 'y30'): 2, ('y00', 'y31'): 4, ('y00', 'y32'): 8, ('y01', 'y30'): 4, ('y01', 'y31'): 8, ('y01', 'y32'): 16, ('y02', 'y30'): 8, ('y02', 'y31'): 16, ('y02', 'y32'): 32, ('y30', 'y30'): -20.0, ('y30', 'y31'): 8, ('y30', 'y32'): 16, ('y31', 'y31'): -36.0, ('y31', 'y32'): 32, ('y32', 'y32'): -56.0, ('y10', 'y20'): 2, ('y10', 'y21'): 4, ('y10', 'y22'): 8, ('y10', 'y30'): 2, ('y10', 'y31'): 4, ('y10', 'y32'): 8, ('y11', 'y20'): 4, ('y11', 'y21'): 8, ('y11', 'y22'): 16, ('y11', 'y30'): 4, ('y11', 'y31'): 8, ('y11', 'y32'): 16, ('y12', 'y20'): 8, ('y12', 'y21'): 16, ('y12', 'y22'): 32, ('y12', 'y30'): 8, ('y12', 'y31'): 16, ('y12', 'y32'): 32, ('y20', 'y30'): 2, ('y20', 'y31'): 4, ('y20', 'y32'): 8, ('y21', 'y30'): 4, ('y21', 'y31'): 8, ('y21', 'y32'): 16, ('y22', 'y30'): 8, ('y22', 'y31'): 16, ('y22', 'y32'): 32}",74,291.6000000002583,"{'y00': [1336, 1337], 'y01': [1307, 3276], 'y02': [1322, 1321], 'y10': [3396, 1292], 'y11': [1217, 3441], 'y12': [3426, 1202], 'y20': [1262, 3381], 'y21': [1232], 'y22': [1247], 'y30': [3337, 3336], 'y31': [1277, 3411], 'y32': [3351, 3352]}",45753.99999999874,"{'y00': [237, 1034], 'y01': [201, 1010], 'y02': [998], 'y10': [256, 255], 'y11': [261], 'y12': [285, 1052], 'y20': [986], 'y21': [992], 'y22': [243, 974], 'y30': [962, 279], 'y31': [1028, 249], 'y32': [1046, 273]}",35631.99999996414
11,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",3,3,"{('y00', 'y00'): -20.0, ('y00', 'y01'): 8, ('y00', 'y02'): 16, ('y00', 'y03'): 32, ('y00', 'y10'): 2, ('y00', 'y11'): 4, ('y00', 'y12'): 8, ('y00', 'y13'): 16, ('y01', 'y01'): -36.0, ('y01', 'y02'): 32, ('y01', 'y03'): 64, ('y01', 'y10'): 4, ('y01', 'y11'): 8, ('y01', 'y12'): 16, ('y01', 'y13'): 32, ('y02', 'y02'): -56.0, ('y02', 'y03'): 128, ('y02', 'y10'): 8, ('y02', 'y11'): 16, ('y02', 'y12'): 32, ('y02', 'y13'): 64, ('y03', 'y03'): -48.0, ('y03', 'y10'): 16, ('y03', 'y11'): 32, ('y03', 'y12'): 64, ('y03', 'y13'): 128, ('y10', 'y10'): -24.0, ('y10', 'y11'): 8, ('y10', 'y12'): 16, ('y10', 'y13'): 32, ('y11', 'y11'): -44.0, ('y11', 'y12'): 32, ('y11', 'y13'): 64, ('y12', 'y12'): -72.0, ('y12', 'y13'): 128, ('y13', 'y13'): -80.0, ('y20', 'y20'): -20.0, ('y20', 'y21'): 8, ('y20', 'y22'): 16, ('y20', 'y23'): 32, ('y21', 'y21'): -36.0, ('y21', 'y22'): 32, ('y21', 'y23'): 64, ('y22', 'y22'): -56.0, ('y22', 'y23'): 128, ('y23', 'y23'): -48.0, ('y00', 'y30'): 2, ('y00', 'y31'): 4, ('y00', 'y32'): 8, ('y00', 'y33'): 16, ('y01', 'y30'): 4, ('y01', 'y31'): 8, ('y01', 'y32'): 16, ('y01', 'y33'): 32, ('y02', 'y30'): 8, ('y02', 'y31'): 16, ('y02', 'y32'): 32, ('y02', 'y33'): 64, ('y03', 'y30'): 16, ('y03', 'y31'): 32, ('y03', 'y32'): 64, ('y03', 'y33'): 128, ('y30', 'y30'): -30.0, ('y30', 'y31'): 8, ('y30', 'y32'): 16, ('y30', 'y33'): 32, ('y31', 'y31'): -56.0, ('y31', 'y32'): 32, ('y31', 'y33'): 64, ('y32', 'y32'): -96.0, ('y32', 'y33'): 128, ('y33', 'y33'): -128.0, ('y10', 'y20'): 2, ('y10', 'y21'): 4, ('y10', 'y22'): 8, ('y10', 'y23'): 16, ('y10', 'y30'): 2, ('y10', 'y31'): 4, ('y10', 'y32'): 8, ('y10', 'y33'): 16, ('y11', 'y20'): 4, ('y11', 'y21'): 8, ('y11', 'y22'): 16, ('y11', 'y23'): 32, ('y11', 'y30'): 4, ('y11', 'y31'): 8, ('y11', 'y32'): 16, ('y11', 'y33'): 32, ('y12', 'y20'): 8, ('y12', 'y21'): 16, ('y12', 'y22'): 32, ('y12', 'y23'): 64, ('y12', 'y30'): 8, ('y12', 'y31'): 16, ('y12', 'y32'): 32, ('y12', 'y33'): 64, ('y13', 'y20'): 16, ('y13', 'y21'): 32, ('y13', 'y22'): 64, ('y13', 'y23'): 128, ('y13', 'y30'): 16, ('y13', 'y31'): 32, ('y13', 'y32'): 64, ('y13', 'y33'): 128, ('y20', 'y30'): 2, ('y20', 'y31'): 4, ('y20', 'y32'): 8, ('y20', 'y33'): 16, ('y21', 'y30'): 4, ('y21', 'y31'): 8, ('y21', 'y32'): 16, ('y21', 'y33'): 32, ('y22', 'y30'): 8, ('y22', 'y31'): 16, ('y22', 'y32'): 32, ('y22', 'y33'): 64, ('y23', 'y30'): 16, ('y23', 'y31'): 32, ('y23', 'y32'): 64, ('y23', 'y33'): 128}",150,221.7999999999165,"{'y00': [5433, 764], 'y01': [5553, 719], 'y02': [749], 'y03': [734], 'y10': [5537, 5538], 'y11': [5448, 5447, 779], 'y12': [5493, 5494, 674], 'y13': [718, 5463, 584], 'y20': [614, 613], 'y21': [5432, 599], 'y22': [5552, 569], 'y23': [628, 629], 'y30': [5568, 854, 5567], 'y31': [689, 5597, 5598], 'y32': [5522, 5523], 'y33': [554, 5583, 5582]}",86401,"{'y00': [794, 271], 'y01': [770, 259], 'y02': [806], 'y03': [223, 782], 'y10': [234, 235], 'y11': [751, 205], 'y12': [758, 277], 'y13': [211, 210, 787], 'y20': [763, 222], 'y21': [198, 739], 'y22': [727, 193], 'y23': [746], 'y30': [229], 'y31': [811, 217], 'y32': [265, 722], 'y33': [253, 734]}",45082.99999997689
12,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",2,1,"{('y00', 'y00'): 0.0, ('y00', 'y01'): 8, ('y00', 'y10'): 2, ('y00', 'y11'): 4, ('y01', 'y01'): 4.0, ('y01', 'y10'): 4, ('y01', 'y11'): 8, ('y10', 'y10'): -2.0, ('y10', 'y11'): 8, ('y11', 'y11'): 0.0, ('y20', 'y20'): -6.0, ('y20', 'y21'): 8, ('y20', 'y30'): 2, ('y20', 'y31'): 4, ('y21', 'y21'): -8.0, ('y21', 'y30'): 4, ('y21', 'y31'): 8, ('y30', 'y30'): -8.0, ('y30', 'y31'): 8, ('y31', 'y31'): -12.0, ('y00', 'y20'): 2, ('y00', 'y21'): 4, ('y01', 'y20'): 4, ('y01', 'y21'): 8, ('y10', 'y30'): 2, ('y10', 'y31'): 4, ('y11', 'y30'): 4, ('y11', 'y31'): 8}",14,149.60000000030504,"{'y00': [1339], 'y01': [1324], 'y10': [3862], 'y11': [3847], 'y20': [3877], 'y21': [3892], 'y30': [1445], 'y31': [1460]}",15811.00000000113,"{'y00': [777, 776], 'y01': [771], 'y10': [349], 'y11': [355], 'y20': [325], 'y21': [331], 'y30': [783], 'y31': [367, 807]}",7323.999999982789
13,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",2,2,"{('y00', 'y00'): -2.0, ('y00', 'y01'): 8, ('y00', 'y02'): 16, ('y00', 'y10'): 2, ('y00', 'y11'): 4, ('y00', 'y12'): 8, ('y01', 'y01'): 0.0, ('y01', 'y02'): 32, ('y01', 'y10'): 4, ('y01', 'y11'): 8, ('y01', 'y12'): 16, ('y02', 'y02'): 16.0, ('y02', 'y10'): 8, ('y02', 'y11'): 16, ('y02', 'y12'): 32, ('y10', 'y10'): -6.0, ('y10', 'y11'): 8, ('y10', 'y12'): 16, ('y11', 'y11'): -8.0, ('y11', 'y12'): 32, ('y12', 'y12'): 0.0, ('y20', 'y20'): -14.0, ('y20', 'y21'): 8, ('y20', 'y22'): 16, ('y20', 'y30'): 2, ('y20', 'y31'): 4, ('y20', 'y32'): 8, ('y21', 'y21'): -24.0, ('y21', 'y22'): 32, ('y21', 'y30'): 4, ('y21', 'y31'): 8, ('y21', 'y32'): 16, ('y22', 'y22'): -32.0, ('y22', 'y30'): 8, ('y22', 'y31'): 16, ('y22', 'y32'): 32, ('y30', 'y30'): -18.0, ('y30', 'y31'): 8, ('y30', 'y32'): 16, ('y31', 'y31'): -32.0, ('y31', 'y32'): 32, ('y32', 'y32'): -48.0, ('y00', 'y20'): 2, ('y00', 'y21'): 4, ('y00', 'y22'): 8, ('y01', 'y20'): 4, ('y01', 'y21'): 8, ('y01', 'y22'): 16, ('y02', 'y20'): 8, ('y02', 'y21'): 16, ('y02', 'y22'): 32, ('y10', 'y30'): 2, ('y10', 'y31'): 4, ('y10', 'y32'): 8, ('y11', 'y30'): 4, ('y11', 'y31'): 8, ('y11', 'y32'): 16, ('y12', 'y30'): 8, ('y12', 'y31'): 16, ('y12', 'y32'): 32}",56,167.19999999992297,"{'y00': [5067], 'y01': [5097, 2411], 'y02': [5052], 'y10': [2336, 4962], 'y11': [2306], 'y12': [2291], 'y20': [2352, 2351], 'y21': [2366, 2367], 'y22': [2276, 5142], 'y30': [5112], 'y31': [5127], 'y32': [2261, 5082]}",36612.99999999912,"{'y00': [615], 'y01': [603, 1007], 'y02': [555, 995], 'y10': [935, 608], 'y11': [947], 'y12': [959, 572], 'y20': [591, 923], 'y21': [971], 'y22': [621, 983], 'y30': [543], 'y31': [548, 549], 'y32': [1001, 531]}",16728.00000000052
14,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",2,3,"{('y00', 'y00'): -4.0, ('y00', 'y01'): 8, ('y00', 'y02'): 16, ('y00', 'y10'): 2, ('y00', 'y11'): 4, ('y00', 'y12'): 8, ('y01', 'y01'): -4.0, ('y01', 'y02'): 32, ('y01', 'y10'): 4, ('y01', 'y11'): 8, ('y01', 'y12'): 16, ('y02', 'y02'): 8.0, ('y02', 'y10'): 8, ('y02', 'y11'): 16, ('y02', 'y12'): 32, ('y10', 'y10'): -10.0, ('y10', 'y11'): 8, ('y10', 'y12'): 16, ('y11', 'y11'): -16.0, ('y11', 'y12'): 32, ('y12', 'y12'): -16.0, ('y20', 'y20'): -22.0, ('y20', 'y21'): 8, ('y20', 'y22'): 16, ('y20', 'y30'): 2, ('y20', 'y31'): 4, ('y20', 'y32'): 8, ('y21', 'y21'): -40.0, ('y21', 'y22'): 32, ('y21', 'y30'): 4, ('y21', 'y31'): 8, ('y21', 'y32'): 16, ('y22', 'y22'): -64.0, ('y22', 'y30'): 8, ('y22', 'y31'): 16, ('y22', 'y32'): 32, ('y30', 'y30'): -28.0, ('y30', 'y31'): 8, ('y30', 'y32'): 16, ('y31', 'y31'): -52.0, ('y31', 'y32'): 32, ('y32', 'y32'): -88.0, ('y00', 'y20'): 2, ('y00', 'y21'): 4, ('y00', 'y22'): 8, ('y01', 'y20'): 4, ('y01', 'y21'): 8, ('y01', 'y22'): 16, ('y02', 'y20'): 8, ('y02', 'y21'): 16, ('y02', 'y22'): 32, ('y10', 'y30'): 2, ('y10', 'y31'): 4, ('y10', 'y32'): 8, ('y11', 'y30'): 4, ('y11', 'y31'): 8, ('y11', 'y32'): 16, ('y12', 'y30'): 8, ('y12', 'y31'): 16, ('y12', 'y32'): 32}",126,168.99999999964166,"{'y00': [3159, 1816], 'y01': [1801, 3174], 'y02': [3249], 'y10': [1756], 'y11': [1741], 'y12': [3264, 1876], 'y20': [1726, 1725], 'y21': [3309, 1771], 'y22': [1711, 1710], 'y30': [3294], 'y31': [3324, 1786], 'y32': [3279]}",31031.00000000048,"{'y00': [927], 'y01': [932], 'y02': [944, 291], 'y10': [308, 920], 'y11': [327], 'y12': [332], 'y20': [320], 'y21': [939, 303], 'y22': [315], 'y30': [956], 'y31': [296, 915], 'y32': [951]}",35496.00000002328
15,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",3,1,"{('y00', 'y00'): -4.0, ('y00', 'y01'): 8, ('y00', 'y02'): 16, ('y00', 'y10'): 2, ('y00', 'y11'): 4, ('y00', 'y12'): 8, ('y01', 'y01'): -4.0, ('y01', 'y02'): 32, ('y01', 'y10'): 4, ('y01', 'y11'): 8, ('y01', 'y12'): 16, ('y02', 'y02'): 8.0, ('y02', 'y10'): 8, ('y02', 'y11'): 16, ('y02', 'y12'): 32, ('y10', 'y10'): -6.0, ('y10', 'y11'): 8, ('y10', 'y12'): 16, ('y11', 'y11'): -8.0, ('y11', 'y12'): 32, ('y12', 'y12'): 0.0, ('y20', 'y20'): -10.0, ('y20', 'y21'): 8, ('y20', 'y22'): 16, ('y20', 'y30'): 2, ('y20', 'y31'): 4, ('y20', 'y32'): 8, ('y21', 'y21'): -16.0, ('y21', 'y22'): 32, ('y21', 'y30'): 4, ('y21', 'y31'): 8, ('y21', 'y32'): 16, ('y22', 'y22'): -16.0, ('y22', 'y30'): 8, ('y22', 'y31'): 16, ('y22', 'y32'): 32, ('y30', 'y30'): -12.0, ('y30', 'y31'): 8, ('y30', 'y32'): 16, ('y31', 'y31'): -20.0, ('y31', 'y32'): 32, ('y32', 'y32'): -24.0, ('y00', 'y20'): 2, ('y00', 'y21'): 4, ('y00', 'y22'): 8, ('y01', 'y20'): 4, ('y01', 'y21'): 8, ('y01', 'y22'): 16, ('y02', 'y20'): 8, ('y02', 'y21'): 16, ('y02', 'y22'): 32, ('y10', 'y30'): 2, ('y10', 'y31'): 4, ('y10', 'y32'): 8, ('y11', 'y30'): 4, ('y11', 'y31'): 8, ('y11', 'y32'): 16, ('y12', 'y30'): 8, ('y12', 'y31'): 16, ('y12', 'y32'): 32}",30,240.0000000005065,"{'y00': [4397, 4398], 'y01': [4367, 563], 'y02': [548, 4352], 'y10': [517, 4307], 'y11': [607], 'y12': [622], 'y20': [4382, 457], 'y21': [502], 'y22': [487], 'y30': [4322], 'y31': [4337], 'y32': [4291, 532, 4292]}",33037.000000000204,"{'y00': [176], 'y01': [895, 152], 'y02': [188, 883], 'y10': [949], 'y11': [943, 147], 'y12': [955], 'y20': [207, 931], 'y21': [171, 937], 'y22': [919], 'y30': [159], 'y31': [164], 'y32': [925, 183]}",29365.999999981796
16,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",3,2,"{('y00', 'y00'): -6.0, ('y00', 'y01'): 8, ('y00', 'y02'): 16, ('y00', 'y10'): 2, ('y00', 'y11'): 4, ('y00', 'y12'): 8, ('y01', 'y01'): -8.0, ('y01', 'y02'): 32, ('y01', 'y10'): 4, ('y01', 'y11'): 8, ('y01', 'y12'): 16, ('y02', 'y02'): 0.0, ('y02', 'y10'): 8, ('y02', 'y11'): 16, ('y02', 'y12'): 32, ('y10', 'y10'): -10.0, ('y10', 'y11'): 8, ('y10', 'y12'): 16, ('y11', 'y11'): -16.0, ('y11', 'y12'): 32, ('y12', 'y12'): -16.0, ('y20', 'y20'): -18.0, ('y20', 'y21'): 8, ('y20', 'y22'): 16, ('y20', 'y30'): 2, ('y20', 'y31'): 4, ('y20', 'y32'): 8, ('y21', 'y21'): -32.0, ('y21', 'y22'): 32, ('y21', 'y30'): 4, ('y21', 'y31'): 8, ('y21', 'y32'): 16, ('y22', 'y22'): -48.0, ('y22', 'y30'): 8, ('y22', 'y31'): 16, ('y22', 'y32'): 32, ('y30', 'y30'): -22.0, ('y30', 'y31'): 8, ('y30', 'y32'): 16, ('y31', 'y31'): -40.0, ('y31', 'y32'): 32, ('y32', 'y32'): -64.0, ('y00', 'y20'): 2, ('y00', 'y21'): 4, ('y00', 'y22'): 8, ('y01', 'y20'): 4, ('y01', 'y21'): 8, ('y01', 'y22'): 16, ('y02', 'y20'): 8, ('y02', 'y21'): 16, ('y02', 'y22'): 32, ('y10', 'y30'): 2, ('y10', 'y31'): 4, ('y10', 'y32'): 8, ('y11', 'y30'): 4, ('y11', 'y31'): 8, ('y11', 'y32'): 16, ('y12', 'y30'): 8, ('y12', 'y31'): 16, ('y12', 'y32'): 32}",84,214.20000000063047,"{'y00': [5440], 'y01': [5455], 'y02': [5485, 1903], 'y10': [1963], 'y11': [1933, 5470], 'y12': [1978], 'y20': [2068, 5410], 'y21': [5335, 1948], 'y22': [2008, 2009], 'y30': [5395, 5394], 'y31': [1993, 5320], 'y32': [5425, 2053]}",36053.00000000078,"{'y00': [961], 'y01': [967], 'y02': [147, 1003], 'y10': [177], 'y11': [171], 'y12': [997, 165], 'y20': [979, 159], 'y21': [183], 'y22': [189], 'y30': [985], 'y31': [141, 973], 'y32': [990, 991]}",22088.99999999403
17,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",3,3,"{('y00', 'y00'): -8.0, ('y00', 'y01'): 8, ('y00', 'y02'): 16, ('y00', 'y03'): 32, ('y00', 'y10'): 2, ('y00', 'y11'): 4, ('y00', 'y12'): 8, ('y00', 'y13'): 16, ('y01', 'y01'): -12.0, ('y01', 'y02'): 32, ('y01', 'y03'): 64, ('y01', 'y10'): 4, ('y01', 'y11'): 8, ('y01', 'y12'): 16, ('y01', 'y13'): 32, ('y02', 'y02'): -8.0, ('y02', 'y03'): 128, ('y02', 'y10'): 8, ('y02', 'y11'): 16, ('y02', 'y12'): 32, ('y02', 'y13'): 64, ('y03', 'y03'): 48.0, ('y03', 'y10'): 16, ('y03', 'y11'): 32, ('y03', 'y12'): 64, ('y03', 'y13'): 128, ('y10', 'y10'): -14.0, ('y10', 'y11'): 8, ('y10', 'y12'): 16, ('y10', 'y13'): 32, ('y11', 'y11'): -24.0, ('y11', 'y12'): 32, ('y11', 'y13'): 64, ('y12', 'y12'): -32.0, ('y12', 'y13'): 128, ('y13', 'y13'): 0.0, ('y20', 'y20'): -26.0, ('y20', 'y21'): 8, ('y20', 'y22'): 16, ('y20', 'y23'): 32, ('y20', 'y30'): 2, ('y20', 'y31'): 4, ('y20', 'y32'): 8, ('y20', 'y33'): 16, ('y21', 'y21'): -48.0, ('y21', 'y22'): 32, ('y21', 'y23'): 64, ('y21', 'y30'): 4, ('y21', 'y31'): 8, ('y21', 'y32'): 16, ('y21', 'y33'): 32, ('y22', 'y22'): -80.0, ('y22', 'y23'): 128, ('y22', 'y30'): 8, ('y22', 'y31'): 16, ('y22', 'y32'): 32, ('y22', 'y33'): 64, ('y23', 'y23'): -96.0, ('y23', 'y30'): 16, ('y23', 'y31'): 32, ('y23', 'y32'): 64, ('y23', 'y33'): 128, ('y30', 'y30'): -32.0, ('y30', 'y31'): 8, ('y30', 'y32'): 16, ('y30', 'y33'): 32, ('y31', 'y31'): -60.0, ('y31', 'y32'): 32, ('y31', 'y33'): 64, ('y32', 'y32'): -104.0, ('y32', 'y33'): 128, ('y33', 'y33'): -144.0, ('y00', 'y20'): 2, ('y00', 'y21'): 4, ('y00', 'y22'): 8, ('y00', 'y23'): 16, ('y01', 'y20'): 4, ('y01', 'y21'): 8, ('y01', 'y22'): 16, ('y01', 'y23'): 32, ('y02', 'y20'): 8, ('y02', 'y21'): 16, ('y02', 'y22'): 32, ('y02', 'y23'): 64, ('y03', 'y20'): 16, ('y03', 'y21'): 32, ('y03', 'y22'): 64, ('y03', 'y23'): 128, ('y10', 'y30'): 2, ('y10', 'y31'): 4, ('y10', 'y32'): 8, ('y10', 'y33'): 16, ('y11', 'y30'): 4, ('y11', 'y31'): 8, ('y11', 'y32'): 16, ('y11', 'y33'): 32, ('y12', 'y30'): 8, ('y12', 'y31'): 16, ('y12', 'y32'): 32, ('y12', 'y33'): 64, ('y13', 'y30'): 16, ('y13', 'y31'): 32, ('y13', 'y32'): 64, ('y13', 'y33'): 128}",166,297.9999999997318,"{'y00': [1019, 5675], 'y01': [974], 'y02': [989], 'y03': [5719, 1004], 'y10': [5630, 5629], 'y11': [1169, 5585, 5584], 'y12': [5660, 5659, 1064], 'y13': [5614, 5615], 'y20': [5569, 5568], 'y21': [5645, 869, 5644], 'y22': [5554, 5553], 'y23': [854, 5599, 5600], 'y30': [1034], 'y31': [1049], 'y32': [899, 5539], 'y33': [5524, 884]}",70577.00000000012,"{'y00': [1041, 400], 'y01': [388, 387], 'y02': [393], 'y03': [1017, 424], 'y10': [1024, 453], 'y11': [1036, 436], 'y12': [1048], 'y13': [1012, 460], 'y20': [981, 369], 'y21': [1005, 357], 'y22': [1053], 'y23': [381, 1029], 'y30': [417], 'y31': [411, 412], 'y32': [976, 429], 'y33': [405, 988]}",54940.99999998525
18,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",2,1,"{('y00', 'y00'): 0.0, ('y00', 'y01'): 8, ('y00', 'y10'): 2, ('y00', 'y11'): 4, ('y01', 'y01'): 4.0, ('y01', 'y10'): 4, ('y01', 'y11'): 8, ('y10', 'y10'): -2.0, ('y10', 'y11'): 8, ('y11', 'y11'): 0.0, ('y20', 'y20'): -2.0, ('y20', 'y21'): 8, ('y20', 'y30'): 2, ('y20', 'y31'): 4, ('y21', 'y21'): 0.0, ('y21', 'y30'): 4, ('y21', 'y31'): 8, ('y30', 'y30'): -4.0, ('y30', 'y31'): 8, ('y31', 'y31'): -4.0, ('y00', 'y20'): 2, ('y00', 'y21'): 4, ('y00', 'y40'): 2, ('y00', 'y41'): 4, ('y01', 'y20'): 4, ('y01', 'y21'): 8, ('y01', 'y40'): 4, ('y01', 'y41'): 8, ('y20', 'y40'): 2, ('y20', 'y41'): 4, ('y21', 'y40'): 4, ('y21', 'y41'): 8, ('y40', 'y40'): -4.0, ('y40', 'y41'): 8, ('y41', 'y41'): -4.0, ('y10', 'y30'): 2, ('y10', 'y31'): 4, ('y10', 'y40'): 2, ('y10', 'y41'): 4, ('y11', 'y30'): 4, ('y11', 'y31'): 8, ('y11', 'y40'): 4, ('y11', 'y41'): 8, ('y30', 'y40'): 2, ('y30', 'y41'): 4, ('y31', 'y40'): 4, ('y31', 'y41'): 8}",6,138.60000000001094,"{'y00': [3973], 'y01': [3988], 'y10': [2540], 'y11': [2525], 'y20': [2570], 'y21': [2555], 'y30': [2660, 3913], 'y31': [3943], 'y40': [3928, 2495], 'y41': [3958, 2600]}",26892.00000000014,"{'y00': [1132], 'y01': [1138], 'y10': [461], 'y11': [466], 'y20': [473], 'y21': [478], 'y30': [1120], 'y31': [1126], 'y40': [442, 1114], 'y41': [437, 1108]}",9797
19,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",2,2,"{('y00', 'y00'): -4.0, ('y00', 'y01'): 8, ('y00', 'y02'): 16, ('y00', 'y10'): 2, ('y00', 'y11'): 4, ('y00', 'y12'): 8, ('y01', 'y01'): -4.0, ('y01', 'y02'): 32, ('y01', 'y10'): 4, ('y01', 'y11'): 8, ('y01', 'y12'): 16, ('y02', 'y02'): 8.0, ('y02', 'y10'): 8, ('y02', 'y11'): 16, ('y02', 'y12'): 32, ('y10', 'y10'): -8.0, ('y10', 'y11'): 8, ('y10', 'y12'): 16, ('y11', 'y11'): -12.0, ('y11', 'y12'): 32, ('y12', 'y12'): -8.0, ('y20', 'y20'): -8.0, ('y20', 'y21'): 8, ('y20', 'y22'): 16, ('y20', 'y30'): 2, ('y20', 'y31'): 4, ('y20', 'y32'): 8, ('y21', 'y21'): -12.0, ('y21', 'y22'): 32, ('y21', 'y30'): 4, ('y21', 'y31'): 8, ('y21', 'y32'): 16, ('y22', 'y22'): -8.0, ('y22', 'y30'): 8, ('y22', 'y31'): 16, ('y22', 'y32'): 32, ('y30', 'y30'): -12.0, ('y30', 'y31'): 8, ('y30', 'y32'): 16, ('y31', 'y31'): -20.0, ('y31', 'y32'): 32, ('y32', 'y32'): -24.0, ('y00', 'y20'): 2, ('y00', 'y21'): 4, ('y00', 'y22'): 8, ('y00', 'y40'): 2, ('y00', 'y41'): 4, ('y00', 'y42'): 8, ('y01', 'y20'): 4, ('y01', 'y21'): 8, ('y01', 'y22'): 16, ('y01', 'y40'): 4, ('y01', 'y41'): 8, ('y01', 'y42'): 16, ('y02', 'y20'): 8, ('y02', 'y21'): 16, ('y02', 'y22'): 32, ('y02', 'y40'): 8, ('y02', 'y41'): 16, ('y02', 'y42'): 32, ('y20', 'y40'): 2, ('y20', 'y41'): 4, ('y20', 'y42'): 8, ('y21', 'y40'): 4, ('y21', 'y41'): 8, ('y21', 'y42'): 16, ('y22', 'y40'): 8, ('y22', 'y41'): 16, ('y22', 'y42'): 32, ('y40', 'y40'): -14.0, ('y40', 'y41'): 8, ('y40', 'y42'): 16, ('y41', 'y41'): -24.0, ('y41', 'y42'): 32, ('y42', 'y42'): -32.0, ('y10', 'y30'): 2, ('y10', 'y31'): 4, ('y10', 'y32'): 8, ('y10', 'y40'): 2, ('y10', 'y41'): 4, ('y10', 'y42'): 8, ('y11', 'y30'): 4, ('y11', 'y31'): 8, ('y11', 'y32'): 16, ('y11', 'y40'): 4, ('y11', 'y41'): 8, ('y11', 'y42'): 16, ('y12', 'y30'): 8, ('y12', 'y31'): 16, ('y12', 'y32'): 32, ('y12', 'y40'): 8, ('y12', 'y41'): 16, ('y12', 'y42'): 32, ('y30', 'y40'): 2, ('y30', 'y41'): 4, ('y30', 'y42'): 8, ('y31', 'y40'): 4, ('y31', 'y41'): 8, ('y31', 'y42'): 16, ('y32', 'y40'): 8, ('y32', 'y41'): 16, ('y32', 'y42'): 32}",38,176.59999999999343,"{'y00': [154, 153, 3825], 'y01': [3676, 3675], 'y02': [3660, 3661], 'y10': [168, 169], 'y11': [3690, 364, 3691], 'y12': [184, 3780], 'y20': [258, 259], 'y21': [3735, 288], 'y22': [243, 244], 'y30': [3706, 3705], 'y31': [229, 3795], 'y32': [3750, 304], 'y40': [3720, 273], 'y41': [199, 3765], 'y42': [214, 3630]}",66229.99999999913,"{'y00': [274, 273], 'y01': [196, 1094], 'y02': [268], 'y10': [1070], 'y11': [1075, 1076], 'y12': [1022, 208], 'y20': [220, 1010], 'y21': [1058], 'y22': [1063, 1064], 'y30': [256, 1028], 'y31': [244], 'y32': [249, 250], 'y40': [1082, 238], 'y41': [232, 1046], 'y42': [1034, 280]}",73340.00000003015
