index,graph_num,Adjacency_list,a,d,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime/microseconds,Gurobi_num_vars,Gurobi_num_constrs,Gurobi_nonzero_coefs
10,57,"[[0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 1, 1], [1, 0, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0], [1, 1, 1, 1, 0, 0]]",3.0,2.0,Y,"{0: 9, 1: 3, 2: 7, 3: 11, 4: 5, 5: 13}","{(0, 3): 6, (0, 4): 2, (0, 5): 1, (1, 4): 2, (1, 5): 1, (2, 4): 1, (2, 5): 6, (3, 5): 5}",1998.1861114501953,44.0,18.0,124.0
11,60,"[[0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 1, 1], [1, 0, 0, 0, 1, 1], [1, 1, 1, 1, 0, 0], [1, 1, 1, 1, 0, 0]]",2.0,2.0,Y,"{0: 4, 1: 2, 2: 10, 3: 6, 4: 12, 5: 8}","{(0, 3): 1, (0, 4): 1, (0, 5): 2, (1, 4): 1, (1, 5): 1, (2, 4): 6, (2, 5): 4, (3, 4): 4, (3, 5): 1}",497.1027374267578,45.0,18.0,126.0
12,70,"[[0, 0, 0, 1, 1, 1], [0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 1, 0], [1, 1, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1], [1, 0, 0, 1, 1, 0]]",2.0,2.0,Y,"{0: 6, 1: 2, 2: 10, 3: 8, 4: 12, 5: 4}","{(0, 3): 4, (0, 4): 1, (0, 5): 1, (1, 3): 2, (2, 4): 10, (3, 5): 2, (4, 5): 1}",584.8407745361328,43.0,18.0,122.0
13,88,"[[0, 0, 0, 1, 1, 1], [0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 1], [1, 1, 0, 0, 0, 1], [1, 1, 0, 0, 0, 1], [1, 1, 1, 1, 1, 0]]",2.0,2.0,Y,"{0: 12, 1: 4, 2: 2, 3: 10, 4: 6, 5: 8}","{(0, 3): 7, (0, 4): 4, (0, 5): 1, (1, 3): 1, (1, 4): 1, (1, 5): 2, (2, 5): 2, (3, 5): 2, (4, 5): 1}",120.1629638671875,45.0,18.0,126.0
14,91,"[[0, 0, 0, 1, 1, 1], [0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 1], [1, 1, 0, 0, 1, 1], [1, 1, 0, 1, 0, 1], [1, 0, 1, 1, 1, 0]]",3.0,2.0,Y,"{0: 3, 1: 5, 2: 9, 3: 7, 4: 11, 5: 13}","{(0, 3): 1, (0, 4): 1, (0, 5): 1, (1, 3): 1, (1, 4): 4, (2, 5): 9, (3, 4): 4, (3, 5): 1, (4, 5): 2}",633.0013275146484,45.0,18.0,126.0
15,98,"[[0, 0, 0, 1, 1, 1], [0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 1, 1], [1, 1, 0, 0, 0, 0], [1, 1, 1, 0, 0, 1], [1, 1, 1, 0, 1, 0]]",2.0,2.0,Y,"{0: 12, 1: 6, 2: 2, 3: 8, 4: 4, 5: 10}","{(0, 3): 4, (0, 4): 1, (0, 5): 7, (1, 3): 4, (1, 4): 1, (1, 5): 1, (2, 4): 1, (2, 5): 1, (4, 5): 1}",33.14018249511719,45.0,18.0,126.0
16,109,"[[0, 0, 0, 1, 1, 1], [0, 0, 0, 1, 1, 1], [0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 0, 1], [1, 1, 1, 0, 0, 1], [1, 1, 1, 1, 1, 0]]",3.0,2.0,Y,"{0: 5, 1: 3, 2: 7, 3: 11, 4: 9, 5: 13}","{(0, 3): 1, (0, 4): 2, (0, 5): 2, (1, 3): 1, (1, 4): 1, (1, 5): 1, (2, 3): 1, (2, 4): 5, (2, 5): 1, (3, 5): 8, (4, 5): 1}",572.9198455810547,47.0,18.0,130.0
17,110,"[[0, 0, 0, 1, 1, 1], [0, 0, 0, 1, 1, 1], [0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 1, 1], [1, 1, 1, 1, 0, 1], [1, 1, 1, 1, 1, 0]]",3.0,2.0,Y,"{0: 7, 1: 3, 2: 11, 3: 9, 4: 5, 5: 13}","{(0, 3): 4, (0, 4): 1, (0, 5): 2, (1, 3): 1, (1, 4): 1, (1, 5): 1, (2, 3): 2, (2, 4): 1, (2, 5): 8, (3, 4): 1, (3, 5): 1, (4, 5): 1}",52.928924560546875,48.0,18.0,132.0
18,114,"[[0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 1, 1], [0, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0], [1, 1, 1, 0, 0, 0]]",3.0,2.0,Y,"{0: 5, 1: 13, 2: 7, 3: 9, 4: 3, 5: 11}","{(0, 2): 1, (0, 4): 1, (0, 5): 3, (1, 3): 9, (1, 5): 4, (2, 4): 2, (2, 5): 4}",776.0524749755859,43.0,18.0,122.0
19,115,"[[0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 1, 1], [0, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 1], [1, 1, 1, 0, 1, 0]]",2.0,2.0,Y,"{0: 12, 1: 6, 2: 10, 3: 2, 4: 4, 5: 8}","{(0, 2): 8, (0, 4): 2, (0, 5): 2, (1, 3): 2, (1, 5): 4, (2, 4): 1, (2, 5): 1, (4, 5): 1}",578.8803100585938,44.0,18.0,124.0
20,130,"[[0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 1, 1], [0, 1, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0], [1, 1, 1, 1, 0, 0]]",3.0,2.0,Y,"{0: 13, 1: 5, 2: 9, 3: 7, 4: 3, 5: 11}","{(0, 2): 7, (0, 4): 1, (0, 5): 5, (1, 3): 3, (1, 4): 1, (1, 5): 1, (2, 4): 1, (2, 5): 1, (3, 5): 4}",115.87142944335938,45.0,18.0,126.0
21,133,"[[0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 1, 1], [0, 1, 0, 0, 1, 1], [1, 1, 1, 1, 0, 0], [1, 1, 1, 1, 0, 0]]",3.0,2.0,Y,"{0: 9, 1: 11, 2: 7, 3: 3, 4: 13, 5: 5}","{(0, 2): 5, (0, 4): 2, (0, 5): 2, (1, 3): 1, (1, 4): 9, (1, 5): 1, (2, 4): 1, (2, 5): 1, (3, 4): 1, (3, 5): 1}",1000.1659393310547,46.0,18.0,128.0
22,140,"[[0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1], [1, 0, 0, 1, 1, 1], [1, 0, 1, 0, 0, 0], [1, 1, 1, 0, 0, 1], [1, 1, 1, 0, 1, 0]]",3.0,2.0,Y,"{0: 5, 1: 3, 2: 13, 3: 11, 4: 9, 5: 7}","{(0, 2): 1, (0, 3): 1, (0, 4): 2, (0, 5): 1, (1, 4): 2, (1, 5): 1, (2, 3): 10, (2, 4): 1, (2, 5): 1, (4, 5): 4}",658.0352783203125,46.0,18.0,128.0
23,148,"[[0, 0, 1, 1, 0, 1], [0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 1, 0], [1, 1, 0, 0, 0, 1], [0, 1, 1, 0, 0, 0], [1, 1, 0, 1, 0, 0]]",3.0,2.0,Y,"{0: 3, 1: 13, 2: 5, 3: 9, 4: 11, 5: 7}","{(0, 2): 1, (0, 3): 1, (0, 5): 1, (1, 3): 4, (1, 4): 7, (1, 5): 2, (2, 4): 4, (3, 5): 4}",473.97613525390625,44.0,18.0,124.0
24,149,"[[0, 0, 1, 1, 0, 1], [0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 1, 1], [1, 1, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 1, 1, 0, 0, 0]]",2.0,2.0,Y,"{0: 4, 1: 12, 2: 6, 3: 2, 4: 8, 5: 10}","{(0, 2): 1, (0, 3): 1, (0, 5): 2, (1, 3): 1, (1, 4): 4, (1, 5): 7, (2, 4): 4, (2, 5): 1}",505.9242248535156,44.0,18.0,124.0
25,153,"[[0, 0, 1, 1, 0, 1], [0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 1, 1], [1, 1, 0, 0, 0, 1], [0, 1, 1, 0, 0, 1], [1, 1, 1, 1, 1, 0]]",3.0,2.0,Y,"{0: 3, 1: 13, 2: 7, 3: 9, 4: 11, 5: 5}","{(0, 2): 1, (0, 3): 1, (0, 5): 1, (1, 3): 7, (1, 4): 5, (1, 5): 1, (2, 4): 5, (2, 5): 1, (3, 5): 1, (4, 5): 1}",590.0859832763672,46.0,18.0,128.0
26,158,"[[0, 0, 1, 1, 1, 1], [0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 1, 1], [1, 1, 0, 0, 0, 1], [1, 1, 1, 0, 0, 1], [1, 1, 1, 1, 1, 0]]",3.0,2.0,Y,"{0: 5, 1: 3, 2: 7, 3: 9, 4: 11, 5: 13}","{(0, 2): 1, (0, 3): 1, (0, 4): 2, (0, 5): 1, (1, 3): 1, (1, 4): 1, (1, 5): 1, (2, 4): 5, (2, 5): 1, (3, 5): 7, (4, 5): 3}",668.0488586425781,47.0,18.0,130.0
27,161,"[[0, 0, 1, 1, 1, 1], [0, 0, 1, 1, 1, 0], [1, 1, 0, 0, 1, 1], [1, 1, 0, 0, 0, 1], [1, 1, 1, 0, 0, 1], [1, 0, 1, 1, 1, 0]]",3.0,2.0,Y,"{0: 13, 1: 3, 2: 11, 3: 9, 4: 7, 5: 5}","{(0, 2): 4, (0, 3): 7, (0, 4): 1, (0, 5): 1, (1, 2): 1, (1, 3): 1, (1, 4): 1, (2, 4): 4, (2, 5): 2, (3, 5): 1, (4, 5): 1}",470.87669372558594,47.0,18.0,130.0
28,164,"[[0, 0, 1, 1, 1, 1], [0, 0, 1, 1, 1, 1], [1, 1, 0, 0, 1, 1], [1, 1, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0], [1, 1, 1, 1, 0, 0]]",3.0,2.0,Y,"{0: 9, 1: 7, 2: 11, 3: 5, 4: 3, 5: 13}","{(0, 2): 1, (0, 3): 2, (0, 4): 1, (0, 5): 5, (1, 2): 3, (1, 3): 2, (1, 4): 1, (1, 5): 1, (2, 4): 1, (2, 5): 6, (3, 5): 1}",473.0224609375,47.0,18.0,130.0
29,165,"[[0, 0, 1, 1, 1, 1], [0, 0, 1, 1, 1, 1], [1, 1, 0, 0, 1, 1], [1, 1, 0, 0, 0, 1], [1, 1, 1, 0, 0, 1], [1, 1, 1, 1, 1, 0]]",3.0,2.0,Y,"{0: 9, 1: 7, 2: 11, 3: 3, 4: 5, 5: 13}","{(0, 2): 1, (0, 3): 1, (0, 4): 1, (0, 5): 6, (1, 2): 4, (1, 3): 1, (1, 4): 1, (1, 5): 1, (2, 4): 2, (2, 5): 4, (3, 5): 1, (4, 5): 1}",447.0348358154297,48.0,18.0,132.0
