index,graph_num,Adjacency_list,a,d,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime/microseconds,Gurobi_num_vars,Gurobi_num_constrs,Gurobi_nonzero_coefs
10,397,"[[0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 1], [1, 1, 0, 0, 0, 1, 1], [1, 1, 0, 0, 1, 0, 1], [1, 1, 1, 1, 1, 1, 0]]",2.0,2.0,Y,"{0: 6, 1: 12, 2: 2, 3: 4, 4: 10, 5: 8, 6: 14}","{(0, 4): 1, (0, 5): 1, (0, 6): 4, (1, 4): 7, (1, 5): 4, (1, 6): 1, (2, 6): 2, (3, 6): 4, (4, 5): 1, (4, 6): 1, (5, 6): 2}",447.98851013183594,11.0,7.0,22.0
11,481,"[[0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 1, 0], [1, 1, 1, 0, 0, 0, 1], [1, 1, 0, 1, 0, 0, 0], [1, 1, 1, 0, 1, 0, 0]]",3.0,1.0,Y,"{0: 5, 1: 6, 2: 4, 3: 3, 4: 7, 5: 9, 6: 8}","{(0, 4): 1, (0, 5): 2, (0, 6): 2, (1, 4): 1, (1, 5): 4, (1, 6): 1, (2, 4): 2, (2, 6): 2, (3, 5): 3, (4, 6): 3}",149.9652862548828,10.0,7.0,20.0
12,556,"[[0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1], [1, 1, 1, 1, 0, 0, 1], [1, 1, 1, 1, 0, 0, 1], [1, 1, 1, 1, 1, 1, 0]]",3.0,1.0,Y,"{0: 6, 1: 5, 2: 4, 3: 3, 4: 7, 5: 8, 6: 9}","{(0, 4): 2, (0, 5): 3, (0, 6): 1, (1, 4): 1, (1, 5): 2, (1, 6): 2, (2, 4): 1, (2, 5): 1, (2, 6): 2, (3, 4): 1, (3, 5): 1, (3, 6): 1, (4, 6): 2, (5, 6): 1}",33.855438232421875,14.0,7.0,28.0
13,688,"[[0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0, 1], [1, 1, 0, 1, 0, 0, 1], [1, 1, 1, 0, 1, 1, 0]]",3.0,3.0,Y,"{0: 12, 1: 9, 2: 15, 3: 6, 4: 3, 5: 18, 6: 21}","{(0, 3): 2, (0, 5): 7, (0, 6): 3, (1, 4): 2, (1, 5): 6, (1, 6): 1, (2, 6): 15, (3, 5): 4, (4, 6): 1, (5, 6): 1}",148.0579376220703,10.0,7.0,20.0
14,791,"[[0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 1, 1, 0], [1, 0, 0, 0, 0, 0, 1], [0, 1, 1, 0, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0], [1, 1, 0, 1, 1, 0, 0]]",2.0,2.0,Y,"{0: 2, 1: 4, 2: 14, 3: 8, 4: 6, 5: 12, 6: 10}","{(0, 3): 1, (0, 6): 1, (1, 4): 1, (1, 5): 2, (1, 6): 1, (2, 4): 4, (2, 5): 10, (3, 6): 7, (4, 6): 1}",139.9517059326172,9.0,7.0,18.0
15,880,"[[0, 0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 0, 0, 1], [0, 1, 1, 0, 0, 1, 0], [1, 1, 0, 0, 1, 0, 1], [0, 1, 1, 1, 0, 1, 0]]",3.0,3.0,Y,"{0: 3, 1: 12, 2: 15, 3: 6, 4: 21, 5: 18, 6: 9}","{(0, 3): 2, (0, 5): 1, (1, 4): 2, (1, 5): 9, (1, 6): 1, (2, 4): 12, (2, 6): 3, (3, 6): 4, (4, 5): 7, (5, 6): 1}",255.10787963867188,10.0,7.0,20.0
16,1214,"[[0, 0, 0, 1, 1, 0, 1], [0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 1], [1, 1, 0, 0, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0], [1, 1, 0, 1, 1, 0, 0]]",3.0,3.0,Y,"{0: 12, 1: 21, 2: 3, 3: 6, 4: 9, 5: 18, 6: 15}","{(0, 3): 1, (0, 4): 3, (0, 6): 8, (1, 4): 5, (1, 5): 15, (1, 6): 1, (2, 5): 3, (3, 6): 5, (4, 6): 1}",221.01402282714844,9.0,7.0,18.0
17,1248,"[[0, 0, 0, 1, 1, 0, 1], [0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 1, 1], [1, 1, 0, 0, 0, 0, 1], [0, 1, 1, 1, 0, 0, 0], [1, 1, 0, 1, 1, 0, 0]]",2.0,2.0,Y,"{0: 6, 1: 4, 2: 2, 3: 12, 4: 8, 5: 10, 6: 14}","{(0, 3): 2, (0, 4): 1, (0, 6): 3, (1, 4): 1, (1, 5): 2, (1, 6): 1, (2, 5): 2, (3, 5): 6, (3, 6): 4, (4, 6): 6}",118.01719665527344,10.0,7.0,20.0
18,1383,"[[0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 1, 1], [1, 0, 0, 0, 0, 0, 1], [1, 1, 0, 0, 0, 1, 1], [1, 1, 1, 0, 1, 0, 1], [1, 1, 1, 1, 1, 1, 0]]",2.0,2.0,Y,"{0: 4, 1: 14, 2: 2, 3: 6, 4: 12, 5: 8, 6: 10}","{(0, 3): 1, (0, 4): 1, (0, 5): 1, (0, 6): 1, (1, 4): 9, (1, 5): 4, (1, 6): 1, (2, 5): 1, (2, 6): 1, (3, 6): 5, (4, 5): 1, (4, 6): 1, (5, 6): 1}",28.133392333984375,13.0,7.0,26.0
19,1441,"[[0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 1, 1, 1], [1, 1, 0, 1, 0, 0, 1], [1, 1, 0, 1, 0, 0, 1], [1, 0, 1, 1, 1, 1, 0]]",3.0,1.0,Y,"{0: 9, 1: 3, 2: 4, 3: 7, 4: 6, 5: 5, 6: 8}","{(0, 3): 4, (0, 4): 2, (0, 5): 2, (0, 6): 1, (1, 4): 2, (1, 5): 1, (2, 6): 4, (3, 4): 1, (3, 5): 1, (3, 6): 1, (4, 6): 1, (5, 6): 1}",22.88818359375,12.0,7.0,24.0
20,1485,"[[0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 1, 1], [1, 0, 0, 0, 1, 0, 1], [1, 1, 0, 1, 0, 0, 0], [1, 1, 1, 0, 0, 0, 1], [1, 0, 1, 1, 0, 1, 0]]",2.0,2.0,Y,"{0: 10, 1: 2, 2: 4, 3: 12, 4: 14, 5: 6, 6: 8}","{(0, 3): 1, (0, 4): 7, (0, 5): 1, (0, 6): 1, (1, 4): 1, (1, 5): 1, (2, 5): 3, (2, 6): 1, (3, 4): 6, (3, 6): 5, (5, 6): 1}",26.941299438476562,11.0,7.0,22.0
21,1540,"[[0, 0, 0, 1, 1, 0, 1], [0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 1, 1, 0], [1, 0, 0, 0, 0, 1, 1], [1, 1, 1, 0, 0, 0, 1], [0, 1, 1, 1, 0, 0, 1], [1, 0, 0, 1, 1, 1, 0]]",3.0,1.0,Y,"{0: 4, 1: 3, 2: 6, 3: 5, 4: 8, 5: 7, 6: 9}","{(0, 3): 1, (0, 4): 1, (0, 6): 2, (1, 4): 2, (1, 5): 1, (2, 4): 3, (2, 5): 3, (3, 5): 1, (3, 6): 3, (4, 6): 2, (5, 6): 2}",25.033950805664062,11.0,7.0,22.0
22,1591,"[[0, 0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0, 1], [0, 1, 1, 1, 1, 1, 0]]",2.0,2.0,Y,"{0: 6, 1: 4, 2: 12, 3: 2, 4: 8, 5: 10, 6: 14}","{(0, 3): 1, (0, 4): 1, (0, 5): 4, (1, 4): 1, (1, 5): 1, (1, 6): 2, (2, 4): 5, (2, 5): 1, (2, 6): 6, (3, 6): 1, (4, 6): 1, (5, 6): 4}",320.19615173339844,12.0,7.0,24.0
23,1599,"[[0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 1, 1, 0], [1, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0, 1], [1, 1, 0, 0, 1, 1, 0]]",3.0,3.0,Y,"{0: 15, 1: 9, 2: 6, 3: 3, 4: 12, 5: 18, 6: 21}","{(0, 3): 3, (0, 4): 5, (0, 5): 1, (0, 6): 6, (1, 4): 5, (1, 5): 1, (1, 6): 3, (2, 4): 1, (2, 5): 5, (4, 6): 1, (5, 6): 11}",28.133392333984375,11.0,7.0,22.0
24,1717,"[[0, 0, 0, 1, 1, 0, 1], [0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 1, 1, 0], [1, 1, 0, 0, 0, 1, 1], [1, 0, 1, 0, 0, 1, 1], [0, 1, 1, 1, 1, 0, 0], [1, 1, 0, 1, 1, 0, 0]]",2.0,2.0,Y,"{0: 8, 1: 6, 2: 2, 3: 12, 4: 4, 5: 10, 6: 14}","{(0, 3): 1, (0, 4): 1, (0, 6): 6, (1, 3): 1, (1, 5): 1, (1, 6): 4, (2, 4): 1, (2, 5): 1, (3, 5): 7, (3, 6): 3, (4, 5): 1, (4, 6): 1}",30.994415283203125,12.0,7.0,24.0
25,1809,"[[0, 0, 0, 1, 1, 0, 1], [0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 1, 1, 1], [1, 1, 0, 0, 1, 1, 1], [1, 0, 1, 1, 0, 1, 1], [0, 1, 1, 1, 1, 0, 0], [1, 1, 1, 1, 1, 0, 0]]",3.0,3.0,Y,"{0: 3, 1: 9, 2: 6, 3: 15, 4: 18, 5: 12, 6: 21}","{(0, 3): 1, (0, 4): 1, (0, 6): 1, (1, 3): 1, (1, 5): 1, (1, 6): 7, (2, 4): 1, (2, 5): 1, (2, 6): 4, (3, 4): 5, (3, 5): 1, (3, 6): 7, (4, 5): 9, (4, 6): 2}",329.01763916015625,14.0,7.0,28.0
26,1965,"[[0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1], [1, 1, 0, 0, 0, 0, 0], [1, 1, 1, 0, 0, 1, 1], [1, 1, 1, 0, 1, 0, 1], [1, 1, 1, 0, 1, 1, 0]]",2.0,2.0,Y,"{0: 6, 1: 4, 2: 8, 3: 2, 4: 12, 5: 10, 6: 14}","{(0, 3): 1, (0, 4): 1, (0, 5): 1, (0, 6): 3, (1, 3): 1, (1, 4): 1, (1, 5): 1, (1, 6): 1, (2, 4): 2, (2, 5): 1, (2, 6): 5, (4, 5): 5, (4, 6): 3, (5, 6): 2}",38.86222839355469,14.0,7.0,28.0
27,2115,"[[0, 0, 1, 0, 1, 1, 1], [0, 0, 0, 1, 1, 0, 1], [1, 0, 0, 0, 1, 1, 0], [0, 1, 0, 0, 0, 1, 0], [1, 1, 1, 0, 0, 0, 1], [1, 0, 1, 1, 0, 0, 1], [1, 1, 0, 0, 1, 1, 0]]",3.0,3.0,Y,"{0: 9, 1: 6, 2: 12, 3: 3, 4: 15, 5: 18, 6: 21}","{(0, 2): 5, (0, 4): 1, (0, 5): 2, (0, 6): 1, (1, 3): 2, (1, 4): 3, (1, 6): 1, (2, 4): 6, (2, 5): 1, (3, 5): 1, (4, 6): 5, (5, 6): 14}",33.14018249511719,12.0,7.0,24.0
28,2150,"[[0, 0, 1, 0, 1, 1, 1], [0, 0, 0, 1, 1, 1, 1], [1, 0, 0, 0, 1, 0, 1], [0, 1, 0, 0, 0, 1, 0], [1, 1, 1, 0, 0, 0, 1], [1, 1, 0, 1, 0, 0, 1], [1, 1, 1, 0, 1, 1, 0]]",3.0,1.0,Y,"{0: 4, 1: 9, 2: 3, 3: 8, 4: 5, 5: 7, 6: 6}","{(0, 2): 1, (0, 4): 1, (0, 5): 1, (0, 6): 1, (1, 3): 4, (1, 4): 2, (1, 5): 1, (1, 6): 2, (2, 4): 1, (2, 6): 1, (3, 5): 4, (4, 6): 1, (5, 6): 1}",20.9808349609375,13.0,7.0,26.0
29,2190,"[[0, 0, 1, 0, 1, 1, 1], [0, 0, 0, 1, 1, 1, 1], [1, 0, 0, 0, 1, 1, 1], [0, 1, 0, 0, 1, 1, 0], [1, 1, 1, 1, 0, 0, 1], [1, 1, 1, 1, 0, 0, 1], [1, 1, 1, 0, 1, 1, 0]]",3.0,1.0,Y,"{0: 6, 1: 4, 2: 5, 3: 3, 4: 7, 5: 9, 6: 8}","{(0, 2): 1, (0, 4): 1, (0, 5): 3, (0, 6): 1, (1, 3): 1, (1, 4): 1, (1, 5): 1, (1, 6): 1, (2, 4): 1, (2, 5): 2, (2, 6): 1, (3, 4): 1, (3, 5): 1, (4, 6): 3, (5, 6): 2}",24.080276489257812,15.0,7.0,30.0
