index,Adjacency_list,a,d,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime/microseconds,Gurobi_num_vars,Gurobi_num_constrs,Gurobi_nonzero_coefs
10,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 1, 0, 0]]",2.0,1.0,Y,"{0: 5, 1: 3, 2: 2, 3: 6, 4: 4}","{(0, 3): 3, (0, 4): 2, (1, 3): 2, (1, 4): 1, (2, 3): 1, (2, 4): 1}",285.14862060546875,6.0,5.0,12.0
11,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0]]",2.0,1.0,Y,"{0: 4, 1: 3, 2: 2, 3: 5, 4: 6}","{(0, 3): 1, (0, 4): 3, (1, 3): 2, (1, 4): 1, (2, 3): 1, (2, 4): 1, (3, 4): 1}",346.18377685546875,7.0,5.0,14.0
12,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0]]",2.0,2.0,Y,"{0: 2, 1: 8, 2: 4, 3: 6, 4: 10}","{(0, 3): 1, (0, 4): 1, (1, 3): 1, (1, 4): 7, (2, 3): 3, (2, 4): 1, (3, 4): 1}",92.02957153320312,7.0,5.0,14.0
13,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0]]",2.0,3.0,Y,"{0: 2, 1: 5, 2: 11, 3: 14, 4: 8}","{(0, 3): 1, (0, 4): 1, (1, 3): 4, (1, 4): 1, (2, 3): 7, (2, 4): 4, (3, 4): 2}",257.9689025878906,7.0,5.0,14.0
14,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 0, 0, 0]]",2.0,1.0,Y,"{0: 6, 1: 4, 2: 5, 3: 2, 4: 3}","{(0, 2): 5, (0, 4): 1, (1, 3): 2, (1, 4): 2}",295.87745666503906,4.0,5.0,8.0
15,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",2.0,1.0,Y,"{0: 3, 1: 6, 2: 2, 3: 4, 4: 5}","{(0, 2): 1, (0, 4): 2, (1, 3): 4, (1, 4): 2, (2, 4): 1}",275.1350402832031,5.0,5.0,10.0
16,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",2.0,2.0,Y,"{0: 10, 1: 4, 2: 8, 3: 2, 4: 6}","{(0, 2): 7, (0, 4): 3, (1, 3): 2, (1, 4): 2, (2, 4): 1}",305.17578125,5.0,5.0,10.0
17,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",2.0,3.0,Y,"{0: 14, 1: 5, 2: 11, 3: 2, 4: 8}","{(0, 2): 10, (0, 4): 4, (1, 3): 2, (1, 4): 3, (2, 4): 1}",263.9293670654297,5.0,5.0,10.0
18,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",2.0,1.0,Y,"{0: 5, 1: 3, 2: 4, 3: 2, 4: 6}","{(0, 2): 3, (0, 4): 2, (1, 3): 1, (1, 4): 2, (2, 4): 1, (3, 4): 1}",205.03997802734375,6.0,5.0,12.0
19,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",2.0,2.0,Y,"{0: 2, 1: 6, 2: 4, 3: 8, 4: 10}","{(0, 2): 1, (0, 4): 1, (1, 3): 4, (1, 4): 2, (2, 4): 3, (3, 4): 4}",195.02639770507812,6.0,5.0,12.0
20,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",2.0,3.0,Y,"{0: 5, 1: 8, 2: 2, 3: 11, 4: 14}","{(0, 2): 1, (0, 4): 4, (1, 3): 5, (1, 4): 3, (2, 4): 1, (3, 4): 6}",294.9237823486328,6.0,5.0,12.0
21,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 1, 1, 0, 0]]",2.0,1.0,Y,"{0: 6, 1: 2, 2: 5, 3: 3, 4: 4}","{(0, 2): 3, (0, 3): 2, (0, 4): 1, (1, 4): 2, (2, 3): 1, (2, 4): 1}",79.15496826171875,6.0,5.0,12.0
22,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 1, 1, 0, 0]]",2.0,2.0,Y,"{0: 10, 1: 2, 2: 8, 3: 6, 4: 4}","{(0, 2): 5, (0, 3): 4, (0, 4): 1, (1, 4): 2, (2, 3): 2, (2, 4): 1}",99.18212890625,6.0,5.0,12.0
23,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 1, 1, 0, 0]]",2.0,3.0,Y,"{0: 14, 1: 2, 2: 11, 3: 8, 4: 5}","{(0, 2): 7, (0, 3): 5, (0, 4): 2, (1, 4): 2, (2, 3): 3, (2, 4): 1}",325.91819763183594,6.0,5.0,12.0
24,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 1], [1, 1, 1, 1, 0]]",2.0,1.0,Y,"{0: 3, 1: 2, 2: 5, 3: 4, 4: 6}","{(0, 2): 1, (0, 3): 1, (0, 4): 1, (1, 4): 2, (2, 3): 2, (2, 4): 2, (3, 4): 1}",281.8107604980469,7.0,5.0,14.0
25,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 1], [1, 1, 1, 1, 0]]",2.0,2.0,Y,"{0: 6, 1: 2, 2: 8, 3: 4, 4: 10}","{(0, 2): 2, (0, 3): 2, (0, 4): 2, (1, 4): 2, (2, 3): 1, (2, 4): 5, (3, 4): 1}",318.0503845214844,7.0,5.0,14.0
26,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 1], [1, 1, 1, 1, 0]]",2.0,3.0,Y,"{0: 5, 1: 2, 2: 14, 3: 8, 4: 11}","{(0, 2): 2, (0, 3): 2, (0, 4): 1, (1, 4): 2, (2, 3): 5, (2, 4): 7, (3, 4): 1}",94.17533874511719,7.0,5.0,14.0
27,"[[0, 0, 1, 1, 0], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 1, 0, 0]]",2.0,1.0,Y,"{0: 2, 1: 6, 2: 3, 3: 4, 4: 5}","{(0, 2): 1, (0, 3): 1, (1, 3): 3, (1, 4): 3, (2, 4): 2}",202.8942108154297,5.0,5.0,10.0
28,"[[0, 0, 1, 1, 0], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 1, 0, 0]]",2.0,2.0,Y,"{0: 2, 1: 10, 2: 4, 3: 6, 4: 8}","{(0, 2): 1, (0, 3): 1, (1, 3): 5, (1, 4): 5, (2, 4): 3}",259.8762512207031,5.0,5.0,10.0
29,"[[0, 0, 1, 1, 0], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 1, 0, 0]]",2.0,3.0,Y,"{0: 14, 1: 2, 2: 8, 3: 11, 4: 5}","{(0, 2): 4, (0, 3): 10, (1, 3): 1, (1, 4): 1, (2, 4): 4}",214.09988403320312,5.0,5.0,10.0
30,"[[0, 0, 1, 1, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",2.0,1.0,Y,"{0: 4, 1: 5, 2: 2, 3: 3, 4: 6}","{(0, 2): 1, (0, 3): 1, (0, 4): 2, (1, 3): 2, (1, 4): 3, (2, 4): 1}",204.0863037109375,6.0,5.0,12.0
31,"[[0, 0, 1, 1, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",2.0,2.0,Y,"{0: 4, 1: 10, 2: 2, 3: 8, 4: 6}","{(0, 2): 1, (0, 3): 1, (0, 4): 2, (1, 3): 7, (1, 4): 3, (2, 4): 1}",78.2012939453125,6.0,5.0,12.0
32,"[[0, 0, 1, 1, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",2.0,3.0,Y,"{0: 8, 1: 11, 2: 2, 3: 5, 4: 14}","{(0, 2): 1, (0, 3): 1, (0, 4): 6, (1, 3): 4, (1, 4): 7, (2, 4): 1}",118.01719665527344,6.0,5.0,12.0
33,"[[0, 0, 1, 1, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",2.0,1.0,Y,"{0: 6, 1: 2, 2: 5, 3: 3, 4: 4}","{(0, 2): 4, (0, 3): 1, (0, 4): 1, (1, 3): 1, (1, 4): 1, (2, 4): 1, (3, 4): 1}",56.02836608886719,7.0,5.0,14.0
34,"[[0, 0, 1, 1, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",2.0,2.0,Y,"{0: 10, 1: 2, 2: 8, 3: 4, 4: 6}","{(0, 2): 6, (0, 3): 2, (0, 4): 2, (1, 3): 1, (1, 4): 1, (2, 4): 2, (3, 4): 1}",108.95729064941406,7.0,5.0,14.0
35,"[[0, 0, 1, 1, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",2.0,3.0,Y,"{0: 5, 1: 8, 2: 2, 3: 14, 4: 11}","{(0, 2): 1, (0, 3): 3, (0, 4): 1, (1, 3): 5, (1, 4): 3, (2, 4): 1, (3, 4): 6}",144.95849609375,7.0,5.0,14.0
36,"[[0, 0, 1, 1, 1], [0, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0]]",2.0,1.0,Y,"{0: 3, 1: 2, 2: 5, 3: 6, 4: 4}","{(0, 2): 1, (0, 3): 1, (0, 4): 1, (1, 3): 1, (1, 4): 1, (2, 3): 3, (2, 4): 1, (3, 4): 1}",226.02081298828125,8.0,5.0,16.0
37,"[[0, 0, 1, 1, 1], [0, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0]]",2.0,2.0,Y,"{0: 6, 1: 2, 2: 10, 3: 4, 4: 8}","{(0, 2): 4, (0, 3): 1, (0, 4): 1, (1, 3): 1, (1, 4): 1, (2, 3): 1, (2, 4): 5, (3, 4): 1}",164.98565673828125,8.0,5.0,16.0
38,"[[0, 0, 1, 1, 1], [0, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0]]",2.0,3.0,Y,"{0: 14, 1: 2, 2: 11, 3: 8, 4: 5}","{(0, 2): 8, (0, 3): 4, (0, 4): 2, (1, 3): 1, (1, 4): 1, (2, 3): 2, (2, 4): 1, (3, 4): 1}",236.98806762695312,8.0,5.0,16.0
39,"[[0, 0, 1, 1, 1], [0, 0, 1, 1, 1], [1, 1, 0, 0, 1], [1, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",2.0,1.0,Y,"{0: 3, 1: 5, 2: 4, 3: 2, 4: 6}","{(0, 2): 1, (0, 3): 1, (0, 4): 1, (1, 2): 1, (1, 3): 1, (1, 4): 3, (2, 4): 2}",209.0930938720703,7.0,5.0,14.0
40,"[[0, 0, 1, 1, 1], [0, 0, 1, 1, 1], [1, 1, 0, 0, 1], [1, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",2.0,2.0,Y,"{0: 4, 1: 8, 2: 6, 3: 2, 4: 10}","{(0, 2): 1, (0, 3): 1, (0, 4): 2, (1, 2): 2, (1, 3): 1, (1, 4): 5, (2, 4): 3}",270.843505859375,7.0,5.0,14.0
41,"[[0, 0, 1, 1, 1], [0, 0, 1, 1, 1], [1, 1, 0, 0, 1], [1, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",2.0,3.0,Y,"{0: 14, 1: 5, 2: 11, 3: 2, 4: 8}","{(0, 2): 7, (0, 3): 1, (0, 4): 6, (1, 2): 3, (1, 3): 1, (1, 4): 1, (2, 4): 1}",217.91458129882812,7.0,5.0,14.0
