index,Adjacency_list,a,d,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime/microseconds,Gurobi_num_vars,Gurobi_num_constrs,Gurobi_nonzero_coefs
18,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",2.0,1.0,Y,"{0: 5, 1: 3, 2: 4, 3: 2, 4: 6}","{(0, 2): 3, (0, 4): 2, (1, 3): 1, (1, 4): 2, (2, 4): 1, (3, 4): 1}",543.1175231933594,31.0,15.0,87.0
19,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",2.0,2.0,Y,"{0: 2, 1: 6, 2: 4, 3: 8, 4: 10}","{(0, 2): 1, (0, 4): 1, (1, 3): 4, (1, 4): 2, (2, 4): 3, (3, 4): 4}",826.1203765869141,31.0,15.0,87.0
20,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",2.0,3.0,Y,"{0: 5, 1: 8, 2: 2, 3: 11, 4: 14}","{(0, 2): 1, (0, 4): 4, (1, 3): 5, (1, 4): 3, (2, 4): 1, (3, 4): 6}",1235.0082397460938,31.0,15.0,87.0
21,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 1, 1, 0, 0]]",2.0,1.0,Y,"{0: 6, 1: 2, 2: 5, 3: 3, 4: 4}","{(0, 2): 3, (0, 3): 2, (0, 4): 1, (1, 4): 2, (2, 3): 1, (2, 4): 1}",396.0132598876953,31.0,15.0,87.0
22,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 1, 1, 0, 0]]",2.0,2.0,Y,"{0: 10, 1: 2, 2: 8, 3: 6, 4: 4}","{(0, 2): 5, (0, 3): 4, (0, 4): 1, (1, 4): 2, (2, 3): 2, (2, 4): 1}",463.0088806152344,31.0,15.0,87.0
23,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 1, 1, 0, 0]]",2.0,3.0,Y,"{0: 14, 1: 2, 2: 11, 3: 8, 4: 5}","{(0, 2): 7, (0, 3): 5, (0, 4): 2, (1, 4): 2, (2, 3): 3, (2, 4): 1}",581.0260772705078,31.0,15.0,87.0
24,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 1], [1, 1, 1, 1, 0]]",2.0,1.0,Y,"{0: 3, 1: 2, 2: 5, 3: 4, 4: 6}","{(0, 2): 1, (0, 3): 1, (0, 4): 1, (1, 4): 2, (2, 3): 2, (2, 4): 2, (3, 4): 1}",514.984130859375,32.0,15.0,89.0
25,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 1], [1, 1, 1, 1, 0]]",2.0,2.0,Y,"{0: 6, 1: 2, 2: 8, 3: 4, 4: 10}","{(0, 2): 2, (0, 3): 1, (0, 4): 3, (1, 4): 2, (2, 3): 2, (2, 4): 4, (3, 4): 1}",123.02398681640625,32.0,15.0,89.0
26,"[[0, 0, 1, 1, 1], [0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 1], [1, 1, 1, 1, 0]]",2.0,3.0,Y,"{0: 5, 1: 2, 2: 14, 3: 8, 4: 11}","{(0, 2): 3, (0, 3): 1, (0, 4): 1, (1, 4): 2, (2, 3): 5, (2, 4): 6, (3, 4): 2}",59.84306335449219,32.0,15.0,89.0
27,"[[0, 0, 1, 1, 0], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 1, 0, 0]]",2.0,1.0,Y,"{0: 2, 1: 6, 2: 3, 3: 4, 4: 5}","{(0, 2): 1, (0, 3): 1, (1, 3): 3, (1, 4): 3, (2, 4): 2}",556.94580078125,30.0,15.0,85.0
28,"[[0, 0, 1, 1, 0], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 1, 0, 0]]",2.0,2.0,Y,"{0: 2, 1: 10, 2: 4, 3: 6, 4: 8}","{(0, 2): 1, (0, 3): 1, (1, 3): 5, (1, 4): 5, (2, 4): 3}",483.9897155761719,30.0,15.0,85.0
29,"[[0, 0, 1, 1, 0], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 1, 0, 0]]",2.0,3.0,Y,"{0: 14, 1: 2, 2: 8, 3: 11, 4: 5}","{(0, 2): 4, (0, 3): 10, (1, 3): 1, (1, 4): 1, (2, 4): 4}",36.00120544433594,30.0,15.0,85.0
30,"[[0, 0, 1, 1, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",2.0,1.0,Y,"{0: 4, 1: 5, 2: 2, 3: 3, 4: 6}","{(0, 2): 1, (0, 3): 1, (0, 4): 2, (1, 3): 2, (1, 4): 3, (2, 4): 1}",55.789947509765625,31.0,15.0,87.0
31,"[[0, 0, 1, 1, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",2.0,2.0,Y,"{0: 4, 1: 10, 2: 2, 3: 8, 4: 6}","{(0, 2): 1, (0, 3): 2, (0, 4): 1, (1, 3): 6, (1, 4): 4, (2, 4): 1}",402.21214294433594,31.0,15.0,87.0
32,"[[0, 0, 1, 1, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",2.0,3.0,Y,"{0: 8, 1: 11, 2: 2, 3: 5, 4: 14}","{(0, 2): 1, (0, 3): 1, (0, 4): 6, (1, 3): 4, (1, 4): 7, (2, 4): 1}",30.994415283203125,31.0,15.0,87.0
33,"[[0, 0, 1, 1, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",2.0,1.0,Y,"{0: 6, 1: 2, 2: 5, 3: 3, 4: 4}","{(0, 2): 4, (0, 3): 1, (0, 4): 1, (1, 3): 1, (1, 4): 1, (2, 4): 1, (3, 4): 1}",472.06878662109375,32.0,15.0,89.0
34,"[[0, 0, 1, 1, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",2.0,2.0,Y,"{0: 10, 1: 2, 2: 8, 3: 4, 4: 6}","{(0, 2): 7, (0, 3): 1, (0, 4): 2, (1, 3): 1, (1, 4): 1, (2, 4): 1, (3, 4): 2}",61.03515625,32.0,15.0,89.0
35,"[[0, 0, 1, 1, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",2.0,3.0,Y,"{0: 5, 1: 8, 2: 2, 3: 14, 4: 11}","{(0, 2): 1, (0, 3): 1, (0, 4): 3, (1, 3): 7, (1, 4): 1, (2, 4): 1, (3, 4): 6}",90.83747863769531,32.0,15.0,89.0
36,"[[0, 0, 1, 1, 1], [0, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0]]",2.0,1.0,Y,"{0: 3, 1: 2, 2: 5, 3: 6, 4: 4}","{(0, 2): 1, (0, 3): 1, (0, 4): 1, (1, 3): 1, (1, 4): 1, (2, 3): 3, (2, 4): 1, (3, 4): 1}",468.0156707763672,33.0,15.0,91.0
37,"[[0, 0, 1, 1, 1], [0, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0]]",2.0,2.0,Y,"{0: 6, 1: 2, 2: 10, 3: 4, 4: 8}","{(0, 2): 4, (0, 3): 1, (0, 4): 1, (1, 3): 1, (1, 4): 1, (2, 3): 1, (2, 4): 5, (3, 4): 1}",58.88938903808594,33.0,15.0,91.0
38,"[[0, 0, 1, 1, 1], [0, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0]]",2.0,3.0,Y,"{0: 14, 1: 2, 2: 11, 3: 8, 4: 5}","{(0, 2): 8, (0, 3): 4, (0, 4): 2, (1, 3): 1, (1, 4): 1, (2, 3): 2, (2, 4): 1, (3, 4): 1}",361.9194030761719,33.0,15.0,91.0
39,"[[0, 0, 1, 1, 1], [0, 0, 1, 1, 1], [1, 1, 0, 0, 1], [1, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",2.0,1.0,Y,"{0: 3, 1: 5, 2: 4, 3: 2, 4: 6}","{(0, 2): 1, (0, 3): 1, (0, 4): 1, (1, 2): 1, (1, 3): 1, (1, 4): 3, (2, 4): 2}",107.04994201660156,32.0,15.0,89.0
40,"[[0, 0, 1, 1, 1], [0, 0, 1, 1, 1], [1, 1, 0, 0, 1], [1, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",2.0,2.0,Y,"{0: 4, 1: 8, 2: 6, 3: 2, 4: 10}","{(0, 2): 1, (0, 3): 1, (0, 4): 2, (1, 2): 2, (1, 3): 1, (1, 4): 5, (2, 4): 3}",92.02957153320312,32.0,15.0,89.0
41,"[[0, 0, 1, 1, 1], [0, 0, 1, 1, 1], [1, 1, 0, 0, 1], [1, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",2.0,3.0,Y,"{0: 14, 1: 5, 2: 11, 3: 2, 4: 8}","{(0, 2): 7, (0, 3): 1, (0, 4): 6, (1, 2): 3, (1, 3): 1, (1, 4): 1, (2, 4): 1}",435.11390686035156,32.0,15.0,89.0
