index,graph_num,Adjacency_list,a,d,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime/microseconds,Gurobi_num_vars,Gurobi_num_constrs,Gurobi_nonzero_coefs
13,94,"[[0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 0, 0, 1], [1, 1, 1, 1, 1, 0, 1, 0]]",3.0,2.0,Y,"{0: 13, 1: 5, 2: 3, 3: 9, 4: 7, 5: 11, 6: 15, 7: 17}","{(0, 5): 11, (0, 7): 2, (1, 6): 3, (1, 7): 2, (2, 6): 1, (2, 7): 2, (3, 6): 8, (3, 7): 1, (4, 7): 7, (6, 7): 3}",156.87942504882812,10.0,8.0,20.0
14,106,"[[0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 1], [0, 1, 1, 1, 1, 0, 0, 0], [1, 1, 1, 0, 0, 1, 0, 0]]",2.0,2.0,Y,"{0: 10, 1: 4, 2: 6, 3: 2, 4: 8, 5: 14, 6: 12, 7: 16}","{(0, 5): 8, (0, 7): 2, (1, 6): 1, (1, 7): 3, (2, 6): 1, (2, 7): 5, (3, 6): 2, (4, 6): 8, (5, 7): 6}",70.81031799316406,9.0,8.0,18.0
15,139,"[[0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1], [1, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 1, 0, 0, 1], [1, 1, 1, 1, 1, 0, 1, 0]]",3.0,2.0,Y,"{0: 13, 1: 5, 2: 11, 3: 3, 4: 7, 5: 9, 6: 15, 7: 17}","{(0, 5): 9, (0, 7): 4, (1, 6): 4, (1, 7): 1, (2, 6): 2, (2, 7): 9, (3, 6): 2, (3, 7): 1, (4, 6): 6, (4, 7): 1, (6, 7): 1}",21.93450927734375,11.0,8.0,22.0
16,145,"[[0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1], [1, 0, 0, 0, 0, 0, 0, 1], [0, 1, 1, 1, 1, 0, 0, 0], [1, 1, 1, 1, 1, 1, 0, 0]]",3.0,3.0,Y,"{0: 15, 1: 6, 2: 12, 3: 3, 4: 9, 5: 18, 6: 21, 7: 24}","{(0, 5): 9, (0, 7): 6, (1, 6): 5, (1, 7): 1, (2, 6): 7, (2, 7): 5, (3, 6): 1, (3, 7): 2, (4, 6): 8, (4, 7): 1, (5, 7): 9}",46.96846008300781,11.0,8.0,22.0
17,153,"[[0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 1], [1, 1, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 1, 1, 0, 0]]",2.0,3.0,Y,"{0: 20, 1: 8, 2: 14, 3: 2, 4: 5, 5: 17, 6: 11, 7: 23}","{(0, 5): 16, (0, 6): 4, (1, 6): 7, (1, 7): 1, (2, 7): 14, (3, 7): 2, (4, 7): 5, (5, 7): 1}",138.99803161621094,8.0,8.0,16.0
18,155,"[[0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 1], [1, 1, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 1, 1, 0, 0]]",3.0,3.0,Y,"{0: 21, 1: 12, 2: 9, 3: 3, 4: 6, 5: 18, 6: 15, 7: 24}","{(0, 5): 15, (0, 6): 6, (1, 6): 9, (1, 7): 3, (2, 7): 9, (3, 7): 3, (4, 7): 6, (5, 7): 3}",92.02957153320312,8.0,8.0,16.0
19,161,"[[0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 1], [1, 0, 1, 1, 1, 0, 1, 0]]",3.0,3.0,Y,"{0: 18, 1: 15, 2: 3, 3: 9, 4: 6, 5: 12, 6: 21, 7: 24}","{(0, 5): 12, (0, 6): 3, (0, 7): 3, (1, 6): 15, (2, 7): 3, (3, 7): 9, (4, 7): 6, (6, 7): 3}",104.9041748046875,8.0,8.0,16.0
20,167,"[[0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0], [1, 1, 1, 1, 1, 0, 0, 0]]",3.0,3.0,Y,"{0: 24, 1: 12, 2: 6, 3: 9, 4: 3, 5: 18, 6: 15, 7: 21}","{(0, 5): 18, (0, 6): 4, (0, 7): 2, (1, 6): 11, (1, 7): 1, (2, 7): 6, (3, 7): 9, (4, 7): 3}",71.04873657226562,8.0,8.0,16.0
21,175,"[[0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 1], [1, 1, 0, 0, 0, 0, 0, 1], [1, 1, 1, 1, 1, 1, 1, 0]]",2.0,3.0,Y,"{0: 14, 1: 17, 2: 5, 3: 8, 4: 2, 5: 11, 6: 20, 7: 23}","{(0, 5): 10, (0, 6): 3, (0, 7): 1, (1, 6): 14, (1, 7): 3, (2, 7): 5, (3, 7): 8, (4, 7): 2, (5, 7): 1, (6, 7): 3}",590.0859832763672,10.0,8.0,20.0
22,228,"[[0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0, 0, 1], [0, 1, 0, 1, 1, 1, 1, 0]]",2.0,3.0,Y,"{0: 17, 1: 5, 2: 11, 3: 8, 4: 2, 5: 14, 6: 23, 7: 20}","{(0, 5): 8, (0, 6): 9, (1, 6): 2, (1, 7): 3, (2, 6): 11, (3, 7): 8, (4, 7): 2, (5, 7): 6, (6, 7): 1}",180.0060272216797,9.0,8.0,18.0
23,230,"[[0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0, 0, 1], [0, 1, 0, 1, 1, 1, 1, 0]]",3.0,3.0,Y,"{0: 18, 1: 6, 2: 12, 3: 9, 4: 3, 5: 15, 6: 24, 7: 21}","{(0, 5): 10, (0, 6): 8, (1, 6): 3, (1, 7): 3, (2, 6): 12, (3, 7): 9, (4, 7): 3, (5, 7): 5, (6, 7): 1}",88.93013000488281,9.0,8.0,18.0
24,236,"[[0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 0, 0, 0, 1], [0, 1, 1, 1, 1, 0, 1, 0]]",2.0,2.0,Y,"{0: 14, 1: 2, 2: 6, 3: 8, 4: 4, 5: 12, 6: 10, 7: 16}","{(0, 5): 12, (0, 6): 2, (1, 6): 1, (1, 7): 1, (2, 6): 5, (2, 7): 1, (3, 7): 8, (4, 7): 4, (6, 7): 2}",66.99562072753906,9.0,8.0,18.0
25,237,"[[0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 0, 0, 0, 1], [0, 1, 1, 1, 1, 0, 1, 0]]",2.0,3.0,Y,"{0: 17, 1: 5, 2: 8, 3: 2, 4: 14, 5: 11, 6: 20, 7: 23}","{(0, 5): 11, (0, 6): 6, (1, 6): 3, (1, 7): 2, (2, 6): 7, (2, 7): 1, (3, 7): 2, (4, 7): 14, (6, 7): 4}",85.11543273925781,9.0,8.0,18.0
26,239,"[[0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 0, 0, 0, 1], [0, 1, 1, 1, 1, 0, 1, 0]]",3.0,3.0,Y,"{0: 21, 1: 6, 2: 9, 3: 3, 4: 12, 5: 15, 6: 18, 7: 24}","{(0, 5): 15, (0, 6): 6, (1, 6): 5, (1, 7): 1, (2, 6): 4, (2, 7): 5, (3, 7): 3, (4, 7): 12, (6, 7): 3}",163.07830810546875,9.0,8.0,18.0
27,251,"[[0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 0, 0, 0, 1], [1, 0, 0, 1, 1, 0, 1, 0]]",3.0,2.0,Y,"{0: 13, 1: 5, 2: 7, 3: 11, 4: 3, 5: 9, 6: 15, 7: 17}","{(0, 5): 9, (0, 6): 2, (0, 7): 2, (1, 6): 5, (2, 6): 7, (3, 7): 11, (4, 7): 3, (6, 7): 1}",72.95608520507812,8.0,8.0,16.0
28,260,"[[0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0, 0, 1], [1, 0, 0, 1, 1, 1, 1, 0]]",3.0,2.0,Y,"{0: 13, 1: 7, 2: 5, 3: 3, 4: 9, 5: 11, 6: 15, 7: 17}","{(0, 5): 9, (0, 6): 2, (0, 7): 2, (1, 6): 7, (2, 6): 5, (3, 7): 3, (4, 7): 9, (5, 7): 2, (6, 7): 1}",89.88380432128906,9.0,8.0,18.0
29,277,"[[0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0, 0, 1], [1, 1, 0, 1, 1, 1, 1, 0]]",3.0,3.0,Y,"{0: 21, 1: 9, 2: 12, 3: 6, 4: 3, 5: 15, 6: 18, 7: 24}","{(0, 5): 13, (0, 6): 4, (0, 7): 4, (1, 6): 1, (1, 7): 8, (2, 6): 12, (3, 7): 6, (4, 7): 3, (5, 7): 2, (6, 7): 1}",220.0603485107422,10.0,8.0,20.0
